dc (V),cdd@Vgs 0.25 ,cdd@Vgs 0.251 ,cdd@Vgs 0.252 ,cdd@Vgs 0.253 ,cdd@Vgs 0.254 ,cdd@Vgs 0.255 ,cdd@Vgs 0.256 ,cdd@Vgs 0.257 ,cdd@Vgs 0.258 ,cdd@Vgs 0.259 ,cdd@Vgs 0.26 ,cdd@Vgs 0.261 ,cdd@Vgs 0.262 ,cdd@Vgs 0.263 ,cdd@Vgs 0.264 ,cdd@Vgs 0.265 ,cdd@Vgs 0.266 ,cdd@Vgs 0.267 ,cdd@Vgs 0.268 ,cdd@Vgs 0.269 ,cdd@Vgs 0.27 ,cdd@Vgs 0.271 ,cdd@Vgs 0.272 ,cdd@Vgs 0.273 ,cdd@Vgs 0.274 ,cdd@Vgs 0.275 ,cdd@Vgs 0.276 ,cdd@Vgs 0.277 ,cdd@Vgs 0.278 ,cdd@Vgs 0.279 ,cdd@Vgs 0.28 ,cdd@Vgs 0.281 ,cdd@Vgs 0.282 ,cdd@Vgs 0.283 ,cdd@Vgs 0.284 ,cdd@Vgs 0.285 ,cdd@Vgs 0.286 ,cdd@Vgs 0.287 ,cdd@Vgs 0.288 ,cdd@Vgs 0.289 ,cdd@Vgs 0.29 ,cdd@Vgs 0.291 ,cdd@Vgs 0.292 ,cdd@Vgs 0.293 ,cdd@Vgs 0.294 ,cdd@Vgs 0.295 ,cdd@Vgs 0.296 ,cdd@Vgs 0.297 ,cdd@Vgs 0.298 ,cdd@Vgs 0.299 ,cdd@Vgs 0.3 ,cdd@Vgs 0.301 ,cdd@Vgs 0.302 ,cdd@Vgs 0.303 ,cdd@Vgs 0.304 ,cdd@Vgs 0.305 ,cdd@Vgs 0.306 ,cdd@Vgs 0.307 ,cdd@Vgs 0.308 ,cdd@Vgs 0.309 ,cdd@Vgs 0.31 ,cdd@Vgs 0.311 ,cdd@Vgs 0.312 ,cdd@Vgs 0.313 ,cdd@Vgs 0.314 ,cdd@Vgs 0.315 ,cdd@Vgs 0.316 ,cdd@Vgs 0.317 ,cdd@Vgs 0.318 ,cdd@Vgs 0.319 ,cdd@Vgs 0.32 ,cdd@Vgs 0.321 ,cdd@Vgs 0.322 ,cdd@Vgs 0.323 ,cdd@Vgs 0.324 ,cdd@Vgs 0.325 ,cdd@Vgs 0.326 ,cdd@Vgs 0.327 ,cdd@Vgs 0.328 ,cdd@Vgs 0.329 ,cdd@Vgs 0.33 
358E-3,12.091128E-15,12.092049E-15,12.092969E-15,12.093889E-15,12.094808E-15,12.095727E-15,12.096646E-15,12.097564E-15,12.098482E-15,12.099400E-15,12.100316E-15,12.101233E-15,12.102149E-15,12.103064E-15,12.103979E-15,12.104893E-15,12.105806E-15,12.106719E-15,12.107631E-15,12.108543E-15,12.109453E-15,12.110363E-15,12.111273E-15,12.112181E-15,12.113089E-15,12.113995E-15,12.114901E-15,12.115806E-15,12.116711E-15,12.117614E-15,12.118516E-15,12.119418E-15,12.120318E-15,12.121217E-15,12.122116E-15,12.123013E-15,12.123909E-15,12.124804E-15,12.125698E-15,12.126591E-15,12.127483E-15,12.128374E-15,12.129263E-15,12.130152E-15,12.131039E-15,12.131924E-15,12.132809E-15,12.133692E-15,12.134574E-15,12.135455E-15,12.136335E-15,12.137213E-15,12.138089E-15,12.138965E-15,12.139839E-15,12.140711E-15,12.141583E-15,12.142452E-15,12.143321E-15,12.144188E-15,12.145053E-15,12.145917E-15,12.146780E-15,12.147641E-15,12.148500E-15,12.149359E-15,12.150215E-15,12.151070E-15,12.151924E-15,12.152776E-15,12.153626E-15,12.154475E-15,12.155322E-15,12.156168E-15,12.157012E-15,12.157855E-15,12.158696E-15,12.159535E-15,12.160373E-15,12.161209E-15,12.162044E-15
360E-3,12.083830E-15,12.084751E-15,12.085672E-15,12.086593E-15,12.087513E-15,12.088433E-15,12.089353E-15,12.090272E-15,12.091191E-15,12.092109E-15,12.093027E-15,12.093945E-15,12.094862E-15,12.095779E-15,12.096695E-15,12.097610E-15,12.098525E-15,12.099439E-15,12.100353E-15,12.101266E-15,12.102178E-15,12.103090E-15,12.104001E-15,12.104911E-15,12.105821E-15,12.106729E-15,12.107637E-15,12.108544E-15,12.109450E-15,12.110356E-15,12.111260E-15,12.112164E-15,12.113066E-15,12.113968E-15,12.114869E-15,12.115768E-15,12.116667E-15,12.117564E-15,12.118461E-15,12.119357E-15,12.120251E-15,12.121144E-15,12.122036E-15,12.122927E-15,12.123817E-15,12.124706E-15,12.125593E-15,12.126480E-15,12.127365E-15,12.128248E-15,12.129131E-15,12.130012E-15,12.130892E-15,12.131770E-15,12.132648E-15,12.133523E-15,12.134398E-15,12.135271E-15,12.136143E-15,12.137013E-15,12.137882E-15,12.138749E-15,12.139616E-15,12.140480E-15,12.141343E-15,12.142205E-15,12.143065E-15,12.143924E-15,12.144781E-15,12.145637E-15,12.146491E-15,12.147343E-15,12.148194E-15,12.149044E-15,12.149892E-15,12.150738E-15,12.151583E-15,12.152427E-15,12.153268E-15,12.154109E-15,12.154947E-15
362E-3,12.076545E-15,12.077467E-15,12.078388E-15,12.079309E-15,12.080231E-15,12.081151E-15,12.082072E-15,12.082992E-15,12.083912E-15,12.084831E-15,12.085750E-15,12.086669E-15,12.087587E-15,12.088505E-15,12.089422E-15,12.090339E-15,12.091255E-15,12.092171E-15,12.093086E-15,12.094000E-15,12.094914E-15,12.095827E-15,12.096740E-15,12.097652E-15,12.098563E-15,12.099473E-15,12.100383E-15,12.101292E-15,12.102200E-15,12.103107E-15,12.104014E-15,12.104919E-15,12.105824E-15,12.106728E-15,12.107631E-15,12.108533E-15,12.109434E-15,12.110334E-15,12.111233E-15,12.112131E-15,12.113027E-15,12.113923E-15,12.114818E-15,12.115712E-15,12.116604E-15,12.117496E-15,12.118386E-15,12.119275E-15,12.120163E-15,12.121049E-15,12.121935E-15,12.122819E-15,12.123702E-15,12.124583E-15,12.125464E-15,12.126343E-15,12.127220E-15,12.128097E-15,12.128972E-15,12.129845E-15,12.130718E-15,12.131589E-15,12.132458E-15,12.133326E-15,12.134193E-15,12.135058E-15,12.135922E-15,12.136784E-15,12.137645E-15,12.138504E-15,12.139362E-15,12.140218E-15,12.141073E-15,12.141926E-15,12.142778E-15,12.143628E-15,12.144477E-15,12.145324E-15,12.146170E-15,12.147014E-15,12.147856E-15
364E-3,12.069273E-15,12.070195E-15,12.071117E-15,12.072039E-15,12.072961E-15,12.073882E-15,12.074803E-15,12.075724E-15,12.076645E-15,12.077565E-15,12.078485E-15,12.079405E-15,12.080324E-15,12.081243E-15,12.082161E-15,12.083079E-15,12.083996E-15,12.084913E-15,12.085830E-15,12.086746E-15,12.087661E-15,12.088576E-15,12.089490E-15,12.090403E-15,12.091316E-15,12.092228E-15,12.093139E-15,12.094050E-15,12.094960E-15,12.095869E-15,12.096778E-15,12.097685E-15,12.098592E-15,12.099498E-15,12.100403E-15,12.101307E-15,12.102210E-15,12.103112E-15,12.104013E-15,12.104914E-15,12.105813E-15,12.106711E-15,12.107609E-15,12.108505E-15,12.109400E-15,12.110294E-15,12.111187E-15,12.112079E-15,12.112969E-15,12.113859E-15,12.114747E-15,12.115634E-15,12.116520E-15,12.117404E-15,12.118288E-15,12.119170E-15,12.120051E-15,12.120930E-15,12.121808E-15,12.122685E-15,12.123561E-15,12.124435E-15,12.125307E-15,12.126179E-15,12.127049E-15,12.127917E-15,12.128785E-15,12.129650E-15,12.130515E-15,12.131378E-15,12.132239E-15,12.133099E-15,12.133957E-15,12.134814E-15,12.135670E-15,12.136524E-15,12.137376E-15,12.138227E-15,12.139077E-15,12.139925E-15,12.140771E-15
366E-3,12.062014E-15,12.062937E-15,12.063859E-15,12.064782E-15,12.065704E-15,12.066626E-15,12.067548E-15,12.068469E-15,12.069390E-15,12.070312E-15,12.071232E-15,12.072153E-15,12.073073E-15,12.073993E-15,12.074912E-15,12.075831E-15,12.076749E-15,12.077668E-15,12.078585E-15,12.079502E-15,12.080419E-15,12.081335E-15,12.082250E-15,12.083165E-15,12.084080E-15,12.084993E-15,12.085906E-15,12.086819E-15,12.087730E-15,12.088641E-15,12.089551E-15,12.090461E-15,12.091369E-15,12.092277E-15,12.093184E-15,12.094090E-15,12.094996E-15,12.095900E-15,12.096804E-15,12.097706E-15,12.098608E-15,12.099508E-15,12.100408E-15,12.101307E-15,12.102204E-15,12.103101E-15,12.103996E-15,12.104891E-15,12.105784E-15,12.106676E-15,12.107567E-15,12.108457E-15,12.109346E-15,12.110233E-15,12.111119E-15,12.112004E-15,12.112888E-15,12.113771E-15,12.114652E-15,12.115532E-15,12.116411E-15,12.117288E-15,12.118164E-15,12.119039E-15,12.119912E-15,12.120784E-15,12.121655E-15,12.122524E-15,12.123391E-15,12.124258E-15,12.125123E-15,12.125986E-15,12.126848E-15,12.127709E-15,12.128568E-15,12.129426E-15,12.130282E-15,12.131136E-15,12.131990E-15,12.132841E-15,12.133692E-15
368E-3,12.054769E-15,12.055692E-15,12.056615E-15,12.057537E-15,12.058460E-15,12.059382E-15,12.060305E-15,12.061227E-15,12.062149E-15,12.063070E-15,12.063992E-15,12.064913E-15,12.065834E-15,12.066755E-15,12.067675E-15,12.068595E-15,12.069514E-15,12.070433E-15,12.071352E-15,12.072270E-15,12.073188E-15,12.074106E-15,12.075022E-15,12.075939E-15,12.076854E-15,12.077769E-15,12.078684E-15,12.079598E-15,12.080511E-15,12.081424E-15,12.082336E-15,12.083247E-15,12.084157E-15,12.085067E-15,12.085976E-15,12.086884E-15,12.087791E-15,12.088698E-15,12.089603E-15,12.090508E-15,12.091412E-15,12.092315E-15,12.093216E-15,12.094117E-15,12.095017E-15,12.095916E-15,12.096814E-15,12.097711E-15,12.098607E-15,12.099502E-15,12.100396E-15,12.101288E-15,12.102179E-15,12.103070E-15,12.103959E-15,12.104847E-15,12.105734E-15,12.106619E-15,12.107503E-15,12.108386E-15,12.109268E-15,12.110149E-15,12.111028E-15,12.111906E-15,12.112782E-15,12.113657E-15,12.114531E-15,12.115404E-15,12.116275E-15,12.117145E-15,12.118013E-15,12.118880E-15,12.119746E-15,12.120610E-15,12.121472E-15,12.122334E-15,12.123193E-15,12.124052E-15,12.124909E-15,12.125764E-15,12.126618E-15
370E-3,12.047537E-15,12.048460E-15,12.049383E-15,12.050306E-15,12.051229E-15,12.052152E-15,12.053075E-15,12.053997E-15,12.054920E-15,12.055842E-15,12.056764E-15,12.057686E-15,12.058607E-15,12.059529E-15,12.060450E-15,12.061371E-15,12.062291E-15,12.063211E-15,12.064131E-15,12.065050E-15,12.065969E-15,12.066888E-15,12.067806E-15,12.068723E-15,12.069640E-15,12.070557E-15,12.071472E-15,12.072388E-15,12.073303E-15,12.074217E-15,12.075130E-15,12.076043E-15,12.076955E-15,12.077867E-15,12.078777E-15,12.079687E-15,12.080596E-15,12.081505E-15,12.082412E-15,12.083319E-15,12.084225E-15,12.085130E-15,12.086034E-15,12.086937E-15,12.087840E-15,12.088741E-15,12.089641E-15,12.090541E-15,12.091439E-15,12.092336E-15,12.093232E-15,12.094128E-15,12.095022E-15,12.095915E-15,12.096806E-15,12.097697E-15,12.098587E-15,12.099475E-15,12.100362E-15,12.101248E-15,12.102133E-15,12.103016E-15,12.103899E-15,12.104780E-15,12.105659E-15,12.106538E-15,12.107415E-15,12.108291E-15,12.109165E-15,12.110038E-15,12.110910E-15,12.111780E-15,12.112649E-15,12.113517E-15,12.114383E-15,12.115248E-15,12.116111E-15,12.116973E-15,12.117834E-15,12.118693E-15,12.119550E-15
372E-3,12.040319E-15,12.041242E-15,12.042165E-15,12.043088E-15,12.044012E-15,12.044935E-15,12.045858E-15,12.046781E-15,12.047703E-15,12.048626E-15,12.049549E-15,12.050471E-15,12.051393E-15,12.052315E-15,12.053237E-15,12.054159E-15,12.055080E-15,12.056001E-15,12.056921E-15,12.057842E-15,12.058762E-15,12.059681E-15,12.060600E-15,12.061519E-15,12.062437E-15,12.063355E-15,12.064272E-15,12.065189E-15,12.066105E-15,12.067020E-15,12.067935E-15,12.068850E-15,12.069763E-15,12.070677E-15,12.071589E-15,12.072501E-15,12.073412E-15,12.074322E-15,12.075231E-15,12.076140E-15,12.077048E-15,12.077955E-15,12.078861E-15,12.079767E-15,12.080671E-15,12.081574E-15,12.082477E-15,12.083379E-15,12.084279E-15,12.085179E-15,12.086078E-15,12.086976E-15,12.087872E-15,12.088768E-15,12.089662E-15,12.090556E-15,12.091448E-15,12.092339E-15,12.093229E-15,12.094118E-15,12.095005E-15,12.095892E-15,12.096777E-15,12.097661E-15,12.098544E-15,12.099425E-15,12.100306E-15,12.101185E-15,12.102062E-15,12.102939E-15,12.103814E-15,12.104687E-15,12.105560E-15,12.106431E-15,12.107300E-15,12.108168E-15,12.109035E-15,12.109901E-15,12.110765E-15,12.111627E-15,12.112489E-15
374E-3,12.033115E-15,12.034038E-15,12.034961E-15,12.035884E-15,12.036807E-15,12.037731E-15,12.038654E-15,12.039577E-15,12.040500E-15,12.041423E-15,12.042346E-15,12.043269E-15,12.044192E-15,12.045114E-15,12.046037E-15,12.046959E-15,12.047881E-15,12.048802E-15,12.049724E-15,12.050645E-15,12.051566E-15,12.052486E-15,12.053406E-15,12.054326E-15,12.055245E-15,12.056164E-15,12.057083E-15,12.058001E-15,12.058918E-15,12.059835E-15,12.060751E-15,12.061667E-15,12.062582E-15,12.063497E-15,12.064411E-15,12.065324E-15,12.066237E-15,12.067149E-15,12.068060E-15,12.068971E-15,12.069881E-15,12.070790E-15,12.071698E-15,12.072605E-15,12.073512E-15,12.074417E-15,12.075322E-15,12.076226E-15,12.077129E-15,12.078031E-15,12.078932E-15,12.079832E-15,12.080731E-15,12.081629E-15,12.082526E-15,12.083422E-15,12.084317E-15,12.085211E-15,12.086104E-15,12.086995E-15,12.087886E-15,12.088775E-15,12.089663E-15,12.090550E-15,12.091436E-15,12.092320E-15,12.093204E-15,12.094086E-15,12.094966E-15,12.095846E-15,12.096724E-15,12.097601E-15,12.098477E-15,12.099351E-15,12.100224E-15,12.101096E-15,12.101966E-15,12.102835E-15,12.103702E-15,12.104568E-15,12.105433E-15
376E-3,12.025925E-15,12.026848E-15,12.027771E-15,12.028694E-15,12.029617E-15,12.030540E-15,12.031463E-15,12.032387E-15,12.033310E-15,12.034233E-15,12.035157E-15,12.036080E-15,12.037003E-15,12.037926E-15,12.038849E-15,12.039772E-15,12.040694E-15,12.041616E-15,12.042539E-15,12.043460E-15,12.044382E-15,12.045303E-15,12.046224E-15,12.047145E-15,12.048065E-15,12.048985E-15,12.049905E-15,12.050824E-15,12.051742E-15,12.052661E-15,12.053578E-15,12.054495E-15,12.055412E-15,12.056328E-15,12.057244E-15,12.058158E-15,12.059073E-15,12.059986E-15,12.060899E-15,12.061811E-15,12.062723E-15,12.063634E-15,12.064544E-15,12.065453E-15,12.066362E-15,12.067269E-15,12.068176E-15,12.069082E-15,12.069987E-15,12.070892E-15,12.071795E-15,12.072697E-15,12.073599E-15,12.074499E-15,12.075399E-15,12.076297E-15,12.077195E-15,12.078091E-15,12.078986E-15,12.079881E-15,12.080774E-15,12.081666E-15,12.082557E-15,12.083447E-15,12.084335E-15,12.085223E-15,12.086109E-15,12.086994E-15,12.087878E-15,12.088760E-15,12.089642E-15,12.090522E-15,12.091401E-15,12.092278E-15,12.093154E-15,12.094029E-15,12.094903E-15,12.095775E-15,12.096646E-15,12.097515E-15,12.098384E-15
378E-3,12.018748E-15,12.019671E-15,12.020594E-15,12.021517E-15,12.022440E-15,12.023363E-15,12.024287E-15,12.025210E-15,12.026133E-15,12.027057E-15,12.027980E-15,12.028904E-15,12.029827E-15,12.030751E-15,12.031674E-15,12.032597E-15,12.033520E-15,12.034443E-15,12.035366E-15,12.036288E-15,12.037210E-15,12.038132E-15,12.039054E-15,12.039976E-15,12.040897E-15,12.041818E-15,12.042738E-15,12.043658E-15,12.044578E-15,12.045497E-15,12.046416E-15,12.047334E-15,12.048252E-15,12.049170E-15,12.050087E-15,12.051003E-15,12.051919E-15,12.052834E-15,12.053748E-15,12.054662E-15,12.055576E-15,12.056488E-15,12.057400E-15,12.058311E-15,12.059221E-15,12.060131E-15,12.061040E-15,12.061948E-15,12.062855E-15,12.063761E-15,12.064667E-15,12.065572E-15,12.066475E-15,12.067378E-15,12.068280E-15,12.069181E-15,12.070081E-15,12.070979E-15,12.071877E-15,12.072774E-15,12.073670E-15,12.074565E-15,12.075458E-15,12.076351E-15,12.077242E-15,12.078133E-15,12.079022E-15,12.079910E-15,12.080796E-15,12.081682E-15,12.082566E-15,12.083449E-15,12.084331E-15,12.085212E-15,12.086091E-15,12.086969E-15,12.087846E-15,12.088722E-15,12.089596E-15,12.090469E-15,12.091340E-15
380E-3,12.011586E-15,12.012509E-15,12.013431E-15,12.014354E-15,12.015277E-15,12.016200E-15,12.017123E-15,12.018047E-15,12.018970E-15,12.019894E-15,12.020817E-15,12.021741E-15,12.022664E-15,12.023588E-15,12.024512E-15,12.025435E-15,12.026358E-15,12.027282E-15,12.028205E-15,12.029128E-15,12.030051E-15,12.030974E-15,12.031896E-15,12.032818E-15,12.033740E-15,12.034662E-15,12.035583E-15,12.036504E-15,12.037425E-15,12.038345E-15,12.039265E-15,12.040185E-15,12.041104E-15,12.042022E-15,12.042941E-15,12.043858E-15,12.044775E-15,12.045692E-15,12.046608E-15,12.047523E-15,12.048438E-15,12.049352E-15,12.050266E-15,12.051179E-15,12.052091E-15,12.053002E-15,12.053913E-15,12.054823E-15,12.055732E-15,12.056640E-15,12.057548E-15,12.058455E-15,12.059361E-15,12.060266E-15,12.061170E-15,12.062073E-15,12.062975E-15,12.063876E-15,12.064777E-15,12.065676E-15,12.066574E-15,12.067472E-15,12.068368E-15,12.069263E-15,12.070157E-15,12.071050E-15,12.071942E-15,12.072833E-15,12.073722E-15,12.074611E-15,12.075498E-15,12.076384E-15,12.077269E-15,12.078153E-15,12.079035E-15,12.079917E-15,12.080797E-15,12.081675E-15,12.082553E-15,12.083429E-15,12.084304E-15
382E-3,12.004439E-15,12.005361E-15,12.006283E-15,12.007205E-15,12.008128E-15,12.009051E-15,12.009974E-15,12.010897E-15,12.011820E-15,12.012744E-15,12.013667E-15,12.014591E-15,12.015515E-15,12.016439E-15,12.017362E-15,12.018286E-15,12.019210E-15,12.020133E-15,12.021057E-15,12.021980E-15,12.022904E-15,12.023827E-15,12.024750E-15,12.025673E-15,12.026596E-15,12.027518E-15,12.028440E-15,12.029362E-15,12.030284E-15,12.031205E-15,12.032126E-15,12.033046E-15,12.033966E-15,12.034886E-15,12.035805E-15,12.036724E-15,12.037643E-15,12.038561E-15,12.039478E-15,12.040395E-15,12.041311E-15,12.042227E-15,12.043142E-15,12.044056E-15,12.044970E-15,12.045883E-15,12.046796E-15,12.047708E-15,12.048619E-15,12.049529E-15,12.050438E-15,12.051347E-15,12.052255E-15,12.053162E-15,12.054068E-15,12.054974E-15,12.055878E-15,12.056782E-15,12.057684E-15,12.058586E-15,12.059487E-15,12.060387E-15,12.061285E-15,12.062183E-15,12.063080E-15,12.063975E-15,12.064870E-15,12.065763E-15,12.066656E-15,12.067547E-15,12.068437E-15,12.069326E-15,12.070214E-15,12.071101E-15,12.071986E-15,12.072871E-15,12.073754E-15,12.074635E-15,12.075516E-15,12.076395E-15,12.077274E-15
384E-3,11.997305E-15,11.998227E-15,11.999149E-15,12.000071E-15,12.000993E-15,12.001915E-15,12.002838E-15,12.003761E-15,12.004684E-15,12.005608E-15,12.006531E-15,12.007455E-15,12.008379E-15,12.009302E-15,12.010226E-15,12.011150E-15,12.012074E-15,12.012998E-15,12.013922E-15,12.014846E-15,12.015769E-15,12.016693E-15,12.017616E-15,12.018540E-15,12.019463E-15,12.020386E-15,12.021309E-15,12.022231E-15,12.023154E-15,12.024076E-15,12.024998E-15,12.025919E-15,12.026840E-15,12.027761E-15,12.028681E-15,12.029601E-15,12.030521E-15,12.031440E-15,12.032359E-15,12.033277E-15,12.034195E-15,12.035112E-15,12.036028E-15,12.036944E-15,12.037860E-15,12.038774E-15,12.039689E-15,12.040602E-15,12.041515E-15,12.042427E-15,12.043338E-15,12.044249E-15,12.045159E-15,12.046068E-15,12.046976E-15,12.047884E-15,12.048790E-15,12.049696E-15,12.050601E-15,12.051505E-15,12.052408E-15,12.053310E-15,12.054211E-15,12.055111E-15,12.056011E-15,12.056909E-15,12.057806E-15,12.058702E-15,12.059597E-15,12.060491E-15,12.061384E-15,12.062276E-15,12.063166E-15,12.064056E-15,12.064944E-15,12.065832E-15,12.066718E-15,12.067603E-15,12.068486E-15,12.069369E-15,12.070250E-15
386E-3,11.990187E-15,11.991107E-15,11.992029E-15,11.992950E-15,11.993872E-15,11.994794E-15,11.995717E-15,11.996639E-15,11.997562E-15,11.998485E-15,11.999409E-15,12.000332E-15,12.001256E-15,12.002179E-15,12.003103E-15,12.004027E-15,12.004951E-15,12.005875E-15,12.006799E-15,12.007723E-15,12.008647E-15,12.009571E-15,12.010495E-15,12.011419E-15,12.012343E-15,12.013266E-15,12.014190E-15,12.015113E-15,12.016036E-15,12.016959E-15,12.017881E-15,12.018804E-15,12.019726E-15,12.020647E-15,12.021569E-15,12.022490E-15,12.023410E-15,12.024331E-15,12.025250E-15,12.026170E-15,12.027089E-15,12.028007E-15,12.028925E-15,12.029842E-15,12.030759E-15,12.031676E-15,12.032591E-15,12.033506E-15,12.034421E-15,12.035335E-15,12.036248E-15,12.037160E-15,12.038072E-15,12.038983E-15,12.039893E-15,12.040802E-15,12.041711E-15,12.042619E-15,12.043526E-15,12.044432E-15,12.045337E-15,12.046242E-15,12.047145E-15,12.048048E-15,12.048949E-15,12.049850E-15,12.050750E-15,12.051648E-15,12.052546E-15,12.053443E-15,12.054338E-15,12.055233E-15,12.056126E-15,12.057019E-15,12.057910E-15,12.058800E-15,12.059689E-15,12.060577E-15,12.061463E-15,12.062349E-15,12.063233E-15
388E-3,11.983083E-15,11.984003E-15,11.984923E-15,11.985844E-15,11.986766E-15,11.987687E-15,11.988609E-15,11.989531E-15,11.990454E-15,11.991377E-15,11.992300E-15,11.993223E-15,11.994146E-15,11.995070E-15,11.995994E-15,11.996918E-15,11.997842E-15,11.998766E-15,11.999690E-15,12.000614E-15,12.001538E-15,12.002463E-15,12.003387E-15,12.004311E-15,12.005235E-15,12.006159E-15,12.007083E-15,12.008007E-15,12.008930E-15,12.009854E-15,12.010777E-15,12.011700E-15,12.012623E-15,12.013545E-15,12.014467E-15,12.015389E-15,12.016311E-15,12.017232E-15,12.018153E-15,12.019073E-15,12.019994E-15,12.020913E-15,12.021832E-15,12.022751E-15,12.023669E-15,12.024587E-15,12.025504E-15,12.026421E-15,12.027337E-15,12.028252E-15,12.029167E-15,12.030081E-15,12.030994E-15,12.031907E-15,12.032819E-15,12.033731E-15,12.034641E-15,12.035551E-15,12.036460E-15,12.037368E-15,12.038276E-15,12.039182E-15,12.040088E-15,12.040993E-15,12.041897E-15,12.042800E-15,12.043702E-15,12.044603E-15,12.045503E-15,12.046402E-15,12.047300E-15,12.048198E-15,12.049094E-15,12.049989E-15,12.050883E-15,12.051775E-15,12.052667E-15,12.053558E-15,12.054447E-15,12.055336E-15,12.056223E-15
390E-3,11.975993E-15,11.976913E-15,11.977833E-15,11.978753E-15,11.979674E-15,11.980595E-15,11.981516E-15,11.982438E-15,11.983360E-15,11.984282E-15,11.985205E-15,11.986128E-15,11.987051E-15,11.987974E-15,11.988898E-15,11.989822E-15,11.990746E-15,11.991670E-15,11.992594E-15,11.993518E-15,11.994442E-15,11.995367E-15,11.996291E-15,11.997215E-15,11.998140E-15,11.999064E-15,11.999988E-15,12.000912E-15,12.001836E-15,12.002760E-15,12.003684E-15,12.004608E-15,12.005531E-15,12.006455E-15,12.007378E-15,12.008300E-15,12.009223E-15,12.010145E-15,12.011067E-15,12.011988E-15,12.012909E-15,12.013830E-15,12.014750E-15,12.015670E-15,12.016590E-15,12.017509E-15,12.018427E-15,12.019345E-15,12.020263E-15,12.021180E-15,12.022096E-15,12.023012E-15,12.023927E-15,12.024841E-15,12.025755E-15,12.026668E-15,12.027581E-15,12.028492E-15,12.029403E-15,12.030314E-15,12.031223E-15,12.032132E-15,12.033039E-15,12.033946E-15,12.034853E-15,12.035758E-15,12.036662E-15,12.037566E-15,12.038468E-15,12.039370E-15,12.040270E-15,12.041170E-15,12.042069E-15,12.042966E-15,12.043863E-15,12.044758E-15,12.045653E-15,12.046546E-15,12.047439E-15,12.048330E-15,12.049220E-15
392E-3,11.968919E-15,11.969838E-15,11.970757E-15,11.971676E-15,11.972596E-15,11.973517E-15,11.974437E-15,11.975358E-15,11.976280E-15,11.977202E-15,11.978124E-15,11.979047E-15,11.979969E-15,11.980892E-15,11.981816E-15,11.982739E-15,11.983663E-15,11.984587E-15,11.985511E-15,11.986435E-15,11.987359E-15,11.988284E-15,11.989208E-15,11.990133E-15,11.991057E-15,11.991982E-15,11.992906E-15,11.993831E-15,11.994755E-15,11.995679E-15,11.996604E-15,11.997528E-15,11.998452E-15,11.999376E-15,12.000299E-15,12.001223E-15,12.002146E-15,12.003069E-15,12.003992E-15,12.004914E-15,12.005836E-15,12.006758E-15,12.007679E-15,12.008600E-15,12.009521E-15,12.010441E-15,12.011361E-15,12.012280E-15,12.013199E-15,12.014117E-15,12.015035E-15,12.015952E-15,12.016869E-15,12.017785E-15,12.018700E-15,12.019615E-15,12.020529E-15,12.021443E-15,12.022356E-15,12.023268E-15,12.024179E-15,12.025090E-15,12.026000E-15,12.026909E-15,12.027817E-15,12.028724E-15,12.029631E-15,12.030537E-15,12.031441E-15,12.032345E-15,12.033248E-15,12.034150E-15,12.035052E-15,12.035952E-15,12.036851E-15,12.037749E-15,12.038646E-15,12.039542E-15,12.040437E-15,12.041331E-15,12.042224E-15
394E-3,11.961860E-15,11.962777E-15,11.963696E-15,11.964614E-15,11.965533E-15,11.966453E-15,11.967373E-15,11.968294E-15,11.969214E-15,11.970136E-15,11.971057E-15,11.971979E-15,11.972902E-15,11.973824E-15,11.974747E-15,11.975670E-15,11.976594E-15,11.977517E-15,11.978441E-15,11.979365E-15,11.980289E-15,11.981214E-15,11.982138E-15,11.983063E-15,11.983987E-15,11.984912E-15,11.985837E-15,11.986761E-15,11.987686E-15,11.988611E-15,11.989536E-15,11.990460E-15,11.991385E-15,11.992309E-15,11.993233E-15,11.994157E-15,11.995081E-15,11.996005E-15,11.996928E-15,11.997851E-15,11.998774E-15,11.999697E-15,12.000619E-15,12.001541E-15,12.002463E-15,12.003384E-15,12.004305E-15,12.005226E-15,12.006146E-15,12.007065E-15,12.007984E-15,12.008903E-15,12.009821E-15,12.010739E-15,12.011656E-15,12.012572E-15,12.013488E-15,12.014403E-15,12.015318E-15,12.016231E-15,12.017145E-15,12.018057E-15,12.018969E-15,12.019880E-15,12.020790E-15,12.021700E-15,12.022608E-15,12.023516E-15,12.024423E-15,12.025329E-15,12.026235E-15,12.027139E-15,12.028042E-15,12.028945E-15,12.029847E-15,12.030747E-15,12.031647E-15,12.032546E-15,12.033443E-15,12.034340E-15,12.035236E-15
