dc (V),gds@Vgs 0.25 ,gds@Vgs 0.251 ,gds@Vgs 0.252 ,gds@Vgs 0.253 ,gds@Vgs 0.254 ,gds@Vgs 0.255 ,gds@Vgs 0.256 ,gds@Vgs 0.257 ,gds@Vgs 0.258 ,gds@Vgs 0.259 ,gds@Vgs 0.26 ,gds@Vgs 0.261 ,gds@Vgs 0.262 ,gds@Vgs 0.263 ,gds@Vgs 0.264 ,gds@Vgs 0.265 ,gds@Vgs 0.266 ,gds@Vgs 0.267 ,gds@Vgs 0.268 ,gds@Vgs 0.269 ,gds@Vgs 0.27 ,gds@Vgs 0.271 ,gds@Vgs 0.272 ,gds@Vgs 0.273 ,gds@Vgs 0.274 ,gds@Vgs 0.275 ,gds@Vgs 0.276 ,gds@Vgs 0.277 ,gds@Vgs 0.278 ,gds@Vgs 0.279 ,gds@Vgs 0.28 ,gds@Vgs 0.281 ,gds@Vgs 0.282 ,gds@Vgs 0.283 ,gds@Vgs 0.284 ,gds@Vgs 0.285 ,gds@Vgs 0.286 ,gds@Vgs 0.287 ,gds@Vgs 0.288 ,gds@Vgs 0.289 ,gds@Vgs 0.29 ,gds@Vgs 0.291 ,gds@Vgs 0.292 ,gds@Vgs 0.293 ,gds@Vgs 0.294 ,gds@Vgs 0.295 ,gds@Vgs 0.296 ,gds@Vgs 0.297 ,gds@Vgs 0.298 ,gds@Vgs 0.299 ,gds@Vgs 0.3 ,gds@Vgs 0.301 ,gds@Vgs 0.302 ,gds@Vgs 0.303 ,gds@Vgs 0.304 ,gds@Vgs 0.305 ,gds@Vgs 0.306 ,gds@Vgs 0.307 ,gds@Vgs 0.308 ,gds@Vgs 0.309 ,gds@Vgs 0.31 ,gds@Vgs 0.311 ,gds@Vgs 0.312 ,gds@Vgs 0.313 ,gds@Vgs 0.314 ,gds@Vgs 0.315 ,gds@Vgs 0.316 ,gds@Vgs 0.317 ,gds@Vgs 0.318 ,gds@Vgs 0.319 ,gds@Vgs 0.32 ,gds@Vgs 0.321 ,gds@Vgs 0.322 ,gds@Vgs 0.323 ,gds@Vgs 0.324 ,gds@Vgs 0.325 ,gds@Vgs 0.326 ,gds@Vgs 0.327 ,gds@Vgs 0.328 ,gds@Vgs 0.329 ,gds@Vgs 0.33 
358E-3,9.3460513E-6,9.6314232E-6,9.9248543E-6,10.226536E-6,10.536663E-6,10.855432E-6,11.183043E-6,11.519697E-6,11.865601E-6,12.220960E-6,12.585985E-6,12.960886E-6,13.345879E-6,13.741178E-6,14.147002E-6,14.563572E-6,14.991107E-6,15.429834E-6,15.879975E-6,16.341758E-6,16.815410E-6,17.301161E-6,17.799241E-6,18.309880E-6,18.833312E-6,19.369768E-6,19.919482E-6,20.482687E-6,21.059618E-6,21.650508E-6,22.255592E-6,22.875102E-6,23.509273E-6,24.158338E-6,24.822529E-6,25.502078E-6,26.197215E-6,26.908169E-6,27.635170E-6,28.378444E-6,29.138215E-6,29.914709E-6,30.708147E-6,31.518749E-6,32.346732E-6,33.192313E-6,34.055703E-6,34.937115E-6,35.836757E-6,36.754833E-6,37.691547E-6,38.647098E-6,39.621683E-6,40.615496E-6,41.628727E-6,42.661563E-6,43.714189E-6,44.786784E-6,45.879526E-6,46.992589E-6,48.126141E-6,49.280351E-6,50.455379E-6,51.651387E-6,52.868528E-6,54.106955E-6,55.366815E-6,56.648253E-6,57.951410E-6,59.276422E-6,60.623423E-6,61.992541E-6,63.383904E-6,64.797631E-6,66.233843E-6,67.692655E-6,69.174176E-6,70.678516E-6,72.205777E-6,73.756062E-6,75.329467E-6
360E-3,9.3504448E-6,9.6359127E-6,9.9294404E-6,10.231219E-6,10.541444E-6,10.860311E-6,11.188019E-6,11.524772E-6,11.870773E-6,12.226230E-6,12.591352E-6,12.966349E-6,13.351438E-6,13.746832E-6,14.152749E-6,14.569411E-6,14.997037E-6,15.435852E-6,15.886080E-6,16.347947E-6,16.821680E-6,17.307510E-6,17.805664E-6,18.316376E-6,18.839875E-6,19.376394E-6,19.926167E-6,20.489425E-6,21.066404E-6,21.657337E-6,22.262456E-6,22.881996E-6,23.516189E-6,24.165269E-6,24.829466E-6,25.509012E-6,26.204137E-6,26.915070E-6,27.642039E-6,28.385270E-6,29.144987E-6,29.921415E-6,30.714773E-6,31.525282E-6,32.353158E-6,33.198617E-6,34.061870E-6,34.943128E-6,35.842599E-6,36.760486E-6,37.696992E-6,38.652317E-6,39.626654E-6,40.620199E-6,41.633139E-6,42.665662E-6,43.717950E-6,44.790183E-6,45.882537E-6,46.995185E-6,48.128295E-6,49.282033E-6,50.456561E-6,51.652036E-6,52.868614E-6,54.106444E-6,55.365673E-6,56.646445E-6,57.948900E-6,59.273172E-6,60.619393E-6,61.987693E-6,63.378195E-6,64.791020E-6,66.226286E-6,67.684106E-6,69.164589E-6,70.667843E-6,72.193971E-6,73.743070E-6,75.315239E-6
362E-3,9.3549209E-6,9.6404875E-6,9.9341146E-6,10.235993E-6,10.546318E-6,10.865286E-6,11.193096E-6,11.529950E-6,11.876052E-6,12.231610E-6,12.596832E-6,12.971930E-6,13.357117E-6,13.752610E-6,14.158625E-6,14.575383E-6,15.003104E-6,15.442012E-6,15.892330E-6,16.354286E-6,16.828106E-6,17.314019E-6,17.812254E-6,18.323041E-6,18.846614E-6,19.383202E-6,19.933039E-6,20.496357E-6,21.073390E-6,21.664371E-6,22.269533E-6,22.889109E-6,23.523332E-6,24.172432E-6,24.836643E-6,25.516195E-6,26.211316E-6,26.922236E-6,27.649181E-6,28.392378E-6,29.152050E-6,29.928420E-6,30.721708E-6,31.532134E-6,32.359914E-6,33.205261E-6,34.068387E-6,34.949503E-6,35.848814E-6,36.766524E-6,37.702835E-6,38.657945E-6,39.632049E-6,40.625338E-6,41.638001E-6,42.670225E-6,43.722190E-6,44.794076E-6,45.886058E-6,46.998307E-6,48.130991E-6,49.284275E-6,50.458320E-6,51.653282E-6,52.869314E-6,54.106567E-6,55.365185E-6,56.645312E-6,57.947085E-6,59.270639E-6,60.616104E-6,61.983608E-6,63.373274E-6,64.785222E-6,66.219567E-6,67.676421E-6,69.155894E-6,70.658091E-6,72.183112E-6,73.731057E-6,75.302019E-6
364E-3,9.3594783E-6,9.6451463E-6,9.9388754E-6,10.240857E-6,10.551285E-6,10.870357E-6,11.198270E-6,11.535229E-6,11.881435E-6,12.237097E-6,12.602424E-6,12.977626E-6,13.362916E-6,13.758511E-6,14.164628E-6,14.581486E-6,15.009306E-6,15.448311E-6,15.898725E-6,16.360773E-6,16.834684E-6,17.320685E-6,17.819005E-6,18.329875E-6,18.853526E-6,19.390188E-6,19.940095E-6,20.503479E-6,21.080573E-6,21.671609E-6,22.276820E-6,22.896438E-6,23.530696E-6,24.179826E-6,24.844058E-6,25.523622E-6,26.218747E-6,26.929661E-6,27.656591E-6,28.399762E-6,29.159398E-6,29.935720E-6,30.728948E-6,31.539300E-6,32.366993E-6,33.212239E-6,34.075249E-6,34.956233E-6,35.855396E-6,36.772941E-6,37.709068E-6,38.663976E-6,39.637858E-6,40.630905E-6,41.643306E-6,42.675244E-6,43.726901E-6,44.798455E-6,45.890079E-6,47.001945E-6,48.134220E-6,49.287067E-6,50.460645E-6,51.655111E-6,52.870617E-6,54.107311E-6,55.365339E-6,56.644840E-6,57.945953E-6,59.268810E-6,60.613541E-6,61.980272E-6,63.369125E-6,64.780219E-6,66.213668E-6,67.669584E-6,69.148073E-6,70.649239E-6,72.173183E-6,73.720001E-6,75.289787E-6
366E-3,9.3641159E-6,9.6498877E-6,9.9437216E-6,10.245809E-6,10.556343E-6,10.875521E-6,11.203542E-6,11.540608E-6,11.886922E-6,12.242692E-6,12.608125E-6,12.983434E-6,13.368832E-6,13.764533E-6,14.170755E-6,14.587717E-6,15.015640E-6,15.454746E-6,15.905260E-6,16.367407E-6,16.841413E-6,17.327507E-6,17.825917E-6,18.336874E-6,18.860608E-6,19.397351E-6,19.947333E-6,20.510788E-6,21.087948E-6,21.679045E-6,22.284311E-6,22.903979E-6,23.538280E-6,24.187445E-6,24.851705E-6,25.531289E-6,26.226426E-6,26.937343E-6,27.664266E-6,28.407419E-6,29.167027E-6,29.943309E-6,30.736486E-6,31.546774E-6,32.374390E-6,33.219544E-6,34.082449E-6,34.963312E-6,35.862337E-6,36.779728E-6,37.715684E-6,38.670402E-6,39.644075E-6,40.636893E-6,41.649043E-6,42.680710E-6,43.732072E-6,44.803308E-6,45.894591E-6,47.006090E-6,48.137971E-6,49.290397E-6,50.463526E-6,51.657514E-6,52.872511E-6,54.108665E-6,55.366120E-6,56.645016E-6,57.945488E-6,59.267670E-6,60.611688E-6,61.977669E-6,63.365733E-6,64.775997E-6,66.208574E-6,67.663576E-6,69.141106E-6,70.641269E-6,72.164163E-6,73.709883E-6,75.278522E-6
368E-3,9.3688323E-6,9.6547106E-6,9.9486518E-6,10.250847E-6,10.561490E-6,10.880778E-6,11.208909E-6,11.546085E-6,11.892510E-6,12.248391E-6,12.613935E-6,12.989355E-6,13.374863E-6,13.770673E-6,14.177005E-6,14.594075E-6,15.022105E-6,15.461317E-6,15.911934E-6,16.374183E-6,16.848290E-6,17.334481E-6,17.832987E-6,18.344036E-6,18.867858E-6,19.404686E-6,19.954750E-6,20.518282E-6,21.095513E-6,21.686677E-6,22.292005E-6,22.911728E-6,23.546079E-6,24.195286E-6,24.859581E-6,25.539192E-6,26.234348E-6,26.945275E-6,27.672199E-6,28.415343E-6,29.174931E-6,29.951183E-6,30.744318E-6,31.554551E-6,32.382099E-6,33.227172E-6,34.089981E-6,34.970733E-6,35.869632E-6,36.786880E-6,37.722676E-6,38.677216E-6,39.650691E-6,40.643293E-6,41.655206E-6,42.686614E-6,43.737697E-6,44.808629E-6,45.899584E-6,47.010731E-6,48.142234E-6,49.294255E-6,50.466951E-6,51.660478E-6,52.874984E-6,54.110617E-6,55.367518E-6,56.645828E-6,57.945680E-6,59.267206E-6,60.610533E-6,61.975785E-6,63.363081E-6,64.772538E-6,66.204268E-6,67.658380E-6,69.134978E-6,70.634163E-6,72.156034E-6,73.700684E-6,75.268204E-6
370E-3,9.3736264E-6,9.6596135E-6,9.9536647E-6,10.255971E-6,10.566726E-6,10.886126E-6,11.214370E-6,11.551659E-6,11.898198E-6,12.254193E-6,12.619851E-6,12.995385E-6,13.381007E-6,13.776931E-6,14.183375E-6,14.600557E-6,15.028698E-6,15.468019E-6,15.918745E-6,16.381101E-6,16.855312E-6,17.341606E-6,17.840211E-6,18.351357E-6,18.875273E-6,19.412191E-6,19.962342E-6,20.525956E-6,21.103265E-6,21.694502E-6,22.299898E-6,22.919683E-6,23.554088E-6,24.203345E-6,24.867682E-6,25.547328E-6,26.242510E-6,26.953454E-6,27.680387E-6,28.423530E-6,29.183107E-6,29.959336E-6,30.752437E-6,31.562625E-6,32.390114E-6,33.235116E-6,34.097839E-6,34.978491E-6,35.877274E-6,36.794390E-6,37.730037E-6,38.684410E-6,39.657701E-6,40.650098E-6,41.661787E-6,42.692950E-6,43.743765E-6,44.814408E-6,45.905050E-6,47.015859E-6,48.146999E-6,49.298631E-6,50.470911E-6,51.663993E-6,52.878025E-6,54.113154E-6,55.369520E-6,56.647262E-6,57.946513E-6,59.267404E-6,60.610060E-6,61.974605E-6,63.361156E-6,64.769829E-6,66.200734E-6,67.653980E-6,69.129670E-6,70.627903E-6,72.148777E-6,73.692384E-6,75.258813E-6
372E-3,9.3784969E-6,9.6645955E-6,9.9587590E-6,10.261179E-6,10.572048E-6,10.891563E-6,11.219923E-6,11.557329E-6,11.903984E-6,12.260096E-6,12.625872E-6,13.001523E-6,13.387262E-6,13.783303E-6,14.189864E-6,14.607161E-6,15.035417E-6,15.474853E-6,15.925691E-6,16.388157E-6,16.862477E-6,17.348878E-6,17.847587E-6,18.358835E-6,18.882850E-6,19.419864E-6,19.970106E-6,20.533808E-6,21.111201E-6,21.702517E-6,22.307985E-6,22.927839E-6,23.562306E-6,24.211618E-6,24.876004E-6,25.555691E-6,26.250906E-6,26.961876E-6,27.688825E-6,28.431975E-6,29.191549E-6,29.967764E-6,30.760840E-6,31.570991E-6,32.398431E-6,33.243371E-6,34.106018E-6,34.986579E-6,35.885257E-6,36.802251E-6,37.737760E-6,38.691978E-6,39.665095E-6,40.657300E-6,41.668777E-6,42.699708E-6,43.750269E-6,44.820636E-6,45.910979E-6,47.021465E-6,48.152257E-6,49.303515E-6,50.475395E-6,51.668049E-6,52.881624E-6,54.116266E-6,55.372115E-6,56.649308E-6,57.947977E-6,59.268252E-6,60.610258E-6,61.974115E-6,63.359943E-6,64.767853E-6,66.197957E-6,67.650361E-6,69.125167E-6,70.622473E-6,72.142376E-6,73.684965E-6,75.250331E-6
374E-3,9.3834428E-6,9.6696551E-6,9.9639336E-6,10.266469E-6,10.577455E-6,10.897088E-6,11.225567E-6,11.563092E-6,11.909868E-6,12.266100E-6,12.631996E-6,13.007768E-6,13.393627E-6,13.789789E-6,14.196469E-6,14.613887E-6,15.042261E-6,15.481814E-6,15.932769E-6,16.395350E-6,16.869783E-6,17.356295E-6,17.855114E-6,18.366468E-6,18.890587E-6,19.427701E-6,19.978040E-6,20.541835E-6,21.119317E-6,21.710717E-6,22.316265E-6,22.936193E-6,23.570729E-6,24.220103E-6,24.884544E-6,25.564279E-6,26.259535E-6,26.970537E-6,27.697509E-6,28.440674E-6,29.200252E-6,29.976462E-6,30.769521E-6,31.579645E-6,32.407044E-6,33.251931E-6,34.114511E-6,34.994992E-6,35.893574E-6,36.810458E-6,37.745840E-6,38.699913E-6,39.672869E-6,40.664893E-6,41.676170E-6,42.706881E-6,43.757202E-6,44.827306E-6,45.917363E-6,47.027540E-6,48.157999E-6,49.308899E-6,50.480393E-6,51.672635E-6,52.885770E-6,54.119942E-6,55.375291E-6,56.651953E-6,57.950059E-6,59.269737E-6,60.611112E-6,61.974303E-6,63.359428E-6,64.766598E-6,66.195922E-6,67.647507E-6,69.121452E-6,70.617856E-6,72.136812E-6,73.678411E-6,75.242739E-6
376E-3,9.3884630E-6,9.6747914E-6,9.9691873E-6,10.271841E-6,10.582947E-6,10.902701E-6,11.231301E-6,11.568948E-6,11.915846E-6,12.272202E-6,12.638222E-6,13.014118E-6,13.400101E-6,13.796386E-6,14.203190E-6,14.620731E-6,15.049227E-6,15.488902E-6,15.939977E-6,16.402677E-6,16.877228E-6,17.363856E-6,17.862788E-6,18.374253E-6,18.898481E-6,19.435700E-6,19.986141E-6,20.550035E-6,21.127611E-6,21.719101E-6,22.324734E-6,22.944742E-6,23.579352E-6,24.228794E-6,24.893297E-6,25.573087E-6,26.268390E-6,26.979432E-6,27.706435E-6,28.449622E-6,29.209213E-6,29.985425E-6,30.778476E-6,31.588580E-6,32.415948E-6,33.260790E-6,34.123314E-6,35.003724E-6,35.902221E-6,36.819004E-6,37.754269E-6,38.708209E-6,39.681014E-6,40.672869E-6,41.683959E-6,42.714462E-6,43.764554E-6,44.834409E-6,45.924195E-6,47.034076E-6,48.164216E-6,49.314772E-6,50.485896E-6,51.677741E-6,52.890452E-6,54.124171E-6,55.379038E-6,56.655186E-6,57.952747E-6,59.271847E-6,60.612610E-6,61.975155E-6,63.359597E-6,64.766048E-6,66.194615E-6,67.645402E-6,69.118510E-6,70.614035E-6,72.132069E-6,73.672703E-6,75.236020E-6
378E-3,9.3935563E-6,9.6800032E-6,9.9745188E-6,10.277294E-6,10.588522E-6,10.908399E-6,11.237123E-6,11.574895E-6,11.921919E-6,12.278401E-6,12.644548E-6,13.020570E-6,13.406681E-6,13.803094E-6,14.210024E-6,14.627691E-6,15.056314E-6,15.496114E-6,15.947314E-6,16.410137E-6,16.884809E-6,17.371557E-6,17.870607E-6,18.382188E-6,18.906529E-6,19.443858E-6,19.994407E-6,20.558404E-6,21.136080E-6,21.727665E-6,22.333389E-6,22.953482E-6,23.588173E-6,24.237690E-6,24.902261E-6,25.582112E-6,26.277470E-6,26.988558E-6,27.715599E-6,28.458816E-6,29.218426E-6,29.994649E-6,30.787700E-6,31.597793E-6,32.425138E-6,33.269945E-6,34.132421E-6,35.012769E-6,35.911190E-6,36.827883E-6,37.763042E-6,38.716859E-6,39.689524E-6,40.681222E-6,41.692136E-6,42.722443E-6,43.772320E-6,44.841937E-6,45.931464E-6,47.041065E-6,48.170900E-6,49.321125E-6,50.491895E-6,51.683359E-6,52.895661E-6,54.128943E-6,55.383344E-6,56.658996E-6,57.956029E-6,59.274570E-6,60.614741E-6,61.976659E-6,63.360438E-6,64.766190E-6,66.194021E-6,67.644033E-6,69.116326E-6,70.610996E-6,72.128132E-6,73.667824E-6,75.230156E-6
380E-3,9.3987217E-6,9.6852894E-6,9.9799271E-6,10.282826E-6,10.594178E-6,10.914181E-6,11.243032E-6,11.580932E-6,11.928084E-6,12.284695E-6,12.650972E-6,13.027125E-6,13.413366E-6,13.809909E-6,14.216970E-6,14.634767E-6,15.063520E-6,15.503449E-6,15.954777E-6,16.417727E-6,16.892525E-6,17.379397E-6,17.878570E-6,18.390271E-6,18.914729E-6,19.452174E-6,20.002834E-6,20.566940E-6,21.144721E-6,21.736407E-6,22.342228E-6,22.962412E-6,23.597189E-6,24.246786E-6,24.911432E-6,25.591351E-6,26.286769E-6,26.997911E-6,27.724998E-6,28.468251E-6,29.227889E-6,30.004130E-6,30.797188E-6,31.607278E-6,32.434609E-6,33.279390E-6,34.141827E-6,35.022123E-6,35.920478E-6,36.837089E-6,37.772152E-6,38.725858E-6,39.698394E-6,40.689945E-6,41.700694E-6,42.730817E-6,43.780491E-6,44.849884E-6,45.939165E-6,47.048497E-6,48.178041E-6,49.327951E-6,50.498381E-6,51.689478E-6,52.901387E-6,54.134248E-6,55.388199E-6,56.663372E-6,57.959896E-6,59.277895E-6,60.617491E-6,61.978801E-6,63.361938E-6,64.767011E-6,66.194127E-6,67.643386E-6,69.114886E-6,70.608722E-6,72.124984E-6,73.663760E-6,75.225131E-6
382E-3,9.4039582E-6,9.6906489E-6,9.9854111E-6,10.288435E-6,10.599915E-6,10.920046E-6,11.249026E-6,11.587057E-6,11.934341E-6,12.291084E-6,12.657493E-6,13.033779E-6,13.420154E-6,13.816831E-6,14.224026E-6,14.641957E-6,15.070843E-6,15.510904E-6,15.962364E-6,16.425446E-6,16.900374E-6,17.387374E-6,17.886673E-6,18.398499E-6,18.923079E-6,19.460644E-6,20.011421E-6,20.575640E-6,21.153531E-6,21.745323E-6,22.351246E-6,22.971527E-6,23.606396E-6,24.256080E-6,24.920806E-6,25.600800E-6,26.296285E-6,27.007487E-6,27.734626E-6,28.477923E-6,29.237596E-6,30.013862E-6,30.806937E-6,31.617031E-6,32.444356E-6,33.289120E-6,34.151526E-6,35.031779E-6,35.930077E-6,36.846618E-6,37.781595E-6,38.735198E-6,39.707616E-6,40.699032E-6,41.709627E-6,42.739578E-6,43.789060E-6,44.858241E-6,45.947289E-6,47.056366E-6,48.185632E-6,49.335240E-6,50.505344E-6,51.696089E-6,52.907620E-6,54.140077E-6,55.393594E-6,56.668304E-6,57.964335E-6,59.281810E-6,60.620850E-6,61.981571E-6,63.364084E-6,64.768499E-6,66.194919E-6,67.643445E-6,69.114175E-6,70.607200E-6,72.122611E-6,73.660493E-6,75.220927E-6
384E-3,9.4092647E-6,9.6960806E-6,9.9909696E-6,10.294122E-6,10.605731E-6,10.925993E-6,11.255106E-6,11.593269E-6,11.940687E-6,12.297565E-6,12.664110E-6,13.040533E-6,13.427044E-6,13.823858E-6,14.231190E-6,14.649258E-6,15.078281E-6,15.518479E-6,15.970074E-6,16.433291E-6,16.908352E-6,17.395485E-6,17.894915E-6,18.406870E-6,18.931577E-6,19.469266E-6,20.020164E-6,20.584502E-6,21.162508E-6,21.754412E-6,22.360441E-6,22.980825E-6,23.615792E-6,24.265569E-6,24.930381E-6,25.610455E-6,26.306014E-6,27.017282E-6,27.744480E-6,28.487828E-6,29.247544E-6,30.023843E-6,30.816941E-6,31.627049E-6,32.454376E-6,33.299130E-6,34.161515E-6,35.041733E-6,35.939984E-6,36.856463E-6,37.791363E-6,38.744875E-6,39.717185E-6,40.708476E-6,41.718928E-6,42.748719E-6,43.798020E-6,44.867002E-6,45.955829E-6,47.064664E-6,48.193664E-6,49.342985E-6,50.512776E-6,51.703184E-6,52.914352E-6,54.146419E-6,55.399518E-6,56.673782E-6,57.969337E-6,59.286305E-6,60.624807E-6,61.984956E-6,63.366865E-6,64.770640E-6,66.196385E-6,67.644199E-6,69.114178E-6,70.606415E-6,72.120997E-6,73.658008E-6,75.217530E-6
386E-3,9.4146402E-6,9.7015836E-6,9.9966017E-6,10.299885E-6,10.611626E-6,10.932021E-6,11.261268E-6,11.599567E-6,11.947122E-6,12.304138E-6,12.670822E-6,13.047383E-6,13.434034E-6,13.830988E-6,14.238461E-6,14.656669E-6,15.085832E-6,15.526170E-6,15.977905E-6,16.441260E-6,16.916459E-6,17.403728E-6,17.903293E-6,18.415381E-6,18.940220E-6,19.478037E-6,20.029062E-6,20.593523E-6,21.171650E-6,21.763669E-6,22.369811E-6,22.990304E-6,23.625374E-6,24.275248E-6,24.940153E-6,25.620313E-6,26.315953E-6,27.027294E-6,27.754558E-6,28.497963E-6,29.257728E-6,30.034068E-6,30.827197E-6,31.637325E-6,32.464663E-6,33.309415E-6,34.171788E-6,35.051981E-6,35.950193E-6,36.866619E-6,37.801453E-6,38.754882E-6,39.727094E-6,40.718271E-6,41.728592E-6,42.758232E-6,43.807365E-6,44.876158E-6,45.964777E-6,47.073382E-6,48.202131E-6,49.351177E-6,50.520669E-6,51.710754E-6,52.921574E-6,54.153265E-6,55.405962E-6,56.679795E-6,57.974890E-6,59.291369E-6,60.629349E-6,61.988945E-6,63.370268E-6,64.773422E-6,66.198511E-6,67.645634E-6,69.114884E-6,70.606353E-6,72.120127E-6,73.656291E-6,75.214924E-6
388E-3,9.4200839E-6,9.7071569E-6,10.002306E-6,10.305722E-6,10.617598E-6,10.938129E-6,11.267513E-6,11.605950E-6,11.953645E-6,12.310801E-6,12.677626E-6,13.054330E-6,13.441123E-6,13.838221E-6,14.245837E-6,14.664189E-6,15.093495E-6,15.533977E-6,15.985855E-6,16.449352E-6,16.924693E-6,17.412102E-6,17.911806E-6,18.424032E-6,18.949006E-6,19.486957E-6,20.038112E-6,20.602701E-6,21.180952E-6,21.773094E-6,22.379353E-6,22.999959E-6,23.635138E-6,24.285116E-6,24.950119E-6,25.630372E-6,26.326098E-6,27.037519E-6,27.764855E-6,28.508325E-6,29.268146E-6,30.044533E-6,30.837700E-6,31.647857E-6,32.475212E-6,33.319972E-6,34.182340E-6,35.062516E-6,35.960698E-6,36.877081E-6,37.811857E-6,38.765215E-6,39.737339E-6,40.728411E-6,41.738611E-6,42.768113E-6,43.817088E-6,44.885705E-6,45.974127E-6,47.082514E-6,48.211023E-6,49.359808E-6,50.529015E-6,51.718791E-6,52.929276E-6,54.160607E-6,55.412917E-6,56.686335E-6,57.980986E-6,59.296991E-6,60.634467E-6,61.993528E-6,63.374282E-6,64.776834E-6,66.201287E-6,67.647737E-6,69.116278E-6,70.607000E-6,72.119989E-6,73.655327E-6,75.213093E-6
390E-3,9.4255946E-6,9.7127994E-6,10.008082E-6,10.311633E-6,10.623645E-6,10.944314E-6,11.273838E-6,11.612417E-6,11.960253E-6,12.317552E-6,12.684522E-6,13.061370E-6,13.448310E-6,13.845553E-6,14.253316E-6,14.671815E-6,15.101269E-6,15.541897E-6,15.993922E-6,16.457565E-6,16.933051E-6,17.420605E-6,17.920452E-6,18.432819E-6,18.957932E-6,19.496021E-6,20.047312E-6,20.612034E-6,21.190415E-6,21.782682E-6,22.389064E-6,23.009789E-6,23.645082E-6,24.295169E-6,24.960277E-6,25.640628E-6,26.336446E-6,27.047953E-6,27.775367E-6,28.518909E-6,29.278793E-6,30.055235E-6,30.848447E-6,31.658640E-6,32.486021E-6,33.330796E-6,34.193167E-6,35.073334E-6,35.971495E-6,36.887844E-6,37.822572E-6,38.775867E-6,39.747913E-6,40.738891E-6,41.748980E-6,42.778354E-6,43.827183E-6,44.895634E-6,45.983871E-6,47.092053E-6,48.220335E-6,49.368870E-6,50.537806E-6,51.727286E-6,52.937450E-6,54.168435E-6,55.420373E-6,56.693391E-6,57.987614E-6,59.303162E-6,60.640150E-6,61.998692E-6,63.378895E-6,64.780864E-6,66.204699E-6,67.650496E-6,69.118348E-6,70.608343E-6,72.120568E-6,73.655102E-6,75.212023E-6
392E-3,9.4311716E-6,9.7185102E-6,10.013929E-6,10.317617E-6,10.629768E-6,10.950578E-6,11.280243E-6,11.618965E-6,11.966947E-6,12.324392E-6,12.691508E-6,13.068504E-6,13.455593E-6,13.852985E-6,14.260898E-6,14.679547E-6,15.109151E-6,15.549930E-6,16.002104E-6,16.465897E-6,16.941532E-6,17.429234E-6,17.929228E-6,18.441740E-6,18.966998E-6,19.505229E-6,20.056659E-6,20.621518E-6,21.200034E-6,21.792432E-6,22.398942E-6,23.019790E-6,23.655203E-6,24.305405E-6,24.970622E-6,25.651078E-6,26.346994E-6,27.058593E-6,27.786092E-6,28.529711E-6,29.289665E-6,30.066169E-6,30.859434E-6,31.669670E-6,32.497084E-6,33.341881E-6,34.204264E-6,35.084431E-6,35.982580E-6,36.898903E-6,37.833592E-6,38.786833E-6,39.758810E-6,40.749705E-6,41.759693E-6,42.788949E-6,43.837642E-6,44.905939E-6,45.994003E-6,47.101991E-6,48.230059E-6,49.378357E-6,50.547034E-6,51.736231E-6,52.946089E-6,54.176742E-6,55.428321E-6,56.700955E-6,57.994765E-6,59.309871E-6,60.646389E-6,62.004429E-6,63.384098E-6,64.785501E-6,66.208736E-6,67.653899E-6,69.121081E-6,70.610370E-6,72.121850E-6,73.655602E-6,75.211701E-6
394E-3,9.4368140E-6,9.7242884E-6,10.019845E-6,10.323672E-6,10.635965E-6,10.956917E-6,11.286727E-6,11.625595E-6,11.973724E-6,12.331317E-6,12.698583E-6,13.075730E-6,13.462970E-6,13.860515E-6,14.268581E-6,14.687383E-6,15.117140E-6,15.558073E-6,16.010401E-6,16.474347E-6,16.950134E-6,17.437988E-6,17.938133E-6,18.450795E-6,18.976200E-6,19.514577E-6,20.066152E-6,20.631153E-6,21.209807E-6,21.802342E-6,22.408984E-6,23.029961E-6,23.665498E-6,24.315821E-6,24.981153E-6,25.661719E-6,26.357739E-6,27.069435E-6,27.797026E-6,28.540729E-6,29.300760E-6,30.077332E-6,30.870656E-6,31.680943E-6,32.508398E-6,33.353225E-6,34.215627E-6,35.095803E-6,35.993947E-6,36.910254E-6,37.844912E-6,38.798109E-6,39.770027E-6,40.760847E-6,41.770744E-6,42.799893E-6,43.848461E-6,44.916615E-6,46.004516E-6,47.112322E-6,48.240187E-6,49.388261E-6,50.556691E-6,51.745619E-6,52.955184E-6,54.185518E-6,55.436754E-6,56.709017E-6,58.002429E-6,59.317110E-6,60.653172E-6,62.010727E-6,63.389880E-6,64.790734E-6,66.213387E-6,67.657934E-6,69.124466E-6,70.613068E-6,72.123824E-6,73.656813E-6,75.212111E-6
