dc (V),gds@Vgs 0.25 ,gds@Vgs 0.251 ,gds@Vgs 0.252 ,gds@Vgs 0.253 ,gds@Vgs 0.254 ,gds@Vgs 0.255 ,gds@Vgs 0.256 ,gds@Vgs 0.257 ,gds@Vgs 0.258 ,gds@Vgs 0.259 ,gds@Vgs 0.26 ,gds@Vgs 0.261 ,gds@Vgs 0.262 ,gds@Vgs 0.263 ,gds@Vgs 0.264 ,gds@Vgs 0.265 ,gds@Vgs 0.266 ,gds@Vgs 0.267 ,gds@Vgs 0.268 ,gds@Vgs 0.269 ,gds@Vgs 0.27 ,gds@Vgs 0.271 ,gds@Vgs 0.272 ,gds@Vgs 0.273 ,gds@Vgs 0.274 ,gds@Vgs 0.275 ,gds@Vgs 0.276 ,gds@Vgs 0.277 ,gds@Vgs 0.278 ,gds@Vgs 0.279 ,gds@Vgs 0.28 ,gds@Vgs 0.281 ,gds@Vgs 0.282 ,gds@Vgs 0.283 ,gds@Vgs 0.284 ,gds@Vgs 0.285 ,gds@Vgs 0.286 ,gds@Vgs 0.287 ,gds@Vgs 0.288 ,gds@Vgs 0.289 ,gds@Vgs 0.29 ,gds@Vgs 0.291 ,gds@Vgs 0.292 ,gds@Vgs 0.293 ,gds@Vgs 0.294 ,gds@Vgs 0.295 ,gds@Vgs 0.296 ,gds@Vgs 0.297 ,gds@Vgs 0.298 ,gds@Vgs 0.299 ,gds@Vgs 0.3 ,gds@Vgs 0.301 ,gds@Vgs 0.302 ,gds@Vgs 0.303 ,gds@Vgs 0.304 ,gds@Vgs 0.305 ,gds@Vgs 0.306 ,gds@Vgs 0.307 ,gds@Vgs 0.308 ,gds@Vgs 0.309 ,gds@Vgs 0.31 ,gds@Vgs 0.311 ,gds@Vgs 0.312 ,gds@Vgs 0.313 ,gds@Vgs 0.314 ,gds@Vgs 0.315 ,gds@Vgs 0.316 ,gds@Vgs 0.317 ,gds@Vgs 0.318 ,gds@Vgs 0.319 ,gds@Vgs 0.32 ,gds@Vgs 0.321 ,gds@Vgs 0.322 ,gds@Vgs 0.323 ,gds@Vgs 0.324 ,gds@Vgs 0.325 ,gds@Vgs 0.326 ,gds@Vgs 0.327 ,gds@Vgs 0.328 ,gds@Vgs 0.329 ,gds@Vgs 0.33 
472E-3,9.6999731E-6,9.9940894E-6,10.296399E-6,10.607092E-6,10.926358E-6,11.254391E-6,11.591388E-6,11.937545E-6,12.293063E-6,12.658145E-6,13.032993E-6,13.417814E-6,13.812814E-6,14.218204E-6,14.634193E-6,15.060993E-6,15.498817E-6,15.947880E-6,16.408396E-6,16.880583E-6,17.364656E-6,17.860833E-6,18.369331E-6,18.890370E-6,19.424168E-6,19.970942E-6,20.530911E-6,21.104293E-6,21.691305E-6,22.292164E-6,22.907087E-6,23.536287E-6,24.179980E-6,24.838378E-6,25.511693E-6,26.200133E-6,26.903908E-6,27.623224E-6,28.358284E-6,29.109290E-6,29.876443E-6,30.659939E-6,31.459973E-6,32.276737E-6,33.110419E-6,33.961206E-6,34.829280E-6,35.714821E-6,36.618004E-6,37.539003E-6,38.477987E-6,39.435120E-6,40.410565E-6,41.404480E-6,42.417018E-6,43.448328E-6,44.498558E-6,45.567849E-6,46.656337E-6,47.764157E-6,48.891438E-6,50.038304E-6,51.204876E-6,52.391271E-6,53.597599E-6,54.823968E-6,56.070481E-6,57.337238E-6,58.624332E-6,59.931852E-6,61.259886E-6,62.608514E-6,63.977812E-6,65.367854E-6,66.778708E-6,68.210438E-6,69.663103E-6,71.136759E-6,72.631458E-6,74.147247E-6,75.684170E-6
474E-3,9.7076619E-6,10.001977E-6,10.304490E-6,10.615389E-6,10.934865E-6,11.263113E-6,11.600327E-6,11.946705E-6,12.302448E-6,12.667758E-6,13.042838E-6,13.427893E-6,13.823132E-6,14.228764E-6,14.644997E-6,15.072045E-6,15.510121E-6,15.959437E-6,16.420210E-6,16.892656E-6,17.376991E-6,17.873432E-6,18.382197E-6,18.903504E-6,19.437572E-6,19.984618E-6,20.544860E-6,21.118517E-6,21.705805E-6,22.306941E-6,22.922141E-6,23.551619E-6,24.195590E-6,24.854266E-6,25.527857E-6,26.216574E-6,26.920625E-6,27.640215E-6,28.375547E-6,29.126824E-6,29.894245E-6,30.678007E-6,31.478304E-6,32.295327E-6,33.129264E-6,33.980302E-6,34.848622E-6,35.734405E-6,36.637824E-6,37.559053E-6,38.498260E-6,39.455611E-6,40.431265E-6,41.425381E-6,42.438113E-6,43.469608E-6,44.520014E-6,45.589470E-6,46.678114E-6,47.786079E-6,48.913494E-6,50.060481E-6,51.227163E-6,52.413653E-6,53.620064E-6,54.846502E-6,56.093069E-6,57.359864E-6,58.646981E-6,59.954508E-6,61.282531E-6,62.631131E-6,64.000383E-6,65.390359E-6,66.801128E-6,68.232753E-6,69.685292E-6,71.158802E-6,72.653332E-6,74.168929E-6,75.705637E-6
476E-3,9.7153910E-6,10.009907E-6,10.312624E-6,10.623731E-6,10.943418E-6,11.271881E-6,11.609314E-6,11.955915E-6,12.311884E-6,12.677423E-6,13.052737E-6,13.438029E-6,13.833508E-6,14.239383E-6,14.655863E-6,15.083161E-6,15.521489E-6,15.971061E-6,16.432093E-6,16.904799E-6,17.389398E-6,17.886105E-6,18.395139E-6,18.916717E-6,19.451057E-6,19.998377E-6,20.558895E-6,21.132829E-6,21.720396E-6,22.321811E-6,22.937291E-6,23.567049E-6,24.211301E-6,24.870257E-6,25.544129E-6,26.233126E-6,26.937455E-6,27.657322E-6,28.392931E-6,29.144482E-6,29.912174E-6,30.696205E-6,31.496768E-6,32.314054E-6,33.148250E-6,33.999543E-6,34.868114E-6,35.754142E-6,36.657802E-6,37.579265E-6,38.518701E-6,39.476272E-6,40.452141E-6,41.446464E-6,42.459394E-6,43.491080E-6,44.541666E-6,45.611294E-6,46.700099E-6,47.808215E-6,48.935768E-6,50.082884E-6,51.249680E-6,52.436273E-6,53.642773E-6,54.869286E-6,56.115915E-6,57.382756E-6,58.669902E-6,59.977443E-6,61.305464E-6,62.654043E-6,64.023256E-6,65.413176E-6,66.823868E-6,68.255397E-6,69.707820E-6,71.181191E-6,72.675562E-6,74.190977E-6,75.727480E-6
478E-3,9.7231601E-6,10.017877E-6,10.320800E-6,10.632116E-6,10.952016E-6,11.280696E-6,11.618349E-6,11.965174E-6,12.321371E-6,12.687141E-6,13.062689E-6,13.448220E-6,13.843940E-6,14.250060E-6,14.666789E-6,15.094338E-6,15.532920E-6,15.982750E-6,16.444042E-6,16.917012E-6,17.401877E-6,17.898852E-6,18.408156E-6,18.930007E-6,19.464622E-6,20.012219E-6,20.573015E-6,21.147229E-6,21.735076E-6,22.336773E-6,22.952535E-6,23.582577E-6,24.227112E-6,24.886352E-6,25.560507E-6,26.249786E-6,26.954397E-6,27.674545E-6,28.410432E-6,29.162261E-6,29.930229E-6,30.714532E-6,31.515365E-6,32.332917E-6,33.167377E-6,34.018929E-6,34.887754E-6,35.774031E-6,36.677935E-6,37.599638E-6,38.539306E-6,39.497104E-6,40.473192E-6,41.467726E-6,42.480859E-6,43.512740E-6,44.563512E-6,45.633317E-6,46.722289E-6,47.830560E-6,48.958259E-6,50.105508E-6,51.272426E-6,52.459128E-6,53.665724E-6,54.892319E-6,56.139015E-6,57.405908E-6,58.693092E-6,60.000655E-6,61.328680E-6,62.677246E-6,64.046429E-6,65.436300E-6,66.846924E-6,68.278365E-6,69.730680E-6,71.203923E-6,72.698143E-6,74.213386E-6,75.749694E-6
480E-3,9.7309687E-6,10.025889E-6,10.329018E-6,10.640544E-6,10.960659E-6,11.289556E-6,11.627431E-6,11.974481E-6,12.330907E-6,12.696910E-6,13.072694E-6,13.458465E-6,13.854429E-6,14.260795E-6,14.677774E-6,15.105576E-6,15.544415E-6,15.994504E-6,16.456059E-6,16.929294E-6,17.414426E-6,17.911672E-6,18.421249E-6,18.943374E-6,19.478266E-6,20.026142E-6,20.587219E-6,21.161714E-6,21.749845E-6,22.351826E-6,22.967874E-6,23.598202E-6,24.243023E-6,24.902549E-6,25.576990E-6,26.266555E-6,26.971450E-6,27.691882E-6,28.428052E-6,29.180161E-6,29.948407E-6,30.732987E-6,31.534092E-6,32.351915E-6,33.186641E-6,34.038456E-6,34.907540E-6,35.794071E-6,36.698223E-6,37.620169E-6,38.560074E-6,39.518102E-6,40.494414E-6,41.489165E-6,42.502506E-6,43.534587E-6,44.585551E-6,45.655537E-6,46.744681E-6,47.853114E-6,48.980964E-6,50.128352E-6,51.295398E-6,52.482215E-6,53.688913E-6,54.915596E-6,56.162366E-6,57.429319E-6,58.716548E-6,60.024139E-6,61.352175E-6,62.700737E-6,64.069897E-6,65.459727E-6,66.870292E-6,68.301654E-6,69.753869E-6,71.226992E-6,72.721071E-6,74.236151E-6,75.772273E-6
482E-3,9.7388164E-6,10.033940E-6,10.337277E-6,10.649015E-6,10.969345E-6,11.298462E-6,11.636559E-6,11.983837E-6,12.340493E-6,12.706730E-6,13.082752E-6,13.468764E-6,13.864973E-6,14.271588E-6,14.688818E-6,15.116875E-6,15.555972E-6,16.006323E-6,16.468141E-6,16.941644E-6,17.427045E-6,17.924563E-6,18.434415E-6,18.956818E-6,19.491989E-6,20.040146E-6,20.601506E-6,21.176285E-6,21.764702E-6,22.366970E-6,22.983305E-6,23.613922E-6,24.259031E-6,24.918846E-6,25.593576E-6,26.283430E-6,26.988613E-6,27.709331E-6,28.445786E-6,29.198179E-6,29.966707E-6,30.751567E-6,31.552949E-6,32.371045E-6,33.206042E-6,34.058123E-6,34.927470E-6,35.814258E-6,36.718664E-6,37.640856E-6,38.581003E-6,39.539266E-6,40.515806E-6,41.510777E-6,42.524332E-6,43.556618E-6,44.607778E-6,45.677951E-6,46.767273E-6,47.875873E-6,49.003879E-6,50.151413E-6,51.318592E-6,52.505530E-6,53.712336E-6,54.939114E-6,56.185965E-6,57.452985E-6,58.740264E-6,60.047891E-6,61.375947E-6,62.724511E-6,64.093656E-6,65.483453E-6,66.893966E-6,68.325257E-6,69.777382E-6,71.250394E-6,72.744341E-6,74.259267E-6,75.795213E-6
484E-3,9.7467029E-6,10.042032E-6,10.345578E-6,10.657528E-6,10.978075E-6,11.307412E-6,11.645734E-6,11.993240E-6,12.350128E-6,12.716601E-6,13.092862E-6,13.479117E-6,13.875572E-6,14.282437E-6,14.699920E-6,15.128234E-6,15.567591E-6,16.018205E-6,16.480289E-6,16.954060E-6,17.439734E-6,17.937526E-6,18.447655E-6,18.970337E-6,19.505789E-6,20.054229E-6,20.615874E-6,21.190941E-6,21.779645E-6,22.382203E-6,22.998828E-6,23.629736E-6,24.275137E-6,24.935243E-6,25.610265E-6,26.300410E-6,27.005884E-6,27.726892E-6,28.463636E-6,29.216316E-6,29.985129E-6,30.770271E-6,31.571934E-6,32.390307E-6,33.225578E-6,34.077930E-6,34.947542E-6,35.834592E-6,36.739255E-6,37.661698E-6,38.602090E-6,39.560593E-6,40.537366E-6,41.532563E-6,42.546336E-6,43.578831E-6,44.630192E-6,45.700558E-6,46.790062E-6,47.898835E-6,49.027003E-6,50.174688E-6,51.342006E-6,52.529071E-6,53.735991E-6,54.962871E-6,56.209809E-6,57.476902E-6,58.764239E-6,60.071908E-6,61.399991E-6,62.748564E-6,64.117703E-6,65.507474E-6,66.917944E-6,68.349172E-6,69.801215E-6,71.274124E-6,72.767948E-6,74.282730E-6,75.818508E-6
486E-3,9.7546278E-6,10.050163E-6,10.353919E-6,10.666084E-6,10.986849E-6,11.316407E-6,11.654955E-6,12.002690E-6,12.359812E-6,12.726522E-6,13.103024E-6,13.489523E-6,13.886226E-6,14.293342E-6,14.711081E-6,15.139653E-6,15.579271E-6,16.030150E-6,16.492502E-6,16.966544E-6,17.452491E-6,17.950560E-6,18.460967E-6,18.983930E-6,19.519666E-6,20.068391E-6,20.630324E-6,21.205679E-6,21.794674E-6,22.397524E-6,23.014442E-6,23.645643E-6,24.291338E-6,24.951739E-6,25.627055E-6,26.317494E-6,27.023262E-6,27.744563E-6,28.481598E-6,29.234568E-6,30.003670E-6,30.789098E-6,31.591045E-6,32.409699E-6,33.245247E-6,34.097873E-6,34.967755E-6,35.855071E-6,36.759994E-6,37.682693E-6,38.623335E-6,39.582082E-6,40.559091E-6,41.554518E-6,42.568514E-6,43.601224E-6,44.652791E-6,45.723354E-6,46.813046E-6,47.921997E-6,49.050332E-6,50.198174E-6,51.365637E-6,52.552835E-6,53.759876E-6,54.986862E-6,56.233895E-6,57.501067E-6,58.788469E-6,60.096187E-6,61.424303E-6,62.772894E-6,64.142032E-6,65.531786E-6,66.942220E-6,68.373394E-6,69.825363E-6,71.298178E-6,72.791887E-6,74.306533E-6,75.842154E-6
488E-3,9.7625907E-6,10.058333E-6,10.362300E-6,10.674680E-6,10.995665E-6,11.325446E-6,11.664221E-6,12.012187E-6,12.369543E-6,12.736492E-6,13.113236E-6,13.499981E-6,13.896934E-6,14.304303E-6,14.722298E-6,15.151130E-6,15.591012E-6,16.042157E-6,16.504779E-6,16.979093E-6,17.465316E-6,17.963663E-6,18.474351E-6,18.997597E-6,19.533619E-6,20.082632E-6,20.644854E-6,21.220501E-6,21.809788E-6,22.412932E-6,23.030146E-6,23.661642E-6,24.307635E-6,24.968333E-6,25.643946E-6,26.334682E-6,27.040746E-6,27.762342E-6,28.499673E-6,29.252936E-6,30.022329E-6,30.808047E-6,31.610280E-6,32.429219E-6,33.265049E-6,34.117952E-6,34.988108E-6,35.875693E-6,36.780880E-6,37.703839E-6,38.644735E-6,39.603729E-6,40.580980E-6,41.576642E-6,42.590865E-6,43.623794E-6,44.675573E-6,45.746337E-6,46.836222E-6,47.945356E-6,49.073865E-6,50.221868E-6,51.389482E-6,52.576819E-6,53.783986E-6,55.011086E-6,56.258218E-6,57.525476E-6,58.812950E-6,60.120724E-6,61.448881E-6,62.797496E-6,64.166642E-6,65.556386E-6,66.966792E-6,68.397919E-6,69.849822E-6,71.322552E-6,72.816155E-6,74.330673E-6,75.866146E-6
490E-3,9.7705913E-6,10.066543E-6,10.370722E-6,10.683318E-6,11.004523E-6,11.334529E-6,11.673532E-6,12.021730E-6,12.379322E-6,12.746511E-6,13.123498E-6,13.510491E-6,13.907695E-6,14.315318E-6,14.733572E-6,15.162666E-6,15.602812E-6,16.054225E-6,16.517119E-6,16.991708E-6,17.478208E-6,17.976835E-6,18.487806E-6,19.011337E-6,19.547646E-6,20.096949E-6,20.659463E-6,21.235404E-6,21.824986E-6,22.428427E-6,23.045938E-6,23.677733E-6,24.324025E-6,24.985022E-6,25.660936E-6,26.351971E-6,27.058335E-6,27.780230E-6,28.517858E-6,29.271417E-6,30.041105E-6,30.827115E-6,31.629640E-6,32.448866E-6,33.284980E-6,34.138164E-6,35.008598E-6,35.896456E-6,36.801912E-6,37.725134E-6,38.666288E-6,39.625534E-6,40.603031E-6,41.598932E-6,42.613386E-6,43.646540E-6,44.698534E-6,45.769506E-6,46.859589E-6,47.968911E-6,49.097597E-6,50.245768E-6,51.413538E-6,52.601020E-6,53.808319E-6,55.035539E-6,56.282777E-6,57.550127E-6,58.837679E-6,60.145516E-6,61.473720E-6,62.822367E-6,64.191527E-6,65.581268E-6,66.991654E-6,68.422742E-6,69.874587E-6,71.347240E-6,72.840745E-6,74.355146E-6,75.890478E-6
492E-3,9.7786291E-6,10.074790E-6,10.379183E-6,10.691997E-6,11.013423E-6,11.343655E-6,11.682888E-6,12.031319E-6,12.389149E-6,12.756578E-6,13.133811E-6,13.521052E-6,13.918509E-6,14.326388E-6,14.744902E-6,15.174259E-6,15.614672E-6,16.066355E-6,16.529522E-6,17.004387E-6,17.491166E-6,17.990075E-6,18.501331E-6,19.025150E-6,19.561748E-6,20.111343E-6,20.674151E-6,21.250387E-6,21.840268E-6,22.444006E-6,23.061818E-6,23.693914E-6,24.340507E-6,25.001808E-6,25.678023E-6,26.369361E-6,27.076027E-6,27.798224E-6,28.536152E-6,29.290011E-6,30.059997E-6,30.846303E-6,31.649121E-6,32.468638E-6,33.305040E-6,34.158509E-6,35.029223E-6,35.917359E-6,36.823087E-6,37.746577E-6,38.687992E-6,39.647495E-6,40.625242E-6,41.621386E-6,42.636076E-6,43.669458E-6,44.721673E-6,45.792857E-6,46.883143E-6,47.992658E-6,49.121528E-6,50.269871E-6,51.437803E-6,52.625435E-6,53.832872E-6,55.060217E-6,56.307568E-6,57.575017E-6,58.862653E-6,60.170560E-6,61.498818E-6,62.847503E-6,64.216685E-6,65.606431E-6,67.016803E-6,68.447860E-6,69.899656E-6,71.372239E-6,72.865655E-6,74.379946E-6,75.915147E-6
494E-3,9.7867039E-6,10.083076E-6,10.387683E-6,10.700716E-6,11.022365E-6,11.352824E-6,11.692287E-6,12.040953E-6,12.399021E-6,12.766694E-6,13.144173E-6,13.531664E-6,13.929375E-6,14.337512E-6,14.756287E-6,15.185909E-6,15.626591E-6,16.078545E-6,16.541987E-6,17.017130E-6,17.504190E-6,18.003383E-6,18.514926E-6,19.039034E-6,19.575924E-6,20.125813E-6,20.688917E-6,21.265451E-6,21.855631E-6,22.459671E-6,23.077785E-6,23.710185E-6,24.357082E-6,25.018687E-6,25.695208E-6,26.386851E-6,27.093822E-6,27.816323E-6,28.554554E-6,29.308716E-6,30.079002E-6,30.865608E-6,31.668722E-6,32.488534E-6,33.325227E-6,34.178985E-6,35.049984E-6,35.938399E-6,36.844404E-6,37.768165E-6,38.709846E-6,39.669609E-6,40.647610E-6,41.644002E-6,42.658933E-6,43.692548E-6,44.744988E-6,45.816388E-6,46.906882E-6,48.016596E-6,49.145654E-6,50.294175E-6,51.462274E-6,52.650062E-6,53.857643E-6,55.085119E-6,56.332588E-6,57.600142E-6,58.887868E-6,60.195851E-6,61.524170E-6,62.872900E-6,64.242111E-6,65.631869E-6,67.042236E-6,68.473269E-6,69.925023E-6,71.397544E-6,72.890880E-6,74.405069E-6,75.940148E-6
496E-3,9.7948153E-6,10.091399E-6,10.396222E-6,10.709475E-6,11.031348E-6,11.362035E-6,11.701730E-6,12.050632E-6,12.408941E-6,12.776857E-6,13.154584E-6,13.542327E-6,13.940293E-6,14.348690E-6,14.767727E-6,15.197615E-6,15.638567E-6,16.090795E-6,16.554513E-6,17.029936E-6,17.517279E-6,18.016758E-6,18.528589E-6,19.052988E-6,19.590172E-6,20.140357E-6,20.703759E-6,21.280593E-6,21.871075E-6,22.475419E-6,23.093837E-6,23.726543E-6,24.373747E-6,25.035660E-6,25.712488E-6,26.404439E-6,27.111718E-6,27.834526E-6,28.573064E-6,29.327531E-6,30.098121E-6,30.885028E-6,31.688443E-6,32.508552E-6,33.345541E-6,34.199589E-6,35.070877E-6,35.959577E-6,36.865861E-6,37.789897E-6,38.731848E-6,39.691875E-6,40.670135E-6,41.666778E-6,42.681954E-6,43.715807E-6,44.768476E-6,45.840098E-6,46.930804E-6,48.040721E-6,49.169973E-6,50.318678E-6,51.486949E-6,52.674898E-6,53.882628E-6,55.110242E-6,56.357835E-6,57.625499E-6,58.913322E-6,60.221388E-6,61.549774E-6,62.898556E-6,64.267802E-6,65.657579E-6,67.067948E-6,68.498965E-6,69.950684E-6,71.423152E-6,72.916415E-6,74.430511E-6,75.965476E-6
498E-3,9.8029630E-6,10.099759E-6,10.404800E-6,10.718274E-6,11.040372E-6,11.371288E-6,11.711216E-6,12.060356E-6,12.418905E-6,12.787067E-6,13.165043E-6,13.553039E-6,13.951262E-6,14.359920E-6,14.779221E-6,15.209378E-6,15.650601E-6,16.103104E-6,16.567100E-6,17.042805E-6,17.530433E-6,18.030199E-6,18.542320E-6,19.067013E-6,19.604493E-6,20.154976E-6,20.718678E-6,21.295814E-6,21.886600E-6,22.491250E-6,23.109975E-6,23.742989E-6,24.390503E-6,25.052725E-6,25.729864E-6,26.422125E-6,27.129714E-6,27.852832E-6,28.591679E-6,29.346454E-6,30.117351E-6,30.904564E-6,31.708282E-6,32.528692E-6,33.365978E-6,34.220322E-6,35.091901E-6,35.980889E-6,36.887456E-6,37.811771E-6,38.753996E-6,39.714292E-6,40.692813E-6,41.689713E-6,42.705138E-6,43.739232E-6,44.792136E-6,45.863984E-6,46.954907E-6,48.065033E-6,49.194483E-6,50.343376E-6,51.511825E-6,52.699940E-6,53.907825E-6,55.135582E-6,56.383305E-6,57.651086E-6,58.939012E-6,60.247166E-6,61.575627E-6,62.924466E-6,64.293755E-6,65.683558E-6,67.093936E-6,68.524945E-6,69.976636E-6,71.449059E-6,72.942256E-6,74.456267E-6,75.991127E-6
500E-3,9.8111466E-6,10.108157E-6,10.413416E-6,10.727112E-6,11.049436E-6,11.380582E-6,11.720745E-6,12.070123E-6,12.428916E-6,12.797324E-6,13.175551E-6,13.563801E-6,13.962283E-6,14.371202E-6,14.790770E-6,15.221196E-6,15.662692E-6,16.115472E-6,16.579748E-6,17.055736E-6,17.543650E-6,18.043706E-6,18.556119E-6,19.081107E-6,19.618884E-6,20.169667E-6,20.733672E-6,21.311113E-6,21.902205E-6,22.507162E-6,23.126197E-6,23.759522E-6,24.407347E-6,25.069881E-6,25.747333E-6,26.439907E-6,27.147809E-6,27.871240E-6,28.610399E-6,29.365485E-6,30.136692E-6,30.924213E-6,31.728237E-6,32.548951E-6,33.386539E-6,34.241181E-6,35.113055E-6,36.002334E-6,36.909189E-6,37.833786E-6,38.776289E-6,39.736856E-6,40.715644E-6,41.712804E-6,42.728482E-6,43.762823E-6,44.815965E-6,45.888044E-6,46.979189E-6,48.089527E-6,49.219181E-6,50.368267E-6,51.536899E-6,52.725186E-6,53.933232E-6,55.161137E-6,56.408995E-6,57.676899E-6,58.964934E-6,60.273184E-6,61.601724E-6,62.950629E-6,64.319967E-6,65.709803E-6,67.120196E-6,68.551204E-6,70.002876E-6,71.475260E-6,72.968400E-6,74.482334E-6,76.017097E-6
502E-3,9.8193658E-6,10.116591E-6,10.422069E-6,10.735988E-6,11.058540E-6,11.389918E-6,11.730317E-6,12.079935E-6,12.438971E-6,12.807627E-6,13.186106E-6,13.574612E-6,13.973353E-6,14.382536E-6,14.802371E-6,15.233068E-6,15.674839E-6,16.127897E-6,16.592455E-6,17.068728E-6,17.556930E-6,18.057277E-6,18.569985E-6,19.095270E-6,19.633346E-6,20.184432E-6,20.748740E-6,21.326488E-6,21.917888E-6,22.523156E-6,23.142502E-6,23.776140E-6,24.424279E-6,25.087128E-6,25.764895E-6,26.457785E-6,27.166002E-6,27.889748E-6,28.629223E-6,29.384622E-6,30.156142E-6,30.943974E-6,31.748308E-6,32.569329E-6,33.407221E-6,34.262165E-6,35.134337E-6,36.023911E-6,36.931056E-6,37.855940E-6,38.798724E-6,39.759568E-6,40.738626E-6,41.736049E-6,42.751985E-6,43.786577E-6,44.839962E-6,45.912275E-6,47.003647E-6,48.114203E-6,49.244065E-6,50.393350E-6,51.562170E-6,52.750634E-6,53.958845E-6,55.186904E-6,56.434904E-6,57.702936E-6,58.991087E-6,60.299437E-6,61.628063E-6,62.977040E-6,64.346434E-6,65.736309E-6,67.146725E-6,68.577738E-6,70.029398E-6,71.501752E-6,72.994842E-6,74.508707E-6,76.043380E-6
504E-3,9.8276202E-6,10.125062E-6,10.430760E-6,10.744903E-6,11.067684E-6,11.399294E-6,11.739930E-6,12.089789E-6,12.449070E-6,12.817975E-6,13.196708E-6,13.585471E-6,13.984474E-6,14.393922E-6,14.814026E-6,15.244995E-6,15.687043E-6,16.140380E-6,16.605221E-6,17.081781E-6,17.570273E-6,18.070913E-6,18.583917E-6,19.109500E-6,19.647878E-6,20.199268E-6,20.763883E-6,21.341939E-6,21.933650E-6,22.539229E-6,23.158890E-6,23.792843E-6,24.441298E-6,25.104464E-6,25.782549E-6,26.475757E-6,27.184293E-6,27.908357E-6,28.648148E-6,29.403865E-6,30.175700E-6,30.963846E-6,31.768492E-6,32.589824E-6,33.428024E-6,34.283273E-6,35.155746E-6,36.045618E-6,36.953058E-6,37.878231E-6,38.821300E-6,39.782424E-6,40.761756E-6,41.759448E-6,42.775645E-6,43.810491E-6,44.864124E-6,45.936677E-6,47.028280E-6,48.139058E-6,49.269133E-6,50.418621E-6,51.587634E-6,52.776280E-6,53.984663E-6,55.212881E-6,56.461028E-6,57.729194E-6,59.017465E-6,60.325922E-6,61.654642E-6,63.003696E-6,64.373152E-6,65.763074E-6,67.173520E-6,68.604545E-6,70.056200E-6,71.528531E-6,73.021579E-6,74.535382E-6,76.069975E-6
506E-3,9.8359097E-6,10.133568E-6,10.439487E-6,10.753857E-6,11.076867E-6,11.408711E-6,11.749585E-6,12.099686E-6,12.459214E-6,12.828370E-6,13.207356E-6,13.596379E-6,13.995643E-6,14.405358E-6,14.825732E-6,15.256976E-6,15.699301E-6,16.152920E-6,16.618046E-6,17.094894E-6,17.583677E-6,18.084612E-6,18.597914E-6,19.123798E-6,19.662480E-6,20.214175E-6,20.779098E-6,21.357465E-6,21.949488E-6,22.555382E-6,23.175359E-6,23.809629E-6,24.458403E-6,25.121889E-6,25.800294E-6,26.493823E-6,27.202679E-6,27.927063E-6,28.667175E-6,29.423211E-6,30.195365E-6,30.983828E-6,31.788789E-6,32.610434E-6,33.448945E-6,34.304502E-6,35.177281E-6,36.067454E-6,36.975192E-6,37.900658E-6,38.844016E-6,39.805423E-6,40.785033E-6,41.782997E-6,42.799461E-6,43.834565E-6,44.888449E-6,45.961246E-6,47.053085E-6,48.164090E-6,49.294383E-6,50.444079E-6,51.613290E-6,52.802123E-6,54.010682E-6,55.239064E-6,56.487364E-6,57.755670E-6,59.044068E-6,60.352638E-6,61.681456E-6,63.030594E-6,64.400119E-6,65.790094E-6,67.200576E-6,68.631621E-6,70.083278E-6,71.555593E-6,73.048607E-6,74.562356E-6,76.096875E-6
508E-3,9.8442338E-6,10.142110E-6,10.448252E-6,10.762848E-6,11.086089E-6,11.418168E-6,11.759281E-6,12.109626E-6,12.469401E-6,12.838809E-6,13.218051E-6,13.607334E-6,14.006862E-6,14.416845E-6,14.837491E-6,15.269010E-6,15.711614E-6,16.165516E-6,16.630929E-6,17.108066E-6,17.597143E-6,18.098375E-6,18.611976E-6,19.138162E-6,19.677149E-6,20.229152E-6,20.794386E-6,21.373065E-6,21.965403E-6,22.571614E-6,23.191909E-6,23.826498E-6,24.475593E-6,25.139401E-6,25.818129E-6,26.511981E-6,27.221160E-6,27.945868E-6,28.686303E-6,29.442661E-6,30.215136E-6,31.003919E-6,31.809198E-6,32.631159E-6,33.469985E-6,34.325853E-6,35.198940E-6,36.089418E-6,36.997456E-6,37.923220E-6,38.866870E-6,39.828564E-6,40.808456E-6,41.806696E-6,42.823429E-6,43.858797E-6,44.912936E-6,45.985981E-6,47.078060E-6,48.189297E-6,49.319812E-6,50.469721E-6,51.639135E-6,52.828161E-6,54.036901E-6,55.265453E-6,56.513910E-6,57.782362E-6,59.070892E-6,60.379581E-6,61.708504E-6,63.057732E-6,64.427332E-6,65.817365E-6,67.227891E-6,68.658963E-6,70.110629E-6,71.582934E-6,73.075921E-6,74.589624E-6,76.124078E-6
