dc (V),id@Vgs 0.25  (A),id@Vgs 0.251  (A),id@Vgs 0.252  (A),id@Vgs 0.253  (A),id@Vgs 0.254  (A),id@Vgs 0.255  (A),id@Vgs 0.256  (A),id@Vgs 0.257  (A),id@Vgs 0.258  (A),id@Vgs 0.259  (A),id@Vgs 0.26  (A),id@Vgs 0.261  (A),id@Vgs 0.262  (A),id@Vgs 0.263  (A),id@Vgs 0.264  (A),id@Vgs 0.265  (A),id@Vgs 0.266  (A),id@Vgs 0.267  (A),id@Vgs 0.268  (A),id@Vgs 0.269  (A),id@Vgs 0.27  (A),id@Vgs 0.271  (A),id@Vgs 0.272  (A),id@Vgs 0.273  (A),id@Vgs 0.274  (A),id@Vgs 0.275  (A),id@Vgs 0.276  (A),id@Vgs 0.277  (A),id@Vgs 0.278  (A),id@Vgs 0.279  (A),id@Vgs 0.28  (A),id@Vgs 0.281  (A),id@Vgs 0.282  (A),id@Vgs 0.283  (A),id@Vgs 0.284  (A),id@Vgs 0.285  (A),id@Vgs 0.286  (A),id@Vgs 0.287  (A),id@Vgs 0.288  (A),id@Vgs 0.289  (A),id@Vgs 0.29  (A),id@Vgs 0.291  (A),id@Vgs 0.292  (A),id@Vgs 0.293  (A),id@Vgs 0.294  (A),id@Vgs 0.295  (A),id@Vgs 0.296  (A),id@Vgs 0.297  (A),id@Vgs 0.298  (A),id@Vgs 0.299  (A),id@Vgs 0.3  (A),id@Vgs 0.301  (A),id@Vgs 0.302  (A),id@Vgs 0.303  (A),id@Vgs 0.304  (A),id@Vgs 0.305  (A),id@Vgs 0.306  (A),id@Vgs 0.307  (A),id@Vgs 0.308  (A),id@Vgs 0.309  (A),id@Vgs 0.31  (A),id@Vgs 0.311  (A),id@Vgs 0.312  (A),id@Vgs 0.313  (A),id@Vgs 0.314  (A),id@Vgs 0.315  (A),id@Vgs 0.316  (A),id@Vgs 0.317  (A),id@Vgs 0.318  (A),id@Vgs 0.319  (A),id@Vgs 0.32  (A),id@Vgs 0.321  (A),id@Vgs 0.322  (A),id@Vgs 0.323  (A),id@Vgs 0.324  (A),id@Vgs 0.325  (A),id@Vgs 0.326  (A),id@Vgs 0.327  (A),id@Vgs 0.328  (A),id@Vgs 0.329  (A),id@Vgs 0.33  (A)
396E-3,12.048664E-6,12.429489E-6,12.821807E-6,13.225933E-6,13.642192E-6,14.070911E-6,14.512427E-6,14.967085E-6,15.435236E-6,15.917237E-6,16.413455E-6,16.924262E-6,17.450039E-6,17.991175E-6,18.548064E-6,19.121110E-6,19.710723E-6,20.317322E-6,20.941332E-6,21.583187E-6,22.243328E-6,22.922203E-6,23.620268E-6,24.337988E-6,25.075833E-6,25.834283E-6,26.613823E-6,27.414948E-6,28.238159E-6,29.083964E-6,29.952879E-6,30.845426E-6,31.762137E-6,32.703548E-6,33.670204E-6,34.662655E-6,35.681459E-6,36.727181E-6,37.800393E-6,38.901671E-6,40.031599E-6,41.190768E-6,42.379774E-6,43.599219E-6,44.849710E-6,46.131862E-6,47.446293E-6,48.793628E-6,50.174497E-6,51.589534E-6,53.039378E-6,54.524674E-6,56.046070E-6,57.604219E-6,59.199779E-6,60.833411E-6,62.505779E-6,64.217552E-6,65.969402E-6,67.762005E-6,69.596037E-6,71.472182E-6,73.391122E-6,75.353543E-6,77.360135E-6,79.411587E-6,81.508593E-6,83.651847E-6,85.842044E-6,88.079882E-6,90.366060E-6,92.701276E-6,95.086231E-6,97.521625E-6,100.00816E-6,102.54654E-6,105.13746E-6,107.78162E-6,110.47973E-6,113.23249E-6,116.04060E-6
398E-3,12.067559E-6,12.448959E-6,12.841869E-6,13.246604E-6,13.663487E-6,14.092848E-6,14.535025E-6,14.990361E-6,15.459208E-6,15.941925E-6,16.438878E-6,16.950440E-6,17.476992E-6,18.018923E-6,18.576629E-6,19.150513E-6,19.740986E-6,20.348468E-6,20.973383E-6,21.616166E-6,22.277259E-6,22.957110E-6,23.656176E-6,24.374921E-6,25.113818E-6,25.873345E-6,26.653989E-6,27.456245E-6,28.280613E-6,29.127603E-6,29.997732E-6,30.891522E-6,31.809504E-6,32.752216E-6,33.720203E-6,34.714015E-6,35.734212E-6,36.781358E-6,37.856025E-6,38.958790E-6,40.090239E-6,41.250961E-6,42.441554E-6,43.662619E-6,44.914766E-6,46.198608E-6,47.514764E-6,48.863859E-6,50.246524E-6,51.663394E-6,53.115107E-6,54.602309E-6,56.125649E-6,57.685780E-6,59.283359E-6,60.919049E-6,62.593514E-6,64.307423E-6,66.061448E-6,67.856266E-6,69.692554E-6,71.570994E-6,73.492270E-6,75.457068E-6,77.466078E-6,79.519990E-6,81.619498E-6,83.765295E-6,85.958078E-6,88.198544E-6,90.487393E-6,92.825323E-6,95.213034E-6,97.651229E-6,100.14061E-6,102.68187E-6,105.27572E-6,107.92286E-6,110.62399E-6,113.37982E-6,116.19103E-6
400E-3,12.086466E-6,12.468442E-6,12.861943E-6,13.267286E-6,13.684795E-6,14.114799E-6,14.557636E-6,15.013651E-6,15.483195E-6,15.966628E-6,16.464316E-6,16.976633E-6,17.503960E-6,18.046687E-6,18.605210E-6,19.179933E-6,19.771266E-6,20.379630E-6,21.005451E-6,21.649162E-6,22.311207E-6,22.992035E-6,23.692102E-6,24.411874E-6,25.151822E-6,25.912427E-6,26.694175E-6,27.497561E-6,28.323087E-6,29.171263E-6,30.042606E-6,30.937638E-6,31.856892E-6,32.800906E-6,33.770223E-6,34.765398E-6,35.786987E-6,36.835557E-6,37.911680E-6,39.015933E-6,40.148902E-6,41.311178E-6,42.503358E-6,43.726044E-6,44.979846E-6,46.265377E-6,47.583259E-6,48.934115E-6,50.318576E-6,51.737278E-6,53.190860E-6,54.679969E-6,56.205252E-6,57.767364E-6,59.366963E-6,61.004711E-6,62.681272E-6,64.397317E-6,66.153517E-6,67.950550E-6,69.789093E-6,71.669828E-6,73.593439E-6,75.560614E-6,77.572042E-6,79.628413E-6,81.730422E-6,83.878762E-6,86.074130E-6,88.317224E-6,90.608742E-6,92.949385E-6,95.339852E-6,97.780846E-6,100.27307E-6,102.81722E-6,105.41400E-6,108.06411E-6,110.76826E-6,113.52715E-6,116.34146E-6
402E-3,12.105385E-6,12.487937E-6,12.882030E-6,13.287982E-6,13.706116E-6,14.136763E-6,14.580261E-6,15.036954E-6,15.507196E-6,15.991345E-6,16.489768E-6,17.002841E-6,17.530944E-6,18.074467E-6,18.633807E-6,19.209368E-6,19.801562E-6,20.410809E-6,21.037536E-6,21.682177E-6,22.345174E-6,23.026979E-6,23.728047E-6,24.448845E-6,25.189846E-6,25.951528E-6,26.734380E-6,27.538897E-6,28.365582E-6,29.214944E-6,30.087501E-6,30.983777E-6,31.904303E-6,32.849617E-6,33.820267E-6,34.816803E-6,35.839785E-6,36.889779E-6,37.967358E-6,39.073099E-6,40.207589E-6,41.371419E-6,42.565186E-6,43.789493E-6,45.044950E-6,46.332172E-6,47.651778E-6,49.004394E-6,50.390652E-6,51.811186E-6,53.266638E-6,54.757653E-6,56.284880E-6,57.848973E-6,59.450592E-6,61.090397E-6,62.769055E-6,64.487235E-6,66.245610E-6,68.044857E-6,69.885654E-6,71.768684E-6,73.694631E-6,75.664182E-6,77.678027E-6,79.736857E-6,81.841366E-6,83.992248E-6,86.190201E-6,88.435921E-6,90.730108E-6,93.073463E-6,95.466685E-6,97.910477E-6,100.40554E-6,102.95258E-6,105.55229E-6,108.20537E-6,110.91254E-6,113.67448E-6,116.49191E-6
404E-3,12.124316E-6,12.507443E-6,12.902129E-6,13.308690E-6,13.727450E-6,14.158740E-6,14.602899E-6,15.060272E-6,15.531211E-6,16.016076E-6,16.515236E-6,17.029064E-6,17.557943E-6,18.102263E-6,18.662421E-6,19.238821E-6,19.831876E-6,20.442006E-6,21.069639E-6,21.715209E-6,22.379160E-6,23.061941E-6,23.764012E-6,24.485836E-6,25.227889E-6,25.990649E-6,26.774606E-6,27.580254E-6,28.408098E-6,29.258646E-6,30.132418E-6,31.029937E-6,31.951735E-6,32.898352E-6,33.870333E-6,34.868231E-6,35.892607E-6,36.944025E-6,38.023060E-6,39.130290E-6,40.266301E-6,41.431684E-6,42.627038E-6,43.852967E-6,45.110079E-6,46.398991E-6,47.720322E-6,49.074699E-6,50.462753E-6,51.885121E-6,53.342442E-6,54.835362E-6,56.364533E-6,57.930608E-6,59.534245E-6,61.176108E-6,62.856862E-6,64.577177E-6,66.337727E-6,68.139189E-6,69.982240E-6,71.867564E-6,73.795846E-6,75.767773E-6,77.784035E-6,79.845323E-6,81.952331E-6,84.105755E-6,86.306291E-6,88.554637E-6,90.851493E-6,93.197559E-6,95.593535E-6,98.040124E-6,100.53803E-6,103.08795E-6,105.69058E-6,108.34664E-6,111.05682E-6,113.82183E-6,116.64236E-6
406E-3,12.143258E-6,12.526963E-6,12.922241E-6,13.329411E-6,13.748798E-6,14.180731E-6,14.625551E-6,15.083603E-6,15.555240E-6,16.040823E-6,16.540719E-6,17.055303E-6,17.584958E-6,18.130075E-6,18.691050E-6,19.268290E-6,19.862206E-6,20.473220E-6,21.101759E-6,21.748259E-6,22.413163E-6,23.096922E-6,23.799995E-6,24.522847E-6,25.265952E-6,26.029791E-6,26.814852E-6,27.621633E-6,28.450635E-6,29.302370E-6,30.177357E-6,31.076119E-6,31.999190E-6,32.947109E-6,33.920422E-6,34.919683E-6,35.945452E-6,36.998295E-6,38.078786E-6,39.187504E-6,40.325036E-6,41.491974E-6,42.688916E-6,43.916466E-6,45.175234E-6,46.465836E-6,47.788892E-6,49.145030E-6,50.534881E-6,51.959080E-6,53.418271E-6,54.913098E-6,56.444212E-6,58.012268E-6,59.617924E-6,61.261845E-6,62.944695E-6,64.667145E-6,66.429870E-6,68.233545E-6,70.078850E-6,71.966468E-6,73.897085E-6,75.871387E-6,77.890065E-6,79.953811E-6,82.063319E-6,84.219283E-6,86.422402E-6,88.673374E-6,90.972897E-6,93.321673E-6,95.720403E-6,98.169788E-6,100.67053E-6,103.22333E-6,105.82890E-6,108.48793E-6,111.20112E-6,113.96918E-6,116.79281E-6
408E-3,12.162213E-6,12.546494E-6,12.942366E-6,13.350146E-6,13.770158E-6,14.202736E-6,14.648218E-6,15.106949E-6,15.579285E-6,16.065584E-6,16.566217E-6,17.081558E-6,17.611989E-6,18.157903E-6,18.719697E-6,19.297776E-6,19.892554E-6,20.504452E-6,21.133898E-6,21.781328E-6,22.447186E-6,23.131923E-6,23.835998E-6,24.559877E-6,25.304035E-6,26.068953E-6,26.855120E-6,27.663032E-6,28.493194E-6,29.346116E-6,30.222317E-6,31.122324E-6,32.046667E-6,32.995889E-6,33.970535E-6,34.971158E-6,35.998321E-6,37.052589E-6,38.134537E-6,39.244744E-6,40.383797E-6,41.552289E-6,42.750819E-6,43.979990E-6,45.240414E-6,46.532706E-6,47.857488E-6,49.215387E-6,50.607034E-6,52.033067E-6,53.494126E-6,54.990860E-6,56.523917E-6,58.093954E-6,59.701630E-6,61.347607E-6,63.032554E-6,64.757139E-6,66.522038E-6,68.327927E-6,70.175486E-6,72.065398E-6,73.998348E-6,75.975026E-6,77.996120E-6,80.062323E-6,82.174329E-6,84.332834E-6,86.538535E-6,88.792131E-6,91.094322E-6,93.445807E-6,95.847289E-6,98.299470E-6,100.80305E-6,103.35874E-6,105.96723E-6,108.62922E-6,111.34543E-6,114.11655E-6,116.94328E-6
410E-3,12.181181E-6,12.566039E-6,12.962503E-6,13.370893E-6,13.791533E-6,14.224755E-6,14.670898E-6,15.130310E-6,15.603344E-6,16.090361E-6,16.591731E-6,17.107828E-6,17.639037E-6,18.185748E-6,18.748360E-6,19.327280E-6,19.922920E-6,20.535702E-6,21.166055E-6,21.814415E-6,22.481227E-6,23.166942E-6,23.872020E-6,24.596927E-6,25.342138E-6,26.108135E-6,26.895408E-6,27.704453E-6,28.535774E-6,29.389884E-6,30.267301E-6,31.168551E-6,32.094168E-6,33.044692E-6,34.020671E-6,35.022658E-6,36.051214E-6,37.106908E-6,38.190312E-6,39.302008E-6,40.442583E-6,41.612630E-6,42.812747E-6,44.043541E-6,45.305620E-6,46.599603E-6,47.926111E-6,49.285770E-6,50.679214E-6,52.107080E-6,53.570009E-6,55.068648E-6,56.603650E-6,58.175668E-6,59.785362E-6,61.433397E-6,63.120439E-6,64.847160E-6,66.614232E-6,68.422335E-6,70.272147E-6,72.164353E-6,74.099637E-6,76.078689E-6,78.102199E-6,80.170858E-6,82.285363E-6,84.446408E-6,86.654690E-6,88.910910E-6,91.215767E-6,93.569961E-6,95.974195E-6,98.429170E-6,100.93559E-6,103.49415E-6,106.10557E-6,108.77053E-6,111.48975E-6,114.26393E-6,117.09376E-6
412E-3,12.200160E-6,12.585596E-6,12.982654E-6,13.391654E-6,13.812921E-6,14.246787E-6,14.693593E-6,15.153685E-6,15.627418E-6,16.115153E-6,16.617260E-6,17.134114E-6,17.666100E-6,18.213610E-6,18.777041E-6,19.356801E-6,19.953303E-6,20.566970E-6,21.198231E-6,21.847522E-6,22.515288E-6,23.201982E-6,23.908063E-6,24.633998E-6,25.380263E-6,26.147339E-6,26.935718E-6,27.745895E-6,28.578377E-6,29.433674E-6,30.312307E-6,31.214802E-6,32.141693E-6,33.093520E-6,34.070831E-6,35.074182E-6,36.104132E-6,37.161251E-6,38.246113E-6,39.359298E-6,40.501395E-6,41.672997E-6,42.874702E-6,44.107117E-6,45.370853E-6,46.666527E-6,47.994760E-6,49.356181E-6,50.751422E-6,52.181120E-6,53.645919E-6,55.146465E-6,56.683409E-6,58.257409E-6,59.869122E-6,61.519214E-6,63.208352E-6,64.937207E-6,66.706454E-6,68.516769E-6,70.368835E-6,72.263334E-6,74.200952E-6,76.182378E-6,78.208303E-6,80.279419E-6,82.396421E-6,84.560005E-6,86.770869E-6,89.029713E-6,91.337235E-6,93.694137E-6,96.101122E-6,98.558890E-6,101.06815E-6,103.62959E-6,106.24393E-6,108.91186E-6,111.63409E-6,114.41132E-6,117.24425E-6
414E-3,12.219152E-6,12.605165E-6,13.002818E-6,13.412428E-6,13.834322E-6,14.268834E-6,14.716302E-6,15.177075E-6,15.651507E-6,16.139961E-6,16.642805E-6,17.160417E-6,17.693180E-6,18.241488E-6,18.805738E-6,19.386339E-6,19.983704E-6,20.598256E-6,21.230425E-6,21.880647E-6,22.549368E-6,23.237041E-6,23.944125E-6,24.671089E-6,25.418408E-6,26.186564E-6,26.976049E-6,27.787360E-6,28.621001E-6,29.477487E-6,30.357336E-6,31.261076E-6,32.189241E-6,33.142371E-6,34.121016E-6,35.125730E-6,36.157075E-6,37.215620E-6,38.301939E-6,39.416614E-6,40.560233E-6,41.733390E-6,42.936684E-6,44.170721E-6,45.436114E-6,46.733478E-6,48.063437E-6,49.426619E-6,50.823657E-6,52.255189E-6,53.721857E-6,55.224309E-6,56.763197E-6,58.339178E-6,59.952910E-6,61.605059E-6,63.296293E-6,65.027283E-6,66.798703E-6,68.611232E-6,70.465551E-6,72.362342E-6,74.302294E-6,76.286094E-6,78.314434E-6,80.388006E-6,82.507505E-6,84.673628E-6,86.887073E-6,89.148538E-6,91.458726E-6,93.818336E-6,96.228070E-6,98.688632E-6,101.20072E-6,103.76505E-6,106.38231E-6,109.05321E-6,111.77845E-6,114.55873E-6,117.39476E-6
416E-3,12.238157E-6,12.624748E-6,13.022995E-6,13.433216E-6,13.855738E-6,14.290894E-6,14.739026E-6,15.200480E-6,15.675611E-6,16.164784E-6,16.668366E-6,17.186735E-6,17.720277E-6,18.269383E-6,18.834454E-6,19.415895E-6,20.014124E-6,20.629561E-6,21.262638E-6,21.913792E-6,22.583468E-6,23.272120E-6,23.980208E-6,24.708201E-6,25.456574E-6,26.225811E-6,27.016402E-6,27.828846E-6,28.663649E-6,29.521323E-6,30.402389E-6,31.307374E-6,32.236813E-6,33.191247E-6,34.171226E-6,35.177304E-6,36.210044E-6,37.270015E-6,38.357792E-6,39.473957E-6,40.619098E-6,41.793810E-6,42.998693E-6,44.234352E-6,45.501401E-6,46.800457E-6,48.132142E-6,49.497086E-6,50.895921E-6,52.329285E-6,53.797823E-6,55.302182E-6,56.843014E-6,58.420975E-6,60.036727E-6,61.690933E-6,63.384263E-6,65.117387E-6,66.890981E-6,68.705723E-6,70.562294E-6,72.461379E-6,74.403664E-6,76.389837E-6,78.420591E-6,80.496619E-6,82.618615E-6,84.787276E-6,87.003301E-6,89.267389E-6,91.580241E-6,93.942557E-6,96.355041E-6,98.818395E-6,101.33332E-6,103.90052E-6,106.52071E-6,109.19457E-6,111.92282E-6,114.70615E-6,117.54528E-6
418E-3,12.257174E-6,12.644344E-6,13.043185E-6,13.454018E-6,13.877168E-6,14.312970E-6,14.761764E-6,15.223900E-6,15.699731E-6,16.189622E-6,16.693943E-6,17.213071E-6,17.747391E-6,18.297296E-6,18.863186E-6,19.445470E-6,20.044561E-6,20.660885E-6,21.294870E-6,21.946956E-6,22.617588E-6,23.307219E-6,24.016312E-6,24.745334E-6,25.494762E-6,26.265079E-6,27.056778E-6,27.870355E-6,28.706319E-6,29.565182E-6,30.447465E-6,31.353695E-6,32.284409E-6,33.240147E-6,34.221460E-6,35.228903E-6,36.263038E-6,37.324435E-6,38.413670E-6,39.531326E-6,40.677990E-6,41.854257E-6,43.060729E-6,44.298011E-6,45.566717E-6,46.867464E-6,48.200876E-6,49.567581E-6,50.968213E-6,52.403411E-6,53.873819E-6,55.380084E-6,56.922859E-6,58.502802E-6,60.120573E-6,61.776836E-6,63.472261E-6,65.207520E-6,66.983287E-6,68.800242E-6,70.659066E-6,72.560444E-6,74.505061E-6,76.493608E-6,78.526776E-6,80.605259E-6,82.729751E-6,84.900951E-6,87.119555E-6,89.386265E-6,91.701780E-6,94.066803E-6,96.482035E-6,98.948180E-6,101.46594E-6,104.03602E-6,106.65912E-6,109.33595E-6,112.06721E-6,114.85359E-6,117.69581E-6
420E-3,12.276205E-6,12.663953E-6,13.063389E-6,13.474833E-6,13.898612E-6,14.335059E-6,14.784517E-6,15.247335E-6,15.723867E-6,16.214477E-6,16.719536E-6,17.239423E-6,17.774521E-6,18.325226E-6,18.891937E-6,19.475062E-6,20.075017E-6,20.692227E-6,21.327121E-6,21.980139E-6,22.651727E-6,23.342339E-6,24.052436E-6,24.782488E-6,25.532971E-6,26.304369E-6,27.097175E-6,27.911887E-6,28.749013E-6,29.609065E-6,30.492565E-6,31.400041E-6,32.332030E-6,33.289073E-6,34.271720E-6,35.280527E-6,36.316058E-6,37.378882E-6,38.469576E-6,39.588721E-6,40.736908E-6,41.914732E-6,43.122793E-6,44.361698E-6,45.632061E-6,46.934500E-6,48.269638E-6,49.638105E-6,51.040534E-6,52.477566E-6,53.949843E-6,55.458015E-6,57.002735E-6,58.584659E-6,60.204448E-6,61.862769E-6,63.560290E-6,65.297683E-6,67.075624E-6,68.894792E-6,70.755868E-6,72.659538E-6,74.606488E-6,76.597408E-6,78.632990E-6,80.713928E-6,82.840916E-6,85.014653E-6,87.235837E-6,89.505167E-6,91.823346E-6,94.191074E-6,96.609054E-6,99.077990E-6,101.59858E-6,104.17154E-6,106.79756E-6,109.47735E-6,112.21162E-6,115.00105E-6,117.84637E-6
422E-3,12.295248E-6,12.683575E-6,13.083607E-6,13.495662E-6,13.920070E-6,14.357164E-6,14.807286E-6,15.270785E-6,15.748018E-6,16.239348E-6,16.745146E-6,17.265791E-6,17.801669E-6,18.353173E-6,18.920705E-6,19.504672E-6,20.105492E-6,20.723588E-6,21.359392E-6,22.013343E-6,22.685887E-6,23.377479E-6,24.088582E-6,24.819663E-6,25.571202E-6,26.343682E-6,27.137596E-6,27.953442E-6,28.791729E-6,29.652971E-6,30.537689E-6,31.446412E-6,32.379676E-6,33.338024E-6,34.322005E-6,35.332178E-6,36.369105E-6,37.433356E-6,38.525508E-6,39.646145E-6,40.795855E-6,41.975234E-6,43.184885E-6,44.425414E-6,45.697434E-6,47.001564E-6,48.338429E-6,49.708658E-6,51.112885E-6,52.551751E-6,54.025898E-6,55.535977E-6,57.082640E-6,58.666546E-6,60.288354E-6,61.948732E-6,63.648349E-6,65.387876E-6,67.167990E-6,68.989371E-6,70.852700E-6,72.758662E-6,74.707944E-6,76.701237E-6,78.739233E-6,80.822625E-6,82.952109E-6,85.128383E-6,87.352146E-6,89.624097E-6,91.944938E-6,94.315371E-6,96.736099E-6,99.207825E-6,101.73125E-6,104.30708E-6,106.93602E-6,109.61878E-6,112.35605E-6,115.14853E-6,117.99694E-6
424E-3,12.314304E-6,12.703211E-6,13.103838E-6,13.516506E-6,13.941542E-6,14.379283E-6,14.830069E-6,15.294251E-6,15.772185E-6,16.264235E-6,16.770773E-6,17.292177E-6,17.828834E-6,18.381138E-6,18.949491E-6,19.534301E-6,20.135986E-6,20.754969E-6,21.391683E-6,22.046566E-6,22.720067E-6,23.412640E-6,24.124748E-6,24.856860E-6,25.609455E-6,26.383017E-6,27.178039E-6,27.995021E-6,28.834470E-6,29.696902E-6,30.582838E-6,31.492807E-6,32.427347E-6,33.387000E-6,34.372317E-6,35.383855E-6,36.422178E-6,37.487856E-6,38.581468E-6,39.703596E-6,40.854829E-6,42.035766E-6,43.247006E-6,44.489158E-6,45.762836E-6,47.068658E-6,48.407250E-6,49.779241E-6,51.185266E-6,52.625965E-6,54.101983E-6,55.613969E-6,57.162576E-6,58.748463E-6,60.372291E-6,62.034727E-6,63.736439E-6,65.478100E-6,67.260388E-6,69.083981E-6,70.949562E-6,72.857816E-6,74.809431E-6,76.805097E-6,78.845506E-6,80.931352E-6,83.063332E-6,85.242142E-6,87.468483E-6,89.743055E-6,92.066558E-6,94.439695E-6,96.863170E-6,99.337685E-6,101.86394E-6,104.44265E-6,107.07451E-6,109.76022E-6,112.50050E-6,115.29603E-6,118.14753E-6
426E-3,12.333374E-6,12.722860E-6,13.124083E-6,13.537363E-6,13.963029E-6,14.401417E-6,14.852868E-6,15.317732E-6,15.796368E-6,16.289138E-6,16.796416E-6,17.318580E-6,17.856017E-6,18.409122E-6,18.978296E-6,19.563949E-6,20.166499E-6,20.786369E-6,21.423993E-6,22.079810E-6,22.754268E-6,23.447823E-6,24.160936E-6,24.894079E-6,25.647730E-6,26.422374E-6,27.218505E-6,28.036622E-6,28.877234E-6,29.740856E-6,30.628011E-6,31.539228E-6,32.475043E-6,33.436002E-6,34.422655E-6,35.435558E-6,36.475278E-6,37.542384E-6,38.637455E-6,39.761074E-6,40.913832E-6,42.096325E-6,43.309156E-6,44.552932E-6,45.828267E-6,47.135782E-6,48.476101E-6,49.849855E-6,51.257678E-6,52.700211E-6,54.178099E-6,55.691992E-6,57.242544E-6,58.830412E-6,60.456259E-6,62.120752E-6,63.824560E-6,65.568356E-6,67.352817E-6,69.178623E-6,71.046456E-6,72.957002E-6,74.910949E-6,76.908987E-6,78.951809E-6,81.040109E-6,83.174584E-6,85.355931E-6,87.584850E-6,89.862041E-6,92.188206E-6,94.564047E-6,96.990268E-6,99.467571E-6,101.99666E-6,104.57824E-6,107.21302E-6,109.90169E-6,112.64497E-6,115.44355E-6,118.29814E-6
428E-3,12.352457E-6,12.742523E-6,13.144342E-6,13.558235E-6,13.984531E-6,14.423566E-6,14.875682E-6,15.341229E-6,15.820567E-6,16.314058E-6,16.822076E-6,17.344999E-6,17.883217E-6,18.437123E-6,19.007119E-6,19.593616E-6,20.197031E-6,20.817789E-6,21.456323E-6,22.113074E-6,22.788490E-6,23.483026E-6,24.197146E-6,24.931321E-6,25.686028E-6,26.461755E-6,27.258994E-6,28.078248E-6,28.920023E-6,29.784836E-6,30.673209E-6,31.585673E-6,32.522766E-6,33.485030E-6,34.473019E-6,35.487289E-6,36.528405E-6,37.596940E-6,38.693471E-6,39.818582E-6,40.972864E-6,42.156914E-6,43.371335E-6,44.616735E-6,45.893729E-6,47.202936E-6,48.544983E-6,49.920499E-6,51.330121E-6,52.774488E-6,54.254247E-6,55.770047E-6,57.322543E-6,58.912393E-6,60.540260E-6,62.206810E-6,63.912713E-6,65.658643E-6,67.445278E-6,69.273296E-6,71.143382E-6,73.056220E-6,75.012499E-6,77.012909E-6,79.058144E-6,81.148898E-6,83.285867E-6,85.469750E-6,87.701247E-6,89.981057E-6,92.309883E-6,94.688428E-6,97.117394E-6,99.597486E-6,102.12941E-6,104.71386E-6,107.35155E-6,110.04319E-6,112.78947E-6,115.59109E-6,118.44877E-6
430E-3,12.371553E-6,12.762200E-6,13.164615E-6,13.579121E-6,14.006048E-6,14.445730E-6,14.898511E-6,15.364742E-6,15.844782E-6,16.338994E-6,16.847752E-6,17.371437E-6,17.910435E-6,18.465142E-6,19.035960E-6,19.623301E-6,20.227582E-6,20.849228E-6,21.488674E-6,22.146359E-6,22.822733E-6,23.518251E-6,24.233378E-6,24.968584E-6,25.724349E-6,26.501159E-6,27.299508E-6,28.119897E-6,28.962836E-6,29.828840E-6,30.718433E-6,31.632145E-6,32.570514E-6,33.534085E-6,34.523410E-6,35.539046E-6,36.581560E-6,37.651524E-6,38.749514E-6,39.876118E-6,41.031925E-6,42.217532E-6,43.433544E-6,44.680568E-6,45.959220E-6,47.270121E-6,48.613895E-6,49.991174E-6,51.402595E-6,52.848797E-6,54.330426E-6,55.848134E-6,57.402574E-6,58.994406E-6,60.624292E-6,62.292900E-6,64.000899E-6,65.748964E-6,67.537771E-6,69.368002E-6,71.240340E-6,73.155470E-6,75.114081E-6,77.116863E-6,79.164511E-6,81.257718E-6,83.397182E-6,85.583601E-6,87.817674E-6,90.100104E-6,92.431590E-6,94.812838E-6,97.244549E-6,99.727428E-6,102.26218E-6,104.84951E-6,107.49012E-6,110.18471E-6,112.93399E-6,115.73866E-6,118.59943E-6
432E-3,12.390663E-6,12.781890E-6,13.184903E-6,13.600022E-6,14.027579E-6,14.467909E-6,14.921356E-6,15.388272E-6,15.869013E-6,16.363947E-6,16.873446E-6,17.397892E-6,17.937671E-6,18.493179E-6,19.064821E-6,19.653006E-6,20.258153E-6,20.880688E-6,21.521045E-6,22.179665E-6,22.856997E-6,23.553498E-6,24.269631E-6,25.005870E-6,25.762692E-6,26.540586E-6,27.340044E-6,28.161571E-6,29.005673E-6,29.872869E-6,30.763681E-6,31.678642E-6,32.618289E-6,33.583167E-6,34.573828E-6,35.590832E-6,36.634743E-6,37.706136E-6,38.805587E-6,39.933683E-6,41.091015E-6,42.278180E-6,43.495783E-6,44.744432E-6,46.024743E-6,47.337337E-6,48.682839E-6,50.061881E-6,51.475100E-6,52.923137E-6,54.406638E-6,55.926253E-6,57.482638E-6,59.076452E-6,60.708358E-6,62.379023E-6,64.089118E-6,65.839317E-6,67.630298E-6,69.462742E-6,71.337331E-6,73.254753E-6,75.215695E-6,77.220850E-6,79.270910E-6,81.366571E-6,83.508529E-6,85.697483E-6,87.934134E-6,90.219181E-6,92.553328E-6,94.937278E-6,97.371734E-6,99.857400E-6,102.39498E-6,104.98518E-6,107.62870E-6,110.32625E-6,113.07854E-6,115.88625E-6,118.75011E-6
