time (s),VT("/out") -  VDC("/out") (V)
2.5180E-6,-3.5740366E-3
2.5185E-6,-3.8452239E-3
2.5190E-6,-4.1126089E-3
2.5195E-6,-4.3752982E-3
2.5200E-6,-4.6335023E-3
2.5205E-6,-4.8867212E-3
2.5210E-6,-5.1354337E-3
2.5215E-6,-5.3788625E-3
2.5220E-6,-5.6160869E-3
2.5225E-6,-5.8475787E-3
2.5230E-6,-6.0727571E-3
2.5235E-6,-6.2920296E-3
2.5240E-6,-6.5047465E-3
2.5245E-6,-6.7101744E-3
2.5250E-6,-6.9086474E-3
2.5255E-6,-7.0996992E-3
2.5260E-6,-7.2832470E-3
2.5265E-6,-7.4590413E-3
2.5270E-6,-7.6269219E-3
2.5275E-6,-7.7875717E-3
2.5280E-6,-7.9399825E-3
2.5285E-6,-8.0831211E-3
2.5290E-6,-8.2180446E-3
2.5295E-6,-8.3440478E-3
2.5300E-6,-8.4612592E-3
2.5305E-6,-8.5694332E-3
2.5310E-6,-8.6685120E-3
2.5315E-6,-8.7583644E-3
2.5320E-6,-8.8389077E-3
2.5325E-6,-8.9100510E-3
2.5330E-6,-8.9717217E-3
2.5335E-6,-9.0238535E-3
2.5340E-6,-9.0663916E-3
2.5345E-6,-9.0992910E-3
2.5350E-6,-9.1225169E-3
2.5355E-6,-9.1360446E-3
2.5360E-6,-9.1398600E-3
2.5365E-6,-9.1339590E-3
2.5370E-6,-9.1183477E-3
2.5375E-6,-9.0930428E-3
2.5380E-6,-9.0580710E-3
2.5385E-6,-9.0134693E-3
2.5390E-6,-8.9592847E-3
2.5395E-6,-8.8955747E-3
2.5400E-6,-8.8224066E-3
2.5405E-6,-8.7398578E-3
2.5410E-6,-8.6480156E-3
2.5415E-6,-8.5469770E-3
2.5420E-6,-8.4368490E-3
2.5425E-6,-8.3177480E-3
2.5430E-6,-8.1897999E-3
2.5435E-6,-8.0531401E-3
2.5440E-6,-7.9079131E-3
2.5445E-6,-7.7542723E-3
2.5450E-6,-7.5923804E-3
2.5455E-6,-7.4224085E-3
2.5460E-6,-7.2445364E-3
2.5465E-6,-7.0206484E-3
2.5470E-6,-6.8085836E-3
2.5475E-6,-6.6211915E-3
2.5480E-6,-6.4120213E-3
2.5485E-6,-6.2342587E-3
2.5490E-6,-6.0306636E-3
2.5495E-6,-5.7958867E-3
2.5500E-6,-5.5664723E-3
2.5505E-6,-5.3257777E-3
2.5510E-6,-5.0647778E-3
2.5515E-6,-4.8070181E-3
2.5520E-6,-4.5594692E-3
2.5525E-6,-4.3000050E-3
2.5530E-6,-4.0511483E-3
2.5535E-6,-3.7897058E-3
2.5540E-6,-3.5145124E-3
2.5545E-6,-3.2401124E-3
2.5550E-6,-2.9609744E-3
2.5555E-6,-2.6797285E-3
2.5560E-6,-2.3946242E-3
2.5565E-6,-2.1074530E-3
2.5570E-6,-1.8177452E-3
2.5575E-6,-1.5271894E-3
2.5580E-6,-1.2353834E-3
2.5585E-6,-942.10170E-6
2.5590E-6,-647.74339E-6
2.5595E-6,-352.76156E-6
2.5600E-6,-57.300783E-6
2.5605E-6,238.17191E-6
2.5610E-6,532.50963E-6
2.5615E-6,826.20097E-6
2.5620E-6,1.1196679E-3
2.5625E-6,1.4116494E-3
2.5630E-6,1.7022783E-3
2.5635E-6,1.9897103E-3
2.5640E-6,2.2750498E-3
2.5645E-6,2.5589976E-3
2.5650E-6,2.8397730E-3
2.5655E-6,3.1169278E-3
2.5660E-6,3.3906331E-3
2.5665E-6,3.6614072E-3
2.5670E-6,3.9280169E-3
2.5675E-6,4.1906198E-3
2.5680E-6,4.4476033E-3
2.5685E-6,4.6999248E-3
2.5690E-6,4.9481546E-3
2.5695E-6,5.1907674E-3
2.5700E-6,5.4280926E-3
2.5705E-6,5.6596074E-3
2.5710E-6,5.8851931E-3
2.5715E-6,6.1028631E-3
2.5720E-6,6.3142582E-3
2.5725E-6,6.5204374E-3
2.5730E-6,6.7190878E-3
2.5735E-6,6.9109707E-3
2.5740E-6,7.0954327E-3
2.5745E-6,7.2724878E-3
2.5750E-6,7.4418517E-3
2.5755E-6,7.6033903E-3
2.5760E-6,7.7552324E-3
2.5765E-6,7.8991760E-3
2.5770E-6,8.0363230E-3
2.5775E-6,8.1643217E-3
2.5780E-6,8.2840595E-3
2.5785E-6,8.3949358E-3
2.5790E-6,8.4970530E-3
2.5795E-6,8.5902013E-3
2.5800E-6,8.6743295E-3
2.5805E-6,8.7493266E-3
2.5810E-6,8.8151234E-3
2.5815E-6,8.8708408E-3
2.5820E-6,8.9174302E-3
2.5825E-6,8.9554130E-3
2.5830E-6,8.9836375E-3
2.5835E-6,9.0025890E-3
2.5840E-6,9.0120087E-3
2.5845E-6,9.0119973E-3
2.5850E-6,9.0025036E-3
2.5855E-6,8.9835612E-3
2.5860E-6,8.9551794E-3
2.5865E-6,8.9173931E-3
2.5870E-6,8.8702399E-3
2.5875E-6,8.8137709E-3
2.5880E-6,8.7480453E-3
2.5885E-6,8.6731327E-3
2.5890E-6,8.5891122E-3
2.5895E-6,8.4960729E-3
2.5900E-6,8.3941130E-3
2.5905E-6,8.2833404E-3
2.5910E-6,8.1638722E-3
2.5915E-6,8.0358347E-3
2.5920E-6,7.8993634E-3
2.5925E-6,7.7546025E-3
2.5930E-6,7.6017052E-3
2.5935E-6,7.4398594E-3
2.5940E-6,7.2701897E-3
2.5945E-6,7.0937385E-3
2.5950E-6,6.9094296E-3
2.5955E-6,6.7180434E-3
2.5960E-6,6.5195108E-3
2.5965E-6,6.3136482E-3
2.5970E-6,6.1009936E-3
2.5975E-6,5.8823292E-3
2.5980E-6,5.6572850E-3
2.5985E-6,5.4263777E-3
2.5990E-6,5.1897222E-3
2.5995E-6,4.9476288E-3
2.6000E-6,4.6991663E-3
2.6005E-6,4.4456198E-3
2.6010E-6,4.1883484E-3
2.6015E-6,3.9262194E-3
2.6020E-6,3.6597455E-3
2.6025E-6,3.3891131E-3
2.6030E-6,3.1152154E-3
2.6035E-6,2.8378898E-3
2.6040E-6,2.5576396E-3
2.6045E-6,2.2738588E-3
2.6050E-6,1.9874691E-3
2.6055E-6,1.6995735E-3
2.6060E-6,1.4096090E-3
2.6065E-6,1.1177615E-3
2.6070E-6,824.43670E-6
2.6075E-6,530.60998E-6
2.6080E-6,236.05127E-6
2.6085E-6,-58.676810E-6
2.6090E-6,-354.28197E-6
2.6095E-6,-649.73315E-6
2.6100E-6,-943.82201E-6
2.6105E-6,-1.2372261E-3
2.6110E-6,-1.5297080E-3
2.6115E-6,-1.8208765E-3
2.6120E-6,-2.1097320E-3
2.6125E-6,-2.3965330E-3
2.6130E-6,-2.6807141E-3
2.6135E-6,-2.9629285E-3
2.6140E-6,-3.2422066E-3
2.6145E-6,-3.5174171E-3
2.6150E-6,-3.7891931E-3
2.6155E-6,-4.0572565E-3
2.6160E-6,-4.3212871E-3
2.6165E-6,-4.5804078E-3
2.6170E-6,-4.8348215E-3
2.6175E-6,-5.0840372E-3
2.6180E-6,-5.3285129E-3
2.6185E-6,-5.5674948E-3
2.6190E-6,-5.8000880E-3
2.6195E-6,-6.0267445E-3
2.6200E-6,-6.2469000E-3
2.6205E-6,-6.4609373E-3
2.6210E-6,-6.6682341E-3
2.6215E-6,-6.8680857E-3
2.6220E-6,-7.0608051E-3
2.6225E-6,-7.2459446E-3
2.6230E-6,-7.4234219E-3
2.6235E-6,-7.5929965E-3
2.6240E-6,-7.7545136E-3
2.6245E-6,-7.9085992E-3
2.6250E-6,-8.0543156E-3
2.6255E-6,-8.1906944E-3
2.6260E-6,-8.3187163E-3
2.6265E-6,-8.4377222E-3
2.6270E-6,-8.5478301E-3
2.6275E-6,-8.6488101E-3
2.6280E-6,-8.7406081E-3
2.6285E-6,-8.8231026E-3
2.6290E-6,-8.8962178E-3
2.6295E-6,-8.9598709E-3
2.6300E-6,-9.0139972E-3
2.6305E-6,-9.0585383E-3
2.6310E-6,-9.0934476E-3
2.6315E-6,-9.1186880E-3
2.6320E-6,-9.1342328E-3
2.6325E-6,-9.1400656E-3
2.6330E-6,-9.1361802E-3
2.6335E-6,-9.1225807E-3
2.6340E-6,-9.0992816E-3
2.6345E-6,-9.0663074E-3
2.6350E-6,-9.0236931E-3
2.6355E-6,-8.9714836E-3
2.6360E-6,-8.9097343E-3
2.6365E-6,-8.8385103E-3
2.6370E-6,-8.7578871E-3
2.6375E-6,-8.6679498E-3
2.6380E-6,-8.5687936E-3
2.6385E-6,-8.4605234E-3
2.6390E-6,-8.3432536E-3
2.6395E-6,-8.2171082E-3
2.6400E-6,-8.0822206E-3
2.6405E-6,-7.9387336E-3
2.6410E-6,-7.7867987E-3
2.6415E-6,-7.6265768E-3
2.6420E-6,-7.4582371E-3
2.6425E-6,-7.2399354E-3
2.6430E-6,-7.0348454E-3
2.6435E-6,-6.8571744E-3
2.6440E-6,-6.6560927E-3
2.6445E-6,-6.4903862E-3
2.6450E-6,-6.2966257E-3
2.6455E-6,-6.0686515E-3
2.6460E-6,-5.8470278E-3
2.6465E-6,-5.6132290E-3
2.6470E-6,-5.3558935E-3
2.6475E-6,-5.1028621E-3
2.6480E-6,-4.8624123E-3
2.6485E-6,-4.6084828E-3
2.6490E-6,-4.3725549E-3
2.6495E-6,-4.0867164E-3
2.6500E-6,-3.8330315E-3
2.6505E-6,-3.5583694E-3
2.6510E-6,-3.2953347E-3
2.6515E-6,-3.0205962E-3
2.6520E-6,-2.7374920E-3
2.6525E-6,-2.4538834E-3
2.6530E-6,-2.1674131E-3
2.6535E-6,-1.8792206E-3
2.6540E-6,-1.5881975E-3
2.6545E-6,-1.2958810E-3
2.6550E-6,-1.0028614E-3
2.6555E-6,-709.09717E-6
2.6560E-6,-414.02221E-6
2.6565E-6,-118.76960E-6
2.6570E-6,176.41099E-6
2.6575E-6,471.10468E-6
2.6580E-6,765.65758E-6
2.6585E-6,1.0592348E-3
2.6590E-6,1.3508697E-3
2.6595E-6,1.6409706E-3
2.6600E-6,1.9299946E-3
2.6605E-6,2.2166739E-3
2.6610E-6,2.5011521E-3
2.6615E-6,2.7816319E-3
2.6620E-6,3.0591894E-3
2.6625E-6,3.3344980E-3
2.6630E-6,3.6058316E-3
2.6635E-6,3.8727777E-3
2.6640E-6,4.1354897E-3
2.6645E-6,4.3944535E-3
2.6650E-6,4.6484976E-3
2.6655E-6,4.8977701E-3
2.6660E-6,5.1407776E-3
2.6665E-6,5.3784002E-3
2.6670E-6,5.6111487E-3
2.6675E-6,5.8376173E-3
2.6680E-6,6.0581044E-3
2.6685E-6,6.2712844E-3
2.6690E-6,6.4779144E-3
2.6695E-6,6.6783674E-3
2.6700E-6,6.8714925E-3
2.6705E-6,7.0575209E-3
2.6710E-6,7.2360539E-3
2.6715E-6,7.4069964E-3
2.6720E-6,7.5701241E-3
2.6725E-6,7.7239612E-3
2.6730E-6,7.8698501E-3
2.6735E-6,8.0086314E-3
2.6740E-6,8.1384516E-3
2.6745E-6,8.2599646E-3
2.6750E-6,8.3726751E-3
2.6755E-6,8.4766339E-3
2.6760E-6,8.5716523E-3
2.6765E-6,8.6576664E-3
2.6770E-6,8.7345682E-3
2.6775E-6,8.8022843E-3
2.6780E-6,8.8607395E-3
2.6785E-6,8.9089783E-3
2.6790E-6,8.9480801E-3
2.6795E-6,8.9786408E-3
2.6800E-6,8.9993741E-3
2.6805E-6,9.0108392E-3
2.6810E-6,9.0127546E-3
2.6815E-6,9.0052431E-3
2.6820E-6,8.9882549E-3
2.6825E-6,8.9618347E-3
2.6830E-6,8.9259979E-3
2.6835E-6,8.8807884E-3
2.6840E-6,8.8262512E-3
2.6845E-6,8.7624451E-3
2.6850E-6,8.6894372E-3
2.6855E-6,8.6073049E-3
2.6860E-6,8.5161349E-3
2.6865E-6,8.4160237E-3
2.6870E-6,8.3070772E-3
2.6875E-6,8.1894105E-3
2.6880E-6,8.0631480E-3
2.6885E-6,7.9284234E-3
2.6890E-6,7.7853790E-3
2.6895E-6,7.6341661E-3
2.6900E-6,7.4739689E-3
2.6905E-6,7.3059145E-3
2.6910E-6,7.1310459E-3
2.6915E-6,6.9482785E-3
2.6920E-6,6.7583941E-3
2.6925E-6,6.5613206E-3
2.6930E-6,6.3568829E-3
2.6935E-6,6.1456091E-3
2.6940E-6,5.9282713E-3
2.6945E-6,5.7045089E-3
2.6950E-6,5.4748323E-3
2.6955E-6,5.2393575E-3
2.6960E-6,4.9983924E-3
2.6965E-6,4.7510183E-3
2.6970E-6,4.4985061E-3
2.6975E-6,4.2422024E-3
2.6980E-6,3.9809897E-3
2.6985E-6,3.7153756E-3
2.6990E-6,3.4455466E-3
2.6995E-6,3.1723901E-3
2.7000E-6,2.8957470E-3
2.7005E-6,2.6161176E-3
2.7010E-6,2.3329006E-3
2.7015E-6,2.0470131E-3
2.7020E-6,1.7595536E-3
2.7025E-6,1.4699636E-3
2.7030E-6,1.1784276E-3
2.7035E-6,885.35107E-6
2.7040E-6,591.70702E-6
2.7045E-6,297.26707E-6
2.7050E-6,2.5928301E-6
2.7055E-6,-293.02268E-6
2.7060E-6,-588.54908E-6
2.7065E-6,-882.77843E-6
2.7070E-6,-1.1763874E-3
2.7075E-6,-1.4691396E-3
2.7080E-6,-1.7606430E-3
2.7085E-6,-2.0498967E-3
2.7090E-6,-2.3371596E-3
2.7095E-6,-2.6218654E-3
2.7100E-6,-2.9046705E-3
2.7105E-6,-3.1846018E-3
2.7110E-6,-3.4605243E-3
2.7115E-6,-3.7330739E-3
2.7120E-6,-4.0019730E-3
2.7125E-6,-4.2668995E-3
2.7130E-6,-4.5269720E-3
2.7135E-6,-4.7823951E-3
2.7140E-6,-5.0326758E-3
2.7145E-6,-5.2782773E-3
2.7150E-6,-5.5184397E-3
2.7155E-6,-5.7522613E-3
2.7160E-6,-5.9801993E-3
2.7165E-6,-6.2016850E-3
2.7170E-6,-6.4171076E-3
2.7175E-6,-6.6258378E-3
2.7180E-6,-6.8271633E-3
2.7185E-6,-7.0214025E-3
2.7190E-6,-7.2081029E-3
2.7195E-6,-7.3871821E-3
2.7200E-6,-7.5583971E-3
2.7205E-6,-7.7215918E-3
2.7210E-6,-7.8774070E-3
2.7215E-6,-8.0248864E-3
2.7220E-6,-8.1630450E-3
2.7225E-6,-8.2928831E-3
2.7230E-6,-8.4137299E-3
2.7235E-6,-8.5257058E-3
2.7240E-6,-8.6285769E-3
2.7245E-6,-8.7222882E-3
2.7250E-6,-8.8067156E-3
2.7255E-6,-8.8817815E-3
2.7260E-6,-8.9474009E-3
2.7265E-6,-9.0035071E-3
2.7270E-6,-9.0500396E-3
2.7275E-6,-9.0869497E-3
2.7280E-6,-9.1141981E-3
2.7285E-6,-9.1317561E-3
2.7290E-6,-9.1396051E-3
2.7295E-6,-9.1377368E-3
2.7300E-6,-9.1261532E-3
2.7305E-6,-9.1048665E-3
2.7310E-6,-9.0738993E-3
2.7315E-6,-9.0332843E-3
2.7320E-6,-8.9830644E-3
2.7325E-6,-8.9232927E-3
2.7330E-6,-8.8540326E-3
2.7335E-6,-8.7753571E-3
2.7340E-6,-8.6873495E-3
2.7345E-6,-8.5901029E-3
2.7350E-6,-8.4837200E-3
2.7355E-6,-8.3683135E-3
2.7360E-6,-8.2440053E-3
2.7365E-6,-8.1109269E-3
2.7370E-6,-7.9692191E-3
2.7375E-6,-7.8190316E-3
2.7380E-6,-7.6605233E-3
2.7385E-6,-7.4938618E-3
2.7390E-6,-7.3192233E-3
2.7395E-6,-7.0959567E-3
2.7400E-6,-6.8855981E-3
2.7405E-6,-6.7018812E-3
2.7410E-6,-6.4953510E-3
2.7415E-6,-6.3229796E-3
2.7420E-6,-6.1233464E-3
2.7425E-6,-5.8905791E-3
2.7430E-6,-5.6639356E-3
2.7435E-6,-5.4255066E-3
2.7440E-6,-5.1648714E-3
2.7445E-6,-4.9082351E-3
2.7450E-6,-4.6633760E-3
2.7455E-6,-4.4057158E-3
2.7460E-6,-4.1605709E-3
2.7465E-6,-3.9017205E-3
2.7470E-6,-3.6277027E-3
2.7475E-6,-3.3549610E-3
2.7480E-6,-3.0770728E-3
2.7485E-6,-2.7970819E-3
2.7490E-6,-2.5130522E-3
2.7495E-6,-2.2268558E-3
2.7500E-6,-1.9374426E-3
2.7505E-6,-1.6474086E-3
2.7510E-6,-1.3564885E-3
2.7515E-6,-1.0637367E-3
2.7520E-6,-769.98179E-6
2.7525E-6,-475.26636E-6
2.7530E-6,-179.83156E-6
2.7535E-6,115.69345E-6
2.7540E-6,410.23685E-6
2.7545E-6,704.25201E-6
2.7550E-6,998.17661E-6
2.7555E-6,1.2907419E-3
2.7560E-6,1.5820834E-3
2.7565E-6,1.8703500E-3
2.7570E-6,2.1566494E-3
2.7575E-6,2.4416853E-3
2.7580E-6,2.7236709E-3
2.7585E-6,3.0021530E-3
2.7590E-6,3.2773051E-3
2.7595E-6,3.5496496E-3
2.7600E-6,3.8179453E-3
2.7605E-6,4.0823509E-3
2.7610E-6,4.3412377E-3
2.7615E-6,4.5955734E-3
2.7620E-6,4.8459367E-3
2.7625E-6,5.0907859E-3
2.7630E-6,5.3304545E-3
2.7635E-6,5.5644141E-3
2.7640E-6,5.7925450E-3
2.7645E-6,6.0128263E-3
2.7650E-6,6.2269280E-3
2.7655E-6,6.4359310E-3
2.7660E-6,6.6374817E-3
2.7665E-6,6.8323560E-3
2.7670E-6,7.0192040E-3
2.7675E-6,7.1987578E-3
2.7680E-6,7.3712451E-3
2.7685E-6,7.5357427E-3
2.7690E-6,7.6924202E-3
2.7695E-6,7.8409525E-3
2.7700E-6,7.9812566E-3
2.7705E-6,8.1131497E-3
2.7710E-6,8.2365082E-3
2.7715E-6,8.3511945E-3
2.7720E-6,8.4570905E-3
2.7725E-6,8.5526318E-3
2.7730E-6,8.6394803E-3
2.7735E-6,8.7186088E-3
2.7740E-6,8.7879482E-3
2.7745E-6,8.8483453E-3
2.7750E-6,8.8993099E-3
2.7755E-6,8.9409856E-3
2.7760E-6,8.9732368E-3
2.7765E-6,8.9960718E-3
2.7770E-6,9.0094469E-3
2.7775E-6,9.0133570E-3
2.7780E-6,9.0077937E-3
2.7785E-6,8.9927648E-3
2.7790E-6,8.9682855E-3
2.7795E-6,8.9343819E-3
2.7800E-6,8.8910897E-3
2.7805E-6,8.8384548E-3
2.7810E-6,8.7765329E-3
2.7815E-6,8.7053893E-3
2.7820E-6,8.6250994E-3
2.7825E-6,8.5357481E-3
2.7830E-6,8.4374298E-3
2.7835E-6,8.3302485E-3
2.7840E-6,8.2143175E-3
2.7845E-6,8.0897595E-3
2.7850E-6,7.9567061E-3
2.7855E-6,7.8152981E-3
2.7860E-6,7.6656850E-3
2.7865E-6,7.5080250E-3
2.7870E-6,7.3417913E-3
2.7875E-6,7.1677902E-3
2.7880E-6,6.9868372E-3
2.7885E-6,6.7982671E-3
2.7890E-6,6.6026763E-3
2.7895E-6,6.4000877E-3
2.7900E-6,6.1902541E-3
2.7905E-6,5.9737605E-3
2.7910E-6,5.7514095E-3
2.7915E-6,5.5228069E-3
2.7920E-6,5.2884863E-3
2.7925E-6,5.0485601E-3
2.7930E-6,4.8033450E-3
2.7935E-6,4.5518750E-3
2.7940E-6,4.2954743E-3
2.7945E-6,4.0355379E-3
2.7950E-6,3.7708897E-3
2.7955E-6,3.5020573E-3
2.7960E-6,3.2292260E-3
2.7965E-6,2.9533056E-3
2.7970E-6,2.6741240E-3
2.7975E-6,2.3921917E-3
2.7980E-6,2.1068910E-3
2.7985E-6,1.8191559E-3
2.7990E-6,1.5301011E-3
2.7995E-6,1.2391521E-3
2.8000E-6,946.49774E-6
2.8005E-6,652.54497E-6
2.8010E-6,358.27517E-6
2.8015E-6,63.453839E-6
2.8020E-6,-231.89564E-6
2.8025E-6,-527.27900E-6
2.8030E-6,-821.73028E-6
2.8035E-6,-1.1154864E-3
2.8040E-6,-1.4085164E-3
2.8045E-6,-1.7003318E-3
2.8050E-6,-1.9899749E-3
2.8055E-6,-2.2776844E-3
2.8060E-6,-2.5634091E-3
2.8065E-6,-2.8466848E-3
2.8070E-6,-3.1265881E-3
2.8075E-6,-3.4033442E-3
2.8080E-6,-3.6764183E-3
2.8085E-6,-3.9463945E-3
2.8090E-6,-4.2123759E-3
2.8095E-6,-4.4733085E-3
2.8100E-6,-4.7297665E-3
2.8105E-6,-4.9814636E-3
2.8110E-6,-5.2281191E-3
2.8115E-6,-5.4689393E-3
2.8120E-6,-5.7040870E-3
2.8125E-6,-5.9331192E-3
2.8130E-6,-6.1558842E-3
2.8135E-6,-6.3721044E-3
2.8140E-6,-6.5826049E-3
2.8145E-6,-6.7862052E-3
2.8150E-6,-6.9816692E-3
2.8155E-6,-7.1701425E-3
2.8160E-6,-7.3507967E-3
2.8165E-6,-7.5237333E-3
2.8170E-6,-7.6890648E-3
2.8175E-6,-7.8463338E-3
2.8180E-6,-7.9948674E-3
2.8185E-6,-8.1350772E-3
2.8190E-6,-8.2665503E-3
2.8195E-6,-8.3892709E-3
2.8200E-6,-8.5030518E-3
2.8205E-6,-8.6077994E-3
2.8210E-6,-8.7033905E-3
2.8215E-6,-8.7897299E-3
2.8220E-6,-8.8667234E-3
2.8225E-6,-8.9342910E-3
2.8230E-6,-8.9923606E-3
2.8235E-6,-9.0408711E-3
2.8240E-6,-9.0797710E-3
2.8245E-6,-9.1090193E-3
2.8250E-6,-9.1285850E-3
2.8255E-6,-9.1392173E-3
2.8260E-6,-9.1399710E-3
2.8265E-6,-9.1301028E-3
2.8270E-6,-9.1109236E-3
2.8275E-6,-9.0818481E-3
2.8280E-6,-9.0431891E-3
2.8285E-6,-8.9948561E-3
2.8290E-6,-8.9369614E-3
2.8295E-6,-8.8695378E-3
2.8300E-6,-8.7926697E-3
2.8305E-6,-8.7064324E-3
2.8310E-6,-8.6109198E-3
2.8315E-6,-8.5062317E-3
2.8320E-6,-8.3924793E-3
2.8325E-6,-8.2697828E-3
2.8330E-6,-8.1382719E-3
2.8335E-6,-7.9980856E-3
2.8340E-6,-7.8493723E-3
2.8345E-6,-7.6922892E-3
2.8350E-6,-7.5270024E-3
2.8355E-6,-7.3536867E-3
2.8360E-6,-7.1748913E-3
2.8365E-6,-6.9880961E-3
2.8370E-6,-6.7917462E-3
2.8375E-6,-6.5891591E-3
2.8380E-6,-6.3791020E-3
2.8385E-6,-6.1631609E-3
2.8390E-6,-5.9405696E-3
2.8395E-6,-5.7111925E-3
2.8400E-6,-5.4759642E-3
2.8405E-6,-5.2348114E-3
2.8410E-6,-4.9890347E-3
2.8415E-6,-4.7379481E-3
2.8420E-6,-4.4811635E-3
2.8425E-6,-4.2199296E-3
2.8430E-6,-3.9547826E-3
2.8435E-6,-3.6855576E-3
2.8440E-6,-3.4118877E-3
2.8445E-6,-3.1348451E-3
2.8450E-6,-2.8543589E-3
2.8455E-6,-2.5720981E-3
2.8460E-6,-2.2871107E-3
2.8465E-6,-1.9987938E-3
2.8470E-6,-1.7087784E-3
2.8475E-6,-1.4176255E-3
2.8480E-6,-1.1251319E-3
2.8485E-6,-830.78844E-6
2.8490E-6,-535.87060E-6
2.8495E-6,-240.24223E-6
2.8500E-6,54.223268E-6
2.8505E-6,348.63424E-6
2.8510E-6,643.69919E-6
2.8515E-6,937.60840E-6
2.8520E-6,1.2298443E-3
2.8525E-6,1.5206074E-3
2.8530E-6,1.8104533E-3
2.8535E-6,2.0980654E-3
2.8540E-6,2.3836087E-3
2.8545E-6,2.6652671E-3
2.8550E-6,2.9441264E-3
2.8555E-6,3.2208627E-3
2.8560E-6,3.4937414E-3
2.8565E-6,3.7623441E-3
2.8570E-6,4.0268270E-3
2.8575E-6,4.2876815E-3
2.8580E-6,4.5437261E-3
2.8585E-6,4.7951101E-3
2.8590E-6,5.0403218E-3
2.8595E-6,5.2802534E-3
2.8600E-6,5.5154247E-3
2.8605E-6,5.7444115E-3
2.8610E-6,5.9675169E-3
2.8615E-6,6.1833919E-3
2.8620E-6,6.3928088E-3
2.8625E-6,6.5961504E-3
2.8630E-6,6.7922443E-3
2.8635E-6,6.9813270E-3
2.8640E-6,7.1629928E-3
2.8645E-6,7.3371451E-3
2.8650E-6,7.5035553E-3
2.8655E-6,7.6607026E-3
2.8660E-6,7.8099710E-3
2.8665E-6,7.9522307E-3
2.8670E-6,8.0855713E-3
2.8675E-6,8.2106676E-3
2.8680E-6,8.3270091E-3
2.8685E-6,8.4346481E-3
2.8690E-6,8.5333896E-3
2.8695E-6,8.6231668E-3
2.8700E-6,8.7038672E-3
2.8705E-6,8.7754136E-3
2.8710E-6,8.8368400E-3
2.8715E-6,8.8891875E-3
2.8720E-6,8.9330338E-3
2.8725E-6,8.9671097E-3
2.8730E-6,8.9919460E-3
2.8735E-6,9.0072537E-3
2.8740E-6,9.0131384E-3
2.8745E-6,9.0095373E-3
2.8750E-6,8.9964806E-3
2.8755E-6,8.9739698E-3
2.8760E-6,8.9420344E-3
2.8765E-6,8.9007056E-3
2.8770E-6,8.8500282E-3
2.8775E-6,8.7900553E-3
2.8780E-6,8.7208506E-3
2.8785E-6,8.6424871E-3
2.8790E-6,8.5550478E-3
2.8795E-6,8.4586250E-3
2.8800E-6,8.3533209E-3
2.8805E-6,8.2392467E-3
2.8810E-6,8.1165230E-3
2.8815E-6,7.9852797E-3
2.8820E-6,7.8456556E-3
2.8825E-6,7.6977982E-3
2.8830E-6,7.5418639E-3
2.8835E-6,7.3769981E-3
2.8840E-6,7.2043770E-3
2.8845E-6,7.0250837E-3
2.8850E-6,6.8379859E-3
2.8855E-6,6.6438942E-3
2.8860E-6,6.4427298E-3
2.8865E-6,6.2343003E-3
2.8870E-6,6.0191588E-3
2.8875E-6,5.7981078E-3
2.8880E-6,5.5707583E-3
2.8885E-6,5.3376397E-3
2.8890E-6,5.0988644E-3
2.8895E-6,4.8547471E-3
2.8900E-6,4.6043342E-3
2.8905E-6,4.3489359E-3
2.8910E-6,4.0899346E-3
2.8915E-6,3.8261697E-3
2.8920E-6,3.5581633E-3
2.8925E-6,3.2861011E-3
2.8930E-6,3.0108872E-3
2.8935E-6,2.7323529E-3
2.8940E-6,2.4510060E-3
2.8945E-6,2.1662329E-3
2.8950E-6,1.8789634E-3
2.8955E-6,1.5903080E-3
2.8960E-6,1.2996965E-3
2.8965E-6,1.0073164E-3
2.8970E-6,713.57429E-6
2.8975E-6,419.44958E-6
2.8980E-6,124.70926E-6
2.8985E-6,-170.08238E-6
2.8990E-6,-465.63411E-6
2.8995E-6,-760.91388E-6
2.9000E-6,-1.0547129E-3
2.9005E-6,-1.3477102E-3
2.9010E-6,-1.6396661E-3
2.9015E-6,-1.9301915E-3
2.9020E-6,-2.2182890E-3
2.9025E-6,-2.5042164E-3
2.9030E-6,-2.7874099E-3
2.9035E-6,-3.0685170E-3
2.9040E-6,-3.3465744E-3
2.9045E-6,-3.6204578E-3
2.9050E-6,-3.8907950E-3
2.9055E-6,-4.1573069E-3
2.9060E-6,-4.4196772E-3
2.9065E-6,-4.6770368E-3
2.9070E-6,-4.9295846E-3
2.9075E-6,-5.1768345E-3
2.9080E-6,-5.4186268E-3
2.9085E-6,-5.6555573E-3
2.9090E-6,-5.8866402E-3
2.9095E-6,-6.1107083E-3
2.9100E-6,-6.3286412E-3
2.9105E-6,-6.5396890E-3
2.9110E-6,-6.7442911E-3
2.9115E-6,-6.9418276E-3
2.9120E-6,-7.1316657E-3
2.9125E-6,-7.3140716E-3
2.9130E-6,-7.4886352E-3
2.9135E-6,-7.6552729E-3
2.9140E-6,-7.8137615E-3
2.9145E-6,-7.9639553E-3
2.9150E-6,-8.1056853E-3
2.9155E-6,-8.2388062E-3
2.9160E-6,-8.3642099E-3
2.9165E-6,-8.4806785E-3
2.9170E-6,-8.5870874E-3
2.9175E-6,-8.6848377E-3
