time (s),VT("/out") -  VDC("/out") (V)
420.00E-9,-7.4971968E-3
420.50E-9,-7.3227483E-3
421.00E-9,-7.1405058E-3
421.50E-9,-6.9506619E-3
422.00E-9,-6.7175455E-3
422.50E-9,-6.4956304E-3
423.00E-9,-6.2967840E-3
423.50E-9,-6.0773989E-3
424.00E-9,-5.8580250E-3
424.50E-9,-5.6294730E-3
425.00E-9,-5.4215508E-3
425.50E-9,-5.1940452E-3
426.00E-9,-4.9399011E-3
426.50E-9,-4.6903321E-3
427.00E-9,-4.4312094E-3
427.50E-9,-4.1705456E-3
428.00E-9,-3.9044676E-3
428.50E-9,-3.6339255E-3
429.00E-9,-3.3596751E-3
429.50E-9,-3.0769576E-3
430.00E-9,-2.7946675E-3
430.50E-9,-2.5139577E-3
431.00E-9,-2.2284850E-3
431.50E-9,-1.9437210E-3
432.00E-9,-1.6548731E-3
432.50E-9,-1.3622417E-3
433.00E-9,-1.0691100E-3
433.50E-9,-775.29978E-6
434.00E-9,-480.94310E-6
434.50E-9,-185.35053E-6
435.00E-9,110.10094E-6
435.50E-9,405.59333E-6
436.00E-9,699.22672E-6
436.50E-9,992.12783E-6
437.00E-9,1.2850070E-3
437.50E-9,1.5760506E-3
438.00E-9,1.8647602E-3
438.50E-9,2.1513294E-3
439.00E-9,2.4363076E-3
439.50E-9,2.7183958E-3
440.00E-9,2.9977588E-3
440.50E-9,3.2726342E-3
441.00E-9,3.5440747E-3
441.50E-9,3.8127283E-3
442.00E-9,4.0769165E-3
442.50E-9,4.3362505E-3
443.00E-9,4.5908712E-3
443.50E-9,4.8412399E-3
444.00E-9,5.0862314E-3
444.50E-9,5.3259858E-3
445.00E-9,5.5600645E-3
445.50E-9,5.7869815E-3
446.00E-9,6.0078580E-3
446.50E-9,6.2234987E-3
447.00E-9,6.4320795E-3
447.50E-9,6.6341201E-3
448.00E-9,6.8283359E-3
448.50E-9,7.0154380E-3
449.00E-9,7.1957061E-3
449.50E-9,7.3681490E-3
450.00E-9,7.5329557E-3
450.50E-9,7.6897796E-3
451.00E-9,7.8385348E-3
451.50E-9,7.9790270E-3
452.00E-9,8.1111247E-3
452.50E-9,8.2346802E-3
453.00E-9,8.3495668E-3
453.50E-9,8.4540421E-3
454.00E-9,8.5499525E-3
454.50E-9,8.6383909E-3
455.00E-9,8.7170519E-3
455.50E-9,8.7868775E-3
456.00E-9,8.8473188E-3
456.50E-9,8.8985320E-3
457.00E-9,8.9403609E-3
457.50E-9,8.9728086E-3
458.00E-9,8.9958189E-3
458.50E-9,9.0093775E-3
459.00E-9,9.0134655E-3
459.50E-9,9.0080806E-3
460.00E-9,8.9932276E-3
460.50E-9,8.9689227E-3
461.00E-9,8.9351913E-3
461.50E-9,8.8920692E-3
462.00E-9,8.8396019E-3
462.50E-9,8.7778450E-3
463.00E-9,8.7068638E-3
463.50E-9,8.6267333E-3
464.00E-9,8.5375382E-3
464.50E-9,8.4393730E-3
465.00E-9,8.3323413E-3
465.50E-9,8.2165564E-3
466.00E-9,8.0921407E-3
466.50E-9,7.9592258E-3
467.00E-9,7.8179522E-3
467.50E-9,7.6684693E-3
468.00E-9,7.5109353E-3
468.50E-9,7.3449401E-3
469.00E-9,7.1711602E-3
469.50E-9,6.9903133E-3
470.00E-9,6.8018973E-3
470.50E-9,6.6064330E-3
471.00E-9,6.4039779E-3
471.50E-9,6.1942694E-3
472.00E-9,5.9778992E-3
472.50E-9,5.7556656E-3
473.00E-9,5.5271767E-3
473.50E-9,5.2929648E-3
474.00E-9,5.0531429E-3
474.50E-9,4.8080271E-3
475.00E-9,4.5566528E-3
475.50E-9,4.3003427E-3
476.00E-9,4.0404908E-3
476.50E-9,3.7759225E-3
477.00E-9,3.5071647E-3
477.50E-9,3.2344027E-3
478.00E-9,2.9585461E-3
478.50E-9,2.6794228E-3
479.00E-9,2.3975433E-3
479.50E-9,2.1122899E-3
480.00E-9,1.8245967E-3
480.50E-9,1.5355776E-3
481.00E-9,1.2446587E-3
481.50E-9,952.02877E-6
482.00E-9,658.09460E-6
482.50E-9,363.83744E-6
483.00E-9,69.022916E-6
483.50E-9,-226.32564E-6
484.00E-9,-521.71396E-6
484.50E-9,-816.17612E-6
485.00E-9,-1.1099490E-3
485.50E-9,-1.4030016E-3
486.00E-9,-1.6948457E-3
486.50E-9,-1.9845230E-3
487.00E-9,-2.2722727E-3
487.50E-9,-2.5580435E-3
488.00E-9,-2.8413709E-3
488.50E-9,-3.1213316E-3
489.00E-9,-3.3981507E-3
489.50E-9,-3.6712932E-3
490.00E-9,-3.9413437E-3
490.50E-9,-4.2074049E-3
491.00E-9,-4.4684223E-3
491.50E-9,-4.7249704E-3
492.00E-9,-4.9767630E-3
492.50E-9,-5.2235191E-3
493.00E-9,-5.4644447E-3
493.50E-9,-5.6997026E-3
494.00E-9,-5.9288497E-3
494.50E-9,-6.1517341E-3
495.00E-9,-6.3680781E-3
495.50E-9,-6.5787079E-3
496.00E-9,-6.7824418E-3
496.50E-9,-6.9780424E-3
497.00E-9,-7.1666567E-3
497.50E-9,-7.3474552E-3
498.00E-9,-7.5205400E-3
498.50E-9,-7.6860238E-3
499.00E-9,-7.8434485E-3
499.50E-9,-7.9921402E-3
500.00E-9,-8.1325113E-3
500.50E-9,-8.2641484E-3
501.00E-9,-8.3870355E-3
501.50E-9,-8.5009854E-3
502.00E-9,-8.6059042E-3
502.50E-9,-8.7016685E-3
503.00E-9,-8.7881829E-3
503.50E-9,-8.8653532E-3
504.00E-9,-8.9330990E-3
504.50E-9,-8.9913482E-3
505.00E-9,-9.0400393E-3
505.50E-9,-9.0791208E-3
506.00E-9,-9.1085514E-3
506.50E-9,-9.1290646E-3
507.00E-9,-9.1397244E-3
507.50E-9,-9.1397797E-3
508.00E-9,-9.1305059E-3
508.50E-9,-9.1113190E-3
509.00E-9,-9.0825157E-3
509.50E-9,-9.0439979E-3
510.00E-9,-8.9958660E-3
510.50E-9,-8.9381432E-3
511.00E-9,-8.8709035E-3
511.50E-9,-8.7942119E-3
512.00E-9,-8.7081524E-3
512.50E-9,-8.6128146E-3
513.00E-9,-8.5083000E-3
513.50E-9,-8.3947187E-3
514.00E-9,-8.2721912E-3
514.50E-9,-8.1408468E-3
515.00E-9,-8.0008244E-3
515.50E-9,-7.8522723E-3
516.00E-9,-7.6953473E-3
516.50E-9,-7.5302155E-3
517.00E-9,-7.3570516E-3
517.50E-9,-7.1783809E-3
518.00E-9,-6.9917106E-3
518.50E-9,-6.7955056E-3
519.00E-9,-6.5930483E-3
519.50E-9,-6.3831220E-3
520.00E-9,-6.1673041E-3
520.50E-9,-5.9448327E-3
521.00E-9,-5.7155711E-3
521.50E-9,-5.4804535E-3
522.00E-9,-5.2394067E-3
522.50E-9,-4.9937304E-3
523.00E-9,-4.7427390E-3
523.50E-9,-4.4860453E-3
524.00E-9,-4.2248967E-3
524.50E-9,-3.9598293E-3
525.00E-9,-3.6906786E-3
525.50E-9,-3.4170777E-3
526.00E-9,-3.1400986E-3
526.50E-9,-2.8596703E-3
527.00E-9,-2.5774613E-3
527.50E-9,-2.2925199E-3
528.00E-9,-2.0042436E-3
528.50E-9,-1.7142629E-3
529.00E-9,-1.4231387E-3
529.50E-9,-1.1306680E-3
530.00E-9,-836.34171E-6
530.50E-9,-541.43506E-6
531.00E-9,-245.81201E-6
531.50E-9,48.654177E-6
532.00E-9,343.07172E-6
532.50E-9,638.14904E-6
533.00E-9,932.07652E-6
533.50E-9,1.2243364E-3
534.00E-9,1.5151294E-3
534.50E-9,1.8050109E-3
535.00E-9,2.0926645E-3
535.50E-9,2.3782548E-3
536.00E-9,2.6599656E-3
536.50E-9,2.9388829E-3
537.00E-9,3.2156829E-3
537.50E-9,3.4886307E-3
538.00E-9,3.7573075E-3
538.50E-9,4.0218698E-3
539.00E-9,4.2828091E-3
539.50E-9,4.5389436E-3
540.00E-9,4.7904226E-3
540.50E-9,5.0357334E-3
541.00E-9,5.2757689E-3
541.50E-9,5.5110494E-3
542.00E-9,5.7401497E-3
542.50E-9,5.9633731E-3
543.00E-9,6.1793698E-3
543.50E-9,6.3889125E-3
544.00E-9,6.5923845E-3
544.50E-9,6.7886125E-3
545.00E-9,6.9778333E-3
545.50E-9,7.1596407E-3
546.00E-9,7.3339382E-3
546.50E-9,7.5004969E-3
547.00E-9,7.6577940E-3
547.50E-9,7.8072154E-3
548.00E-9,7.9496326E-3
548.50E-9,8.0831327E-3
549.00E-9,8.2083913E-3
549.50E-9,8.3248974E-3
550.00E-9,8.4327033E-3
550.50E-9,8.5316136E-3
551.00E-9,8.6215614E-3
551.50E-9,8.7024342E-3
552.00E-9,8.7741545E-3
552.50E-9,8.8357534E-3
553.00E-9,8.8882751E-3
553.50E-9,8.9322988E-3
554.00E-9,8.9665519E-3
554.50E-9,8.9915663E-3
555.00E-9,9.0070524E-3
555.50E-9,9.0131157E-3
556.00E-9,9.0096933E-3
556.50E-9,8.9968150E-3
557.00E-9,8.9744823E-3
557.50E-9,8.9427244E-3
558.00E-9,8.9015723E-3
558.50E-9,8.8510708E-3
559.00E-9,8.7912726E-3
559.50E-9,8.7222413E-3
560.00E-9,8.6440498E-3
560.50E-9,8.5567807E-3
561.00E-9,8.4605264E-3
561.50E-9,8.3553887E-3
562.00E-9,8.2414787E-3
562.50E-9,8.1189168E-3
563.00E-9,7.9878328E-3
563.50E-9,7.8483652E-3
564.00E-9,7.7006615E-3
564.50E-9,7.5448778E-3
565.00E-9,7.3801658E-3
565.50E-9,7.2076943E-3
566.00E-9,7.0285413E-3
566.50E-9,6.8415829E-3
567.00E-9,6.6476255E-3
567.50E-9,6.4465921E-3
568.00E-9,6.2382902E-3
568.50E-9,6.0232723E-3
569.00E-9,5.8023398E-3
569.50E-9,5.5751049E-3
570.00E-9,5.3420960E-3
570.50E-9,5.1034259E-3
571.00E-9,4.8594089E-3
571.50E-9,4.6090926E-3
572.00E-9,4.3537861E-3
572.50E-9,4.0948704E-3
573.00E-9,3.8311863E-3
573.50E-9,3.5632556E-3
574.00E-9,3.2912639E-3
574.50E-9,3.0161149E-3
575.00E-9,2.7376400E-3
575.50E-9,2.4563470E-3
576.00E-9,2.1716225E-3
576.50E-9,1.8843960E-3
577.00E-9,1.5957776E-3
577.50E-9,1.3051973E-3
578.00E-9,1.0128428E-3
578.50E-9,719.12056E-6
579.00E-9,425.00969E-6
579.50E-9,130.27740E-6
580.00E-9,-164.51211E-6
580.50E-9,-460.06757E-6
581.00E-9,-755.35697E-6
581.50E-9,-1.0491715E-3
582.00E-9,-1.3421902E-3
582.50E-9,-1.6341734E-3
583.00E-9,-1.9247321E-3
583.50E-9,-2.2128685E-3
584.00E-9,-2.4988406E-3
584.50E-9,-2.7820846E-3
585.00E-9,-3.0632481E-3
585.50E-9,-3.3413675E-3
586.00E-9,-3.6153182E-3
586.50E-9,-3.8857284E-3
587.00E-9,-4.1523188E-3
587.50E-9,-4.4147731E-3
588.00E-9,-4.6722217E-3
588.50E-9,-4.9248637E-3
589.00E-9,-5.1722128E-3
589.50E-9,-5.4141093E-3
590.00E-9,-5.6511495E-3
590.50E-9,-5.8823470E-3
591.00E-9,-6.1065336E-3
591.50E-9,-6.3245897E-3
592.00E-9,-6.5357650E-3
592.50E-9,-6.7404994E-3
593.00E-9,-6.9381723E-3
593.50E-9,-7.1281504E-3
594.00E-9,-7.3107001E-3
594.50E-9,-7.4854111E-3
595.00E-9,-7.6521997E-3
595.50E-9,-7.8108424E-3
596.00E-9,-7.9611935E-3
596.50E-9,-8.1030837E-3
597.00E-9,-8.2363677E-3
597.50E-9,-8.3619393E-3
598.00E-9,-8.4785781E-3
598.50E-9,-8.5851574E-3
599.00E-9,-8.6830811E-3
599.50E-9,-8.7715397E-3
600.00E-9,-8.8507684E-3
600.50E-9,-8.9205303E-3
601.00E-9,-8.9808228E-3
601.50E-9,-9.0315491E-3
602.00E-9,-9.0726710E-3
602.50E-9,-9.1041378E-3
603.00E-9,-9.1259196E-3
603.50E-9,-9.1379917E-3
604.00E-9,-9.1403421E-3
604.50E-9,-9.1329681E-3
605.00E-9,-9.1158775E-3
605.50E-9,-9.0890883E-3
606.00E-9,-9.0526290E-3
606.50E-9,-9.0065381E-3
607.00E-9,-8.9508642E-3
607.50E-9,-8.8856664E-3
608.00E-9,-8.8110134E-3
608.50E-9,-8.7269844E-3
609.00E-9,-8.6336680E-3
609.50E-9,-8.5311631E-3
610.00E-9,-8.4195780E-3
610.50E-9,-8.2990307E-3
611.00E-9,-8.1696487E-3
611.50E-9,-8.0315688E-3
612.00E-9,-7.8849370E-3
612.50E-9,-7.7299084E-3
613.00E-9,-7.5666469E-3
613.50E-9,-7.3953252E-3
614.00E-9,-7.2170832E-3
614.50E-9,-7.0310666E-3
615.00E-9,-6.8367978E-3
615.50E-9,-6.6356162E-3
616.00E-9,-6.4272069E-3
616.50E-9,-6.2127158E-3
617.00E-9,-5.9915851E-3
617.50E-9,-5.7635923E-3
618.00E-9,-5.5297026E-3
618.50E-9,-5.2898263E-3
619.00E-9,-5.0452603E-3
619.50E-9,-4.7953231E-3
620.00E-9,-4.5396345E-3
620.50E-9,-4.2794307E-3
621.00E-9,-4.0152468E-3
621.50E-9,-3.7469193E-3
622.00E-9,-3.4740855E-3
622.50E-9,-3.1978111E-3
623.00E-9,-2.9146941E-3
623.50E-9,-2.6313908E-3
624.00E-9,-2.3485482E-3
624.50E-9,-2.0617172E-3
625.00E-9,-1.7745819E-3
625.50E-9,-1.4842375E-3
626.00E-9,-1.1910380E-3
626.50E-9,-897.17244E-6
627.00E-9,-602.97486E-6
627.50E-9,-308.33924E-6
628.00E-9,-12.682678E-6
628.50E-9,282.66495E-6
629.00E-9,577.86385E-6
629.50E-9,871.02481E-6
630.00E-9,1.1632712E-3
630.50E-9,1.4553156E-3
631.00E-9,1.7453443E-3
631.50E-9,2.0328651E-3
632.00E-9,2.3180691E-3
632.50E-9,2.6015031E-3
633.00E-9,2.8818744E-3
633.50E-9,3.1593475E-3
634.00E-9,3.4321766E-3
634.50E-9,3.7014040E-3
635.00E-9,3.9676689E-3
635.50E-9,4.2293101E-3
636.00E-9,4.4859471E-3
636.50E-9,4.7377164E-3
637.00E-9,4.9850703E-3
637.50E-9,5.2269003E-3
638.00E-9,5.4633435E-3
638.50E-9,5.6939677E-3
639.00E-9,5.9173215E-3
639.50E-9,6.1344988E-3
640.00E-9,6.3462816E-3
640.50E-9,6.5508879E-3
641.00E-9,6.7488241E-3
641.50E-9,6.9388427E-3
642.00E-9,7.1216319E-3
642.50E-9,7.2974576E-3
643.00E-9,7.4653603E-3
643.50E-9,7.6255213E-3
644.00E-9,7.7776047E-3
644.50E-9,7.9215269E-3
645.00E-9,8.0571000E-3
645.50E-9,8.1841970E-3
646.00E-9,8.3026761E-3
646.50E-9,8.4124154E-3
647.00E-9,8.5117755E-3
647.50E-9,8.6024960E-3
648.00E-9,8.6856002E-3
648.50E-9,8.7589195E-3
649.00E-9,8.8233407E-3
649.50E-9,8.8783486E-3
650.00E-9,8.9240923E-3
650.50E-9,8.9604275E-3
651.00E-9,8.9873601E-3
651.50E-9,9.0048410E-3
652.00E-9,9.0128614E-3
652.50E-9,9.0114083E-3
653.00E-9,9.0004854E-3
653.50E-9,8.9801032E-3
654.00E-9,8.9502836E-3
654.50E-9,8.9110581E-3
655.00E-9,8.8624683E-3
655.50E-9,8.8045654E-3
656.00E-9,8.7374107E-3
656.50E-9,8.6610752E-3
657.00E-9,8.5756396E-3
657.50E-9,8.4811943E-3
658.00E-9,8.3778392E-3
658.50E-9,8.2656836E-3
659.00E-9,8.1448460E-3
659.50E-9,8.0154542E-3
660.00E-9,7.8776451E-3
660.50E-9,7.7315645E-3
661.00E-9,7.5773667E-3
661.50E-9,7.4152148E-3
662.00E-9,7.2445128E-3
662.50E-9,7.0661495E-3
663.00E-9,6.8810061E-3
663.50E-9,6.6883259E-3
664.00E-9,6.4887543E-3
664.50E-9,6.2822975E-3
665.00E-9,6.0686961E-3
665.50E-9,5.8485573E-3
666.00E-9,5.6227141E-3
666.50E-9,5.3907441E-3
667.00E-9,5.1531992E-3
667.50E-9,4.9101885E-3
668.00E-9,4.6620348E-3
668.50E-9,4.4077390E-3
669.00E-9,4.1486626E-3
669.50E-9,3.8862349E-3
670.00E-9,3.6192383E-3
670.50E-9,3.3482145E-3
671.00E-9,3.0733478E-3
671.50E-9,2.7955636E-3
672.00E-9,2.5146807E-3
672.50E-9,2.2312165E-3
673.00E-9,1.9445422E-3
673.50E-9,1.6556035E-3
674.00E-9,1.3655255E-3
674.50E-9,1.0737232E-3
675.00E-9,780.38851E-6
675.50E-9,485.92902E-6
676.00E-9,191.33148E-6
676.50E-9,-103.64261E-6
677.00E-9,-398.96794E-6
677.50E-9,-694.15071E-6
678.00E-9,-988.22407E-6
678.50E-9,-1.2814264E-3
679.00E-9,-1.5737240E-3
679.50E-9,-1.8646312E-3
680.00E-9,-2.1531932E-3
680.50E-9,-2.4396479E-3
681.00E-9,-2.7239409E-3
681.50E-9,-3.0056124E-3
682.00E-9,-3.2837462E-3
682.50E-9,-3.5585643E-3
683.00E-9,-3.8295362E-3
683.50E-9,-4.0972340E-3
684.00E-9,-4.3607742E-3
684.50E-9,-4.6191170E-3
685.00E-9,-4.8728255E-3
685.50E-9,-5.1216130E-3
686.00E-9,-5.3652051E-3
686.50E-9,-5.6028228E-3
687.00E-9,-5.8346219E-3
687.50E-9,-6.0601679E-3
688.00E-9,-6.2793104E-3
688.50E-9,-6.4917767E-3
689.00E-9,-6.6983591E-3
689.50E-9,-6.8979156E-3
690.00E-9,-7.0892474E-3
690.50E-9,-7.2734591E-3
691.00E-9,-7.4497477E-3
691.50E-9,-7.6182099E-3
692.00E-9,-7.7789426E-3
692.50E-9,-7.9315127E-3
693.00E-9,-8.0752769E-3
693.50E-9,-8.2106215E-3
694.00E-9,-8.3371529E-3
694.50E-9,-8.4548539E-3
695.00E-9,-8.5635457E-3
695.50E-9,-8.6631387E-3
696.00E-9,-8.7535158E-3
696.50E-9,-8.8345868E-3
697.00E-9,-8.9062635E-3
697.50E-9,-8.9684714E-3
698.00E-9,-9.0211440E-3
698.50E-9,-9.0642259E-3
699.00E-9,-9.0976714E-3
699.50E-9,-9.1214452E-3
700.00E-9,-9.1355223E-3
700.50E-9,-9.1398875E-3
701.00E-9,-9.1345365E-3
701.50E-9,-9.1194748E-3
702.00E-9,-9.0947183E-3
702.50E-9,-9.0602932E-3
703.00E-9,-9.0162360E-3
703.50E-9,-8.9625932E-3
704.00E-9,-8.8994216E-3
704.50E-9,-8.8267878E-3
705.00E-9,-8.7447689E-3
705.50E-9,-8.6534514E-3
706.00E-9,-8.5529321E-3
706.50E-9,-8.4433170E-3
707.00E-9,-8.3247222E-3
707.50E-9,-8.1972732E-3
708.00E-9,-8.0611045E-3
708.50E-9,-7.9163604E-3
709.00E-9,-7.7631937E-3
709.50E-9,-7.6017666E-3
710.00E-9,-7.4322496E-3
710.50E-9,-7.2548221E-3
711.00E-9,-7.0696717E-3
711.50E-9,-6.8409040E-3
712.00E-9,-6.6232380E-3
712.50E-9,-6.4286620E-3
713.00E-9,-6.2133355E-3
713.50E-9,-5.9979105E-3
714.00E-9,-5.7731441E-3
714.50E-9,-5.5691726E-3
715.00E-9,-5.3453313E-3
715.50E-9,-5.0944609E-3
716.00E-9,-4.8481078E-3
716.50E-9,-4.5919830E-3
717.00E-9,-4.3341459E-3
717.50E-9,-4.0707085E-3
718.00E-9,-3.8026530E-3
718.50E-9,-3.5306990E-3
719.00E-9,-3.2497909E-3
719.50E-9,-2.9692757E-3
720.00E-9,-2.6904155E-3
720.50E-9,-2.4064855E-3
721.00E-9,-2.1233390E-3
721.50E-9,-1.8357704E-3
722.00E-9,-1.5440610E-3
722.50E-9,-1.2517352E-3
723.00E-9,-958.49686E-6
723.50E-9,-664.53401E-6
724.00E-9,-369.13674E-6
724.50E-9,-73.687879E-6
725.00E-9,221.99744E-6
725.50E-9,516.01820E-6
726.00E-9,809.50000E-6
726.50E-9,1.1031520E-3
727.00E-9,1.3951610E-3
727.50E-9,1.6850223E-3
728.00E-9,1.9729320E-3
728.50E-9,2.2594418E-3
729.00E-9,2.5432467E-3
729.50E-9,2.8245118E-3
730.00E-9,3.1014579E-3
730.50E-9,3.3751483E-3
731.00E-9,3.6462396E-3
731.50E-9,3.9130359E-3
732.00E-9,4.1751400E-3
732.50E-9,4.4326971E-3
733.00E-9,4.6861776E-3
733.50E-9,4.9344395E-3
734.00E-9,5.1776257E-3
734.50E-9,5.4152910E-3
735.00E-9,5.6459132E-3
735.50E-9,5.8706423E-3
736.00E-9,6.0903065E-3
736.50E-9,6.3030378E-3
737.00E-9,6.5093698E-3
737.50E-9,6.7079787E-3
738.00E-9,6.8996000E-3
738.50E-9,7.0845278E-3
739.00E-9,7.2617378E-3
739.50E-9,7.4314267E-3
740.00E-9,7.5932371E-3
740.50E-9,7.7470804E-3
741.00E-9,7.8927556E-3
741.50E-9,8.0301265E-3
742.00E-9,8.1590395E-3
742.50E-9,8.2778414E-3
743.00E-9,8.3882155E-3
743.50E-9,8.4911720E-3
744.00E-9,8.5845573E-3
744.50E-9,8.6692205E-3
745.00E-9,8.7446327E-3
745.50E-9,8.8109177E-3
746.00E-9,8.8679112E-3
746.50E-9,8.9155965E-3
747.00E-9,8.9539030E-3
747.50E-9,8.9827996E-3
748.00E-9,9.0022513E-3
748.50E-9,9.0122396E-3
749.00E-9,9.0127530E-3
749.50E-9,9.0037915E-3
750.00E-9,8.9853641E-3
750.50E-9,8.9574907E-3
751.00E-9,8.9202005E-3
751.50E-9,8.8735330E-3
752.00E-9,8.8175376E-3
752.50E-9,8.7522735E-3
753.00E-9,8.6778097E-3
753.50E-9,8.5942250E-3
754.00E-9,8.5016077E-3
754.50E-9,8.4000558E-3
755.00E-9,8.2896767E-3
755.50E-9,8.1705870E-3
756.00E-9,8.0429128E-3
756.50E-9,7.9067890E-3
757.00E-9,7.7623597E-3
757.50E-9,7.6097774E-3
758.00E-9,7.4492036E-3
758.50E-9,7.2808081E-3
759.00E-9,7.1041095E-3
759.50E-9,6.9198753E-3
760.00E-9,6.7289038E-3
760.50E-9,6.5306057E-3
761.00E-9,6.3255577E-3
761.50E-9,6.1138064E-3
762.00E-9,5.8950448E-3
762.50E-9,5.6699258E-3
763.00E-9,5.4393185E-3
763.50E-9,5.2027633E-3
764.00E-9,4.9608364E-3
764.50E-9,4.7136426E-3
765.00E-9,4.4615133E-3
765.50E-9,4.2034032E-3
766.00E-9,3.9407256E-3
766.50E-9,3.6749567E-3
767.00E-9,3.4048217E-3
767.50E-9,3.1308820E-3
768.00E-9,2.8533201E-3
768.50E-9,2.5730826E-3
769.00E-9,2.2899758E-3
769.50E-9,2.0045264E-3
770.00E-9,1.7160913E-3
770.50E-9,1.4256308E-3
771.00E-9,1.1342844E-3
771.50E-9,841.45252E-6
772.00E-9,547.33182E-6
772.50E-9,252.33030E-6
773.00E-9,-42.558766E-6
773.50E-9,-337.57893E-6
774.00E-9,-632.70196E-6
774.50E-9,-927.43522E-6
775.00E-9,-1.2208116E-3
775.50E-9,-1.5130710E-3
776.00E-9,-1.8041758E-3
776.50E-9,-2.0936443E-3
777.00E-9,-2.3805272E-3
777.50E-9,-2.6650606E-3
778.00E-9,-2.9471854E-3
778.50E-9,-3.2264486E-3
779.00E-9,-3.5019447E-3
779.50E-9,-3.7738908E-3
780.00E-9,-4.0417630E-3
780.50E-9,-4.3061159E-3
781.00E-9,-4.5660854E-3
781.50E-9,-4.8206526E-3
782.00E-9,-5.0703647E-3
782.50E-9,-5.3149339E-3
783.00E-9,-5.5540954E-3
783.50E-9,-5.7870912E-3
784.00E-9,-6.0140671E-3
784.50E-9,-6.2346008E-3
785.00E-9,-6.4485437E-3
785.50E-9,-6.6556303E-3
786.00E-9,-6.8566066E-3
786.50E-9,-7.0503852E-3
787.00E-9,-7.2358196E-3
787.50E-9,-7.4139569E-3
788.00E-9,-7.5840303E-3
788.50E-9,-7.7461291E-3
789.00E-9,-7.9003296E-3
789.50E-9,-8.0462321E-3
790.00E-9,-8.1832343E-3
790.50E-9,-8.3116881E-3
791.00E-9,-8.4312264E-3
791.50E-9,-8.5418303E-3
792.00E-9,-8.6433330E-3
792.50E-9,-8.7356502E-3
793.00E-9,-8.8186736E-3
793.50E-9,-8.8923204E-3
794.00E-9,-8.9565104E-3
794.50E-9,-9.0111768E-3
795.00E-9,-9.0562613E-3
795.50E-9,-9.0917164E-3
796.00E-9,-9.1175045E-3
796.50E-9,-9.1335985E-3
797.00E-9,-9.1399812E-3
797.50E-9,-9.1366459E-3
798.00E-9,-9.1235962E-3
798.50E-9,-9.1008459E-3
799.00E-9,-9.0684189E-3
799.50E-9,-9.0263497E-3
800.00E-9,-8.9746827E-3
800.50E-9,-8.9134725E-3
801.00E-9,-8.8427838E-3
801.50E-9,-8.7626915E-3
802.00E-9,-8.6732801E-3
802.50E-9,-8.5746443E-3
803.00E-9,-8.4668884E-3
803.50E-9,-8.3501263E-3
804.00E-9,-8.2244815E-3
804.50E-9,-8.0900868E-3
805.00E-9,-7.9470844E-3
805.50E-9,-7.7956255E-3
806.00E-9,-7.6358703E-3
806.50E-9,-7.4679876E-3
807.00E-9,-7.2921551E-3
807.50E-9,-7.0687067E-3
808.00E-9,-6.8577609E-3
808.50E-9,-6.6726865E-3
809.00E-9,-6.4652002E-3
809.50E-9,-6.2908515E-3
810.00E-9,-6.0897698E-3
810.50E-9,-5.8562683E-3
811.00E-9,-5.6286115E-3
811.50E-9,-5.3893539E-3
812.00E-9,-5.1285915E-3
812.50E-9,-4.8715477E-3
813.00E-9,-4.6257025E-3
813.50E-9,-4.3673824E-3
814.00E-9,-4.1208700E-3
814.50E-9,-3.8610651E-3
815.00E-9,-3.5866169E-3
815.50E-9,-3.3132649E-3
816.00E-9,-3.0349169E-3
816.50E-9,-2.7544633E-3
817.00E-9,-2.4700370E-3
817.50E-9,-2.1834799E-3
818.00E-9,-1.8939673E-3
818.50E-9,-1.6037450E-3
819.00E-9,-1.3124931E-3
819.50E-9,-1.0195442E-3
820.00E-9,-725.54886E-6
820.50E-9,-430.72300E-6
821.00E-9,-135.27592E-6
821.50E-9,160.23787E-6
822.00E-9,454.71195E-6
822.50E-9,748.61588E-6
823.00E-9,1.0423801E-3
823.50E-9,1.3347393E-3
824.00E-9,1.6258277E-3
824.50E-9,1.9137968E-3
825.00E-9,2.1997531E-3
825.50E-9,2.4843993E-3
826.00E-9,2.7659507E-3
826.50E-9,3.0439559E-3
827.00E-9,3.3185876E-3
827.50E-9,3.5903667E-3
828.00E-9,3.8580549E-3
828.50E-9,4.1218104E-3
829.00E-9,4.3800104E-3
829.50E-9,4.6336189E-3
830.00E-9,4.8832115E-3
830.50E-9,5.1272525E-3
831.00E-9,5.3660738E-3
831.50E-9,5.5991493E-3
832.00E-9,5.8263593E-3
832.50E-9,6.0456954E-3
833.00E-9,6.2588173E-3
833.50E-9,6.4667977E-3
834.00E-9,6.6672979E-3
834.50E-9,6.8610883E-3
835.00E-9,7.0468298E-3
835.50E-9,7.2252479E-3
836.00E-9,7.3965672E-3
836.50E-9,7.5598725E-3
837.00E-9,7.7153315E-3
837.50E-9,7.8626219E-3
838.00E-9,8.0016612E-3
838.50E-9,8.1322684E-3
839.00E-9,8.2543211E-3
839.50E-9,8.3676830E-3
840.00E-9,8.4722375E-3
840.50E-9,8.5664461E-3
841.00E-9,8.6519436E-3
841.50E-9,8.7296858E-3
842.00E-9,8.7976377E-3
842.50E-9,8.8566325E-3
843.00E-9,8.9061884E-3
843.50E-9,8.9464473E-3
844.00E-9,8.9772766E-3
844.50E-9,8.9986854E-3
845.00E-9,9.0106318E-3
