284.70E-3,284.70E-3,483.76936518E-3
284.75E-3,284.75E-3,483.34966428E-3
284.80E-3,284.80E-3,482.92963639E-3
284.85E-3,284.85E-3,482.50928155E-3
284.90E-3,284.90E-3,482.08859979E-3
284.95E-3,284.95E-3,481.66759115E-3
285.00E-3,285.00E-3,481.24625567E-3
285.05E-3,285.05E-3,480.82459338E-3
285.10E-3,285.10E-3,480.40260433E-3
285.15E-3,285.15E-3,479.98028856E-3
285.20E-3,285.20E-3,479.55764610E-3
285.25E-3,285.25E-3,479.13467699E-3
285.30E-3,285.30E-3,478.71138128E-3
285.35E-3,285.35E-3,478.28775902E-3
285.40E-3,285.40E-3,477.86381023E-3
285.45E-3,285.45E-3,477.43953497E-3
285.50E-3,285.50E-3,477.01493328E-3
285.55E-3,285.55E-3,476.59000521E-3
285.60E-3,285.60E-3,476.16475079E-3
285.65E-3,285.65E-3,475.73917009E-3
285.70E-3,285.70E-3,475.31326314E-3
285.75E-3,285.75E-3,474.88702999E-3
285.80E-3,285.80E-3,474.46047069E-3
285.85E-3,285.85E-3,474.03358529E-3
285.90E-3,285.90E-3,473.60637385E-3
285.95E-3,285.95E-3,473.17883640E-3
286.00E-3,286.00E-3,472.75097300E-3
286.05E-3,286.05E-3,472.32278371E-3
286.10E-3,286.10E-3,471.89426857E-3
286.15E-3,286.15E-3,471.46542764E-3
286.20E-3,286.20E-3,471.03626098E-3
286.25E-3,286.25E-3,470.60676863E-3
286.30E-3,286.30E-3,470.17695066E-3
286.35E-3,286.35E-3,469.74680712E-3
286.40E-3,286.40E-3,469.31633806E-3
286.45E-3,286.45E-3,468.88554355E-3
286.50E-3,286.50E-3,468.45442364E-3
286.55E-3,286.55E-3,468.02297839E-3
286.60E-3,286.60E-3,467.59120786E-3
286.65E-3,286.65E-3,467.15911211E-3
286.70E-3,286.70E-3,466.72669121E-3
286.75E-3,286.75E-3,466.29394521E-3
286.80E-3,286.80E-3,465.86087418E-3
286.85E-3,286.85E-3,465.42747817E-3
286.90E-3,286.90E-3,464.99375727E-3
286.95E-3,286.95E-3,464.55971152E-3
287.00E-3,287.00E-3,464.12534100E-3
287.05E-3,287.05E-3,463.69064577E-3
287.10E-3,287.10E-3,463.25562590E-3
287.15E-3,287.15E-3,462.82028145E-3
287.20E-3,287.20E-3,462.38461250E-3
287.25E-3,287.25E-3,461.94861911E-3
287.30E-3,287.30E-3,461.51230136E-3
287.35E-3,287.35E-3,461.07565931E-3
287.40E-3,287.40E-3,460.63869304E-3
287.45E-3,287.45E-3,460.20140262E-3
287.50E-3,287.50E-3,459.76378812E-3
287.55E-3,287.55E-3,459.32584961E-3
287.60E-3,287.60E-3,458.88758718E-3
287.65E-3,287.65E-3,458.44900089E-3
287.70E-3,287.70E-3,458.01009082E-3
287.75E-3,287.75E-3,457.57085705E-3
287.80E-3,287.80E-3,457.13129966E-3
287.85E-3,287.85E-3,456.69141872E-3
287.90E-3,287.90E-3,456.25121432E-3
287.95E-3,287.95E-3,455.81068653E-3
288.00E-3,288.00E-3,455.36983543E-3
288.05E-3,288.05E-3,454.92866111E-3
288.10E-3,288.10E-3,454.48716365E-3
288.15E-3,288.15E-3,454.04534314E-3
288.20E-3,288.20E-3,453.60319964E-3
288.25E-3,288.25E-3,453.16073326E-3
288.30E-3,288.30E-3,452.71794407E-3
