dc (V),cgg@Vgs 0.25 ,cgg@Vgs 0.251 ,cgg@Vgs 0.252 ,cgg@Vgs 0.253 ,cgg@Vgs 0.254 ,cgg@Vgs 0.255 ,cgg@Vgs 0.256 ,cgg@Vgs 0.257 ,cgg@Vgs 0.258 ,cgg@Vgs 0.259 ,cgg@Vgs 0.26 ,cgg@Vgs 0.261 ,cgg@Vgs 0.262 ,cgg@Vgs 0.263 ,cgg@Vgs 0.264 ,cgg@Vgs 0.265 ,cgg@Vgs 0.266 ,cgg@Vgs 0.267 ,cgg@Vgs 0.268 ,cgg@Vgs 0.269 ,cgg@Vgs 0.27 ,cgg@Vgs 0.271 ,cgg@Vgs 0.272 ,cgg@Vgs 0.273 ,cgg@Vgs 0.274 ,cgg@Vgs 0.275 ,cgg@Vgs 0.276 ,cgg@Vgs 0.277 ,cgg@Vgs 0.278 ,cgg@Vgs 0.279 ,cgg@Vgs 0.28 ,cgg@Vgs 0.281 ,cgg@Vgs 0.282 ,cgg@Vgs 0.283 ,cgg@Vgs 0.284 ,cgg@Vgs 0.285 ,cgg@Vgs 0.286 ,cgg@Vgs 0.287 ,cgg@Vgs 0.288 ,cgg@Vgs 0.289 ,cgg@Vgs 0.29 ,cgg@Vgs 0.291 ,cgg@Vgs 0.292 ,cgg@Vgs 0.293 ,cgg@Vgs 0.294 ,cgg@Vgs 0.295 ,cgg@Vgs 0.296 ,cgg@Vgs 0.297 ,cgg@Vgs 0.298 ,cgg@Vgs 0.299 ,cgg@Vgs 0.3 ,cgg@Vgs 0.301 ,cgg@Vgs 0.302 ,cgg@Vgs 0.303 ,cgg@Vgs 0.304 ,cgg@Vgs 0.305 ,cgg@Vgs 0.306 ,cgg@Vgs 0.307 ,cgg@Vgs 0.308 ,cgg@Vgs 0.309 ,cgg@Vgs 0.31 ,cgg@Vgs 0.311 ,cgg@Vgs 0.312 ,cgg@Vgs 0.313 ,cgg@Vgs 0.314 ,cgg@Vgs 0.315 ,cgg@Vgs 0.316 ,cgg@Vgs 0.317 ,cgg@Vgs 0.318 ,cgg@Vgs 0.319 ,cgg@Vgs 0.32 ,cgg@Vgs 0.321 ,cgg@Vgs 0.322 ,cgg@Vgs 0.323 ,cgg@Vgs 0.324 ,cgg@Vgs 0.325 ,cgg@Vgs 0.326 ,cgg@Vgs 0.327 ,cgg@Vgs 0.328 ,cgg@Vgs 0.329 ,cgg@Vgs 0.33 
358E-3,17.156509E-15,17.223408E-15,17.291681E-15,17.361331E-15,17.432361E-15,17.504773E-15,17.578566E-15,17.653740E-15,17.730292E-15,17.808220E-15,17.887519E-15,17.968183E-15,18.050206E-15,18.133580E-15,18.218295E-15,18.304343E-15,18.391711E-15,18.480387E-15,18.570358E-15,18.661608E-15,18.754123E-15,18.847885E-15,18.942877E-15,19.039080E-15,19.136474E-15,19.235039E-15,19.334753E-15,19.435595E-15,19.537539E-15,19.640564E-15,19.744643E-15,19.849753E-15,19.955866E-15,20.062956E-15,20.170996E-15,20.279959E-15,20.389815E-15,20.500538E-15,20.612097E-15,20.724464E-15,20.837609E-15,20.951503E-15,21.066114E-15,21.181414E-15,21.297372E-15,21.413958E-15,21.531141E-15,21.648891E-15,21.767178E-15,21.885971E-15,22.005241E-15,22.124957E-15,22.245089E-15,22.365608E-15,22.486485E-15,22.607689E-15,22.729193E-15,22.850968E-15,22.972985E-15,23.095217E-15,23.217636E-15,23.340215E-15,23.462927E-15,23.585747E-15,23.708647E-15,23.831604E-15,23.954592E-15,24.077587E-15,24.200565E-15,24.323503E-15,24.446378E-15,24.569168E-15,24.691851E-15,24.814407E-15,24.936816E-15,25.059056E-15,25.181109E-15,25.302956E-15,25.424579E-15,25.545960E-15,25.667082E-15
360E-3,17.154666E-15,17.221565E-15,17.289838E-15,17.359489E-15,17.430520E-15,17.502932E-15,17.576726E-15,17.651901E-15,17.728454E-15,17.806383E-15,17.885682E-15,17.966347E-15,18.048371E-15,18.131746E-15,18.216463E-15,18.302512E-15,18.389881E-15,18.478558E-15,18.568530E-15,18.659781E-15,18.752297E-15,18.846061E-15,18.941054E-15,19.037259E-15,19.134655E-15,19.233221E-15,19.332937E-15,19.433780E-15,19.535726E-15,19.638752E-15,19.742833E-15,19.847944E-15,19.954059E-15,20.061151E-15,20.169193E-15,20.278158E-15,20.388017E-15,20.498741E-15,20.610302E-15,20.722671E-15,20.835819E-15,20.949714E-15,21.064328E-15,21.179630E-15,21.295590E-15,21.412178E-15,21.529364E-15,21.647116E-15,21.765405E-15,21.884201E-15,22.003473E-15,22.123191E-15,22.243326E-15,22.363847E-15,22.484726E-15,22.605933E-15,22.727440E-15,22.849217E-15,22.971237E-15,23.093471E-15,23.215893E-15,23.338474E-15,23.461189E-15,23.584011E-15,23.706914E-15,23.829874E-15,23.952864E-15,24.075862E-15,24.198842E-15,24.321783E-15,24.444661E-15,24.567454E-15,24.690140E-15,24.812699E-15,24.935110E-15,25.057352E-15,25.179408E-15,25.301258E-15,25.422883E-15,25.544267E-15,25.665392E-15
362E-3,17.152822E-15,17.219721E-15,17.287995E-15,17.357646E-15,17.428677E-15,17.501090E-15,17.574885E-15,17.650060E-15,17.726614E-15,17.804543E-15,17.883844E-15,17.964510E-15,18.046534E-15,18.129910E-15,18.214628E-15,18.300677E-15,18.388048E-15,18.476726E-15,18.566699E-15,18.657952E-15,18.750469E-15,18.844234E-15,18.939228E-15,19.035434E-15,19.132831E-15,19.231399E-15,19.331117E-15,19.431961E-15,19.533909E-15,19.636936E-15,19.741019E-15,19.846132E-15,19.952249E-15,20.059342E-15,20.167386E-15,20.276352E-15,20.386213E-15,20.496939E-15,20.608503E-15,20.720874E-15,20.834023E-15,20.947920E-15,21.062536E-15,21.177840E-15,21.293803E-15,21.410393E-15,21.527580E-15,21.645335E-15,21.763626E-15,21.882424E-15,22.001698E-15,22.121419E-15,22.241556E-15,22.362080E-15,22.482961E-15,22.604171E-15,22.725680E-15,22.847460E-15,22.969482E-15,23.091719E-15,23.214143E-15,23.336727E-15,23.459444E-15,23.582269E-15,23.705175E-15,23.828137E-15,23.951130E-15,24.074130E-15,24.197113E-15,24.320057E-15,24.442937E-15,24.565732E-15,24.688421E-15,24.810983E-15,24.933396E-15,25.055642E-15,25.177700E-15,25.299553E-15,25.421181E-15,25.542567E-15,25.663695E-15
364E-3,17.150976E-15,17.217876E-15,17.286150E-15,17.355801E-15,17.426833E-15,17.499247E-15,17.573042E-15,17.648218E-15,17.724772E-15,17.802702E-15,17.882003E-15,17.962670E-15,18.044695E-15,18.128072E-15,18.212790E-15,18.298841E-15,18.386212E-15,18.474891E-15,18.564865E-15,18.656119E-15,18.748638E-15,18.842404E-15,18.937400E-15,19.033607E-15,19.131005E-15,19.229574E-15,19.329293E-15,19.430138E-15,19.532088E-15,19.635117E-15,19.739201E-15,19.844316E-15,19.950434E-15,20.057529E-15,20.165575E-15,20.274543E-15,20.384405E-15,20.495133E-15,20.606698E-15,20.719071E-15,20.832222E-15,20.946122E-15,21.060740E-15,21.176046E-15,21.292010E-15,21.408602E-15,21.525792E-15,21.643549E-15,21.761842E-15,21.880642E-15,21.999919E-15,22.119642E-15,22.239781E-15,22.360307E-15,22.481191E-15,22.602403E-15,22.723914E-15,22.845696E-15,22.967721E-15,23.089960E-15,23.212387E-15,23.334973E-15,23.457693E-15,23.580520E-15,23.703429E-15,23.826393E-15,23.949389E-15,24.072391E-15,24.195377E-15,24.318323E-15,24.441206E-15,24.564004E-15,24.686696E-15,24.809260E-15,24.931676E-15,25.053924E-15,25.175985E-15,25.297840E-15,25.419471E-15,25.540860E-15,25.661991E-15
366E-3,17.149130E-15,17.216030E-15,17.284304E-15,17.353956E-15,17.424988E-15,17.497402E-15,17.571198E-15,17.646374E-15,17.722929E-15,17.800859E-15,17.880161E-15,17.960828E-15,18.042854E-15,18.126232E-15,18.210951E-15,18.297002E-15,18.384374E-15,18.473054E-15,18.563029E-15,18.654284E-15,18.746804E-15,18.840571E-15,18.935568E-15,19.031776E-15,19.129175E-15,19.227746E-15,19.327466E-15,19.428313E-15,19.530263E-15,19.633294E-15,19.737380E-15,19.842496E-15,19.948615E-15,20.055712E-15,20.163759E-15,20.272729E-15,20.382593E-15,20.493323E-15,20.604890E-15,20.717264E-15,20.830417E-15,20.944318E-15,21.058938E-15,21.174246E-15,21.290213E-15,21.406807E-15,21.523998E-15,21.641757E-15,21.760053E-15,21.878855E-15,21.998133E-15,22.117858E-15,22.238000E-15,22.358528E-15,22.479414E-15,22.600629E-15,22.722142E-15,22.843927E-15,22.965954E-15,23.088195E-15,23.210624E-15,23.333213E-15,23.455936E-15,23.578765E-15,23.701676E-15,23.824643E-15,23.947641E-15,24.070646E-15,24.193635E-15,24.316583E-15,24.439469E-15,24.562269E-15,24.684964E-15,24.807530E-15,24.929949E-15,25.052200E-15,25.174263E-15,25.296121E-15,25.417754E-15,25.539146E-15,25.660279E-15
368E-3,17.147283E-15,17.214183E-15,17.282458E-15,17.352110E-15,17.423142E-15,17.495556E-15,17.569352E-15,17.644529E-15,17.721084E-15,17.799015E-15,17.878317E-15,17.958985E-15,18.041012E-15,18.124390E-15,18.209110E-15,18.295162E-15,18.382534E-15,18.471215E-15,18.561191E-15,18.652447E-15,18.744967E-15,18.838735E-15,18.933733E-15,19.029942E-15,19.127343E-15,19.225915E-15,19.325636E-15,19.426484E-15,19.528436E-15,19.631468E-15,19.735555E-15,19.840672E-15,19.946793E-15,20.053892E-15,20.161940E-15,20.270911E-15,20.380777E-15,20.491508E-15,20.603077E-15,20.715453E-15,20.828608E-15,20.942511E-15,21.057132E-15,21.172442E-15,21.288410E-15,21.405006E-15,21.522200E-15,21.639961E-15,21.758258E-15,21.877062E-15,21.996343E-15,22.116070E-15,22.236214E-15,22.356744E-15,22.477632E-15,22.598849E-15,22.720365E-15,22.842151E-15,22.964181E-15,23.086425E-15,23.208856E-15,23.331447E-15,23.454172E-15,23.577004E-15,23.699917E-15,23.822886E-15,23.945887E-15,24.068895E-15,24.191886E-15,24.314836E-15,24.437724E-15,24.560528E-15,24.683224E-15,24.805794E-15,24.928215E-15,25.050468E-15,25.172534E-15,25.294395E-15,25.416031E-15,25.537425E-15,25.658560E-15
370E-3,17.145436E-15,17.212336E-15,17.280611E-15,17.350263E-15,17.421295E-15,17.493710E-15,17.567506E-15,17.642683E-15,17.719238E-15,17.797170E-15,17.876472E-15,17.957140E-15,18.039168E-15,18.122546E-15,18.207267E-15,18.293319E-15,18.380693E-15,18.469374E-15,18.559351E-15,18.650607E-15,18.743128E-15,18.836897E-15,18.931896E-15,19.028106E-15,19.125508E-15,19.224081E-15,19.323803E-15,19.424652E-15,19.526605E-15,19.629638E-15,19.733727E-15,19.838845E-15,19.944967E-15,20.052067E-15,20.160117E-15,20.269090E-15,20.378957E-15,20.489690E-15,20.601260E-15,20.713638E-15,20.826794E-15,20.940699E-15,21.055322E-15,21.170633E-15,21.286603E-15,21.403201E-15,21.520397E-15,21.638159E-15,21.756459E-15,21.875265E-15,21.994547E-15,22.114276E-15,22.234422E-15,22.354955E-15,22.475845E-15,22.597063E-15,22.718581E-15,22.840370E-15,22.962402E-15,23.084648E-15,23.207082E-15,23.329675E-15,23.452402E-15,23.575236E-15,23.698152E-15,23.821124E-15,23.944127E-15,24.067137E-15,24.190130E-15,24.313083E-15,24.435974E-15,24.558779E-15,24.681479E-15,24.804050E-15,24.926474E-15,25.048730E-15,25.170799E-15,25.292661E-15,25.414300E-15,25.535697E-15,25.656835E-15
372E-3,17.143589E-15,17.210489E-15,17.278763E-15,17.348416E-15,17.419448E-15,17.491862E-15,17.565659E-15,17.640836E-15,17.717392E-15,17.795323E-15,17.874626E-15,17.955294E-15,18.037322E-15,18.120701E-15,18.205422E-15,18.291475E-15,18.378849E-15,18.467531E-15,18.557508E-15,18.648766E-15,18.741288E-15,18.835057E-15,18.930057E-15,19.026268E-15,19.123670E-15,19.222244E-15,19.321967E-15,19.422817E-15,19.524772E-15,19.627806E-15,19.731895E-15,19.837015E-15,19.943139E-15,20.050240E-15,20.158291E-15,20.267265E-15,20.377133E-15,20.487868E-15,20.599439E-15,20.711818E-15,20.824976E-15,20.938882E-15,21.053507E-15,21.168821E-15,21.284792E-15,21.401392E-15,21.518589E-15,21.636353E-15,21.754655E-15,21.873462E-15,21.992747E-15,22.112478E-15,22.232626E-15,22.353160E-15,22.474052E-15,22.595273E-15,22.716793E-15,22.838584E-15,22.960618E-15,23.082866E-15,23.205302E-15,23.327897E-15,23.450627E-15,23.573463E-15,23.696381E-15,23.819355E-15,23.942360E-15,24.065373E-15,24.188368E-15,24.311324E-15,24.434217E-15,24.557025E-15,24.679726E-15,24.802301E-15,24.924727E-15,25.046985E-15,25.169056E-15,25.290921E-15,25.412562E-15,25.533962E-15,25.655102E-15
374E-3,17.141742E-15,17.208642E-15,17.276916E-15,17.346568E-15,17.417601E-15,17.490015E-15,17.563811E-15,17.638988E-15,17.715544E-15,17.793476E-15,17.872779E-15,17.953448E-15,18.035476E-15,18.118855E-15,18.203576E-15,18.289630E-15,18.377004E-15,18.465687E-15,18.555664E-15,18.646922E-15,18.739445E-15,18.833215E-15,18.928216E-15,19.024427E-15,19.121831E-15,19.220405E-15,19.320129E-15,19.420980E-15,19.522935E-15,19.625971E-15,19.730061E-15,19.835182E-15,19.941307E-15,20.048409E-15,20.156461E-15,20.265436E-15,20.375306E-15,20.486042E-15,20.597615E-15,20.709995E-15,20.823155E-15,20.937062E-15,21.051689E-15,21.167004E-15,21.282977E-15,21.399578E-15,21.516777E-15,21.634543E-15,21.752846E-15,21.871656E-15,21.990942E-15,22.110675E-15,22.230824E-15,22.351361E-15,22.472255E-15,22.593477E-15,22.714999E-15,22.836792E-15,22.958828E-15,23.081078E-15,23.203516E-15,23.326114E-15,23.448845E-15,23.571684E-15,23.694604E-15,23.817580E-15,23.940588E-15,24.063603E-15,24.186600E-15,24.309558E-15,24.432454E-15,24.555264E-15,24.677968E-15,24.800544E-15,24.922973E-15,25.045234E-15,25.167307E-15,25.289175E-15,25.410818E-15,25.532220E-15,25.653363E-15
376E-3,17.139895E-15,17.206794E-15,17.275068E-15,17.344720E-15,17.415753E-15,17.488167E-15,17.561963E-15,17.637140E-15,17.713696E-15,17.791628E-15,17.870931E-15,17.951600E-15,18.033628E-15,18.117008E-15,18.201729E-15,18.287783E-15,18.375158E-15,18.463841E-15,18.553819E-15,18.645077E-15,18.737600E-15,18.831371E-15,18.926372E-15,19.022585E-15,19.119989E-15,19.218564E-15,19.318289E-15,19.419141E-15,19.521097E-15,19.624133E-15,19.728224E-15,19.833346E-15,19.939472E-15,20.046575E-15,20.154629E-15,20.263605E-15,20.373476E-15,20.484213E-15,20.595787E-15,20.708169E-15,20.821329E-15,20.935239E-15,21.049866E-15,21.165183E-15,21.281157E-15,21.397760E-15,21.514960E-15,21.632728E-15,21.751033E-15,21.869844E-15,21.989132E-15,22.108867E-15,22.229018E-15,22.349556E-15,22.470452E-15,22.591677E-15,22.713201E-15,22.834995E-15,22.957033E-15,23.079285E-15,23.201725E-15,23.324325E-15,23.447059E-15,23.569899E-15,23.692822E-15,23.815800E-15,23.938810E-15,24.061827E-15,24.184827E-15,24.307787E-15,24.430684E-15,24.553497E-15,24.676203E-15,24.798782E-15,24.921213E-15,25.043476E-15,25.165552E-15,25.287422E-15,25.409068E-15,25.530472E-15,25.651617E-15
378E-3,17.138049E-15,17.204948E-15,17.273221E-15,17.342873E-15,17.413905E-15,17.486319E-15,17.560115E-15,17.635292E-15,17.711848E-15,17.789780E-15,17.869083E-15,17.949752E-15,18.031780E-15,18.115160E-15,18.199881E-15,18.285936E-15,18.373311E-15,18.461994E-15,18.551972E-15,18.643231E-15,18.735755E-15,18.829526E-15,18.924528E-15,19.020740E-15,19.118145E-15,19.216721E-15,19.316446E-15,19.417299E-15,19.519256E-15,19.622293E-15,19.726385E-15,19.831508E-15,19.937634E-15,20.044739E-15,20.152793E-15,20.261771E-15,20.371643E-15,20.482381E-15,20.593956E-15,20.706339E-15,20.819501E-15,20.933411E-15,21.048040E-15,21.163358E-15,21.279334E-15,21.395938E-15,21.513140E-15,21.630909E-15,21.749216E-15,21.868029E-15,21.987318E-15,22.107054E-15,22.227207E-15,22.347747E-15,22.468645E-15,22.589871E-15,22.711397E-15,22.833194E-15,22.955233E-15,23.077488E-15,23.199929E-15,23.322531E-15,23.445267E-15,23.568109E-15,23.691034E-15,23.814014E-15,23.937026E-15,24.060045E-15,24.183047E-15,24.306009E-15,24.428909E-15,24.551724E-15,24.674432E-15,24.797014E-15,24.919447E-15,25.041712E-15,25.163790E-15,25.285662E-15,25.407311E-15,25.528717E-15,25.649865E-15
380E-3,17.136203E-15,17.203101E-15,17.271375E-15,17.341026E-15,17.412058E-15,17.484471E-15,17.558267E-15,17.633444E-15,17.710000E-15,17.787931E-15,17.867234E-15,17.947903E-15,18.029931E-15,18.113311E-15,18.198033E-15,18.284087E-15,18.371462E-15,18.460146E-15,18.550125E-15,18.641384E-15,18.733908E-15,18.827679E-15,18.922681E-15,19.018895E-15,19.116300E-15,19.214876E-15,19.314602E-15,19.415456E-15,19.517413E-15,19.620451E-15,19.724544E-15,19.829667E-15,19.935795E-15,20.042900E-15,20.150955E-15,20.259934E-15,20.369807E-15,20.480546E-15,20.592122E-15,20.704506E-15,20.817669E-15,20.931581E-15,21.046211E-15,21.161530E-15,21.277508E-15,21.394113E-15,21.511316E-15,21.629087E-15,21.747395E-15,21.866209E-15,21.985500E-15,22.105238E-15,22.225392E-15,22.345934E-15,22.466834E-15,22.588061E-15,22.709589E-15,22.831387E-15,22.953429E-15,23.075685E-15,23.198128E-15,23.320732E-15,23.443470E-15,23.566314E-15,23.689240E-15,23.812223E-15,23.935237E-15,24.058258E-15,24.181262E-15,24.304226E-15,24.427128E-15,24.549945E-15,24.672656E-15,24.795239E-15,24.917674E-15,25.039942E-15,25.162022E-15,25.283897E-15,25.405547E-15,25.526956E-15,25.648106E-15
382E-3,17.134358E-15,17.201256E-15,17.269529E-15,17.339179E-15,17.410211E-15,17.482624E-15,17.556419E-15,17.631596E-15,17.708151E-15,17.786083E-15,17.865386E-15,17.946054E-15,18.028083E-15,18.111462E-15,18.196184E-15,18.282238E-15,18.369614E-15,18.458297E-15,18.548276E-15,18.639535E-15,18.732059E-15,18.825831E-15,18.920834E-15,19.017047E-15,19.114453E-15,19.213030E-15,19.312756E-15,19.413610E-15,19.515568E-15,19.618606E-15,19.722700E-15,19.827824E-15,19.933953E-15,20.041058E-15,20.149115E-15,20.258094E-15,20.367968E-15,20.478708E-15,20.590285E-15,20.702671E-15,20.815835E-15,20.929747E-15,21.044379E-15,21.159699E-15,21.275678E-15,21.392284E-15,21.509489E-15,21.627261E-15,21.745570E-15,21.864386E-15,21.983678E-15,22.103417E-15,22.223574E-15,22.344117E-15,22.465018E-15,22.586247E-15,22.707776E-15,22.829576E-15,22.951619E-15,23.073877E-15,23.196323E-15,23.318928E-15,23.441667E-15,23.564514E-15,23.687442E-15,23.810426E-15,23.933442E-15,24.056465E-15,24.179472E-15,24.302438E-15,24.425342E-15,24.548161E-15,24.670874E-15,24.793459E-15,24.915896E-15,25.038166E-15,25.160249E-15,25.282126E-15,25.403778E-15,25.525189E-15,25.646341E-15
384E-3,17.132514E-15,17.199411E-15,17.267683E-15,17.337334E-15,17.408365E-15,17.480777E-15,17.554572E-15,17.629748E-15,17.706303E-15,17.784235E-15,17.863537E-15,17.944206E-15,18.026234E-15,18.109613E-15,18.194335E-15,18.280389E-15,18.367764E-15,18.456448E-15,18.546427E-15,18.637686E-15,18.730210E-15,18.823983E-15,18.918985E-15,19.015199E-15,19.112605E-15,19.211182E-15,19.310909E-15,19.411763E-15,19.513722E-15,19.616761E-15,19.720855E-15,19.825980E-15,19.932109E-15,20.039215E-15,20.147272E-15,20.256252E-15,20.366127E-15,20.476868E-15,20.588446E-15,20.700832E-15,20.813997E-15,20.927911E-15,21.042543E-15,21.157865E-15,21.273844E-15,21.390452E-15,21.507658E-15,21.625431E-15,21.743741E-15,21.862559E-15,21.981853E-15,22.101593E-15,22.221751E-15,22.342295E-15,22.463198E-15,22.584429E-15,22.705959E-15,22.827761E-15,22.949806E-15,23.072065E-15,23.194512E-15,23.317120E-15,23.439861E-15,23.562709E-15,23.685639E-15,23.808625E-15,23.931643E-15,24.054668E-15,24.177676E-15,24.300644E-15,24.423550E-15,24.546371E-15,24.669086E-15,24.791673E-15,24.914113E-15,25.036385E-15,25.158469E-15,25.280348E-15,25.402003E-15,25.523416E-15,25.644571E-15
386E-3,17.130671E-15,17.197568E-15,17.265839E-15,17.335489E-15,17.406519E-15,17.478931E-15,17.552726E-15,17.627901E-15,17.704456E-15,17.782387E-15,17.861689E-15,17.942357E-15,18.024385E-15,18.107764E-15,18.192485E-15,18.278539E-15,18.365915E-15,18.454598E-15,18.544577E-15,18.635837E-15,18.728361E-15,18.822133E-15,18.917136E-15,19.013350E-15,19.110756E-15,19.209333E-15,19.309061E-15,19.409915E-15,19.511874E-15,19.614913E-15,19.719008E-15,19.824133E-15,19.930263E-15,20.037370E-15,20.145428E-15,20.254408E-15,20.364284E-15,20.475025E-15,20.586604E-15,20.698991E-15,20.812157E-15,20.926072E-15,21.040705E-15,21.156027E-15,21.272008E-15,21.388617E-15,21.505824E-15,21.623598E-15,21.741910E-15,21.860728E-15,21.980023E-15,22.099765E-15,22.219924E-15,22.340470E-15,22.461374E-15,22.582606E-15,22.704139E-15,22.825942E-15,22.947988E-15,23.070249E-15,23.192698E-15,23.315307E-15,23.438049E-15,23.560899E-15,23.683831E-15,23.806819E-15,23.929838E-15,24.052865E-15,24.175875E-15,24.298845E-15,24.421753E-15,24.544576E-15,24.667293E-15,24.789882E-15,24.912324E-15,25.034597E-15,25.156684E-15,25.278565E-15,25.400222E-15,25.521637E-15,25.642794E-15
388E-3,17.128829E-15,17.195725E-15,17.263996E-15,17.333645E-15,17.404674E-15,17.477086E-15,17.550880E-15,17.626055E-15,17.702609E-15,17.780539E-15,17.859841E-15,17.940509E-15,18.022536E-15,18.105915E-15,18.190636E-15,18.276690E-15,18.364065E-15,18.452748E-15,18.542727E-15,18.633986E-15,18.726511E-15,18.820283E-15,18.915286E-15,19.011500E-15,19.108906E-15,19.207484E-15,19.307211E-15,19.408066E-15,19.510025E-15,19.613065E-15,19.717160E-15,19.822285E-15,19.928415E-15,20.035523E-15,20.143581E-15,20.252562E-15,20.362438E-15,20.473181E-15,20.584760E-15,20.697148E-15,20.810315E-15,20.924230E-15,21.038865E-15,21.154188E-15,21.270169E-15,21.386779E-15,21.503987E-15,21.621762E-15,21.740075E-15,21.858895E-15,21.978191E-15,22.097934E-15,22.218094E-15,22.338641E-15,22.459546E-15,22.580780E-15,22.702314E-15,22.824118E-15,22.946166E-15,23.068429E-15,23.190879E-15,23.313489E-15,23.436233E-15,23.559085E-15,23.682018E-15,23.805008E-15,23.928029E-15,24.051058E-15,24.174069E-15,24.297042E-15,24.419951E-15,24.542776E-15,24.665494E-15,24.788086E-15,24.910529E-15,25.032805E-15,25.154894E-15,25.276776E-15,25.398435E-15,25.519853E-15,25.641011E-15
390E-3,17.126989E-15,17.193884E-15,17.262154E-15,17.331802E-15,17.402831E-15,17.475242E-15,17.549035E-15,17.624209E-15,17.700763E-15,17.778693E-15,17.857994E-15,17.938661E-15,18.020688E-15,18.104066E-15,18.188787E-15,18.274841E-15,18.362215E-15,18.450899E-15,18.540877E-15,18.632136E-15,18.724660E-15,18.818432E-15,18.913435E-15,19.009649E-15,19.107056E-15,19.205633E-15,19.305361E-15,19.406216E-15,19.508175E-15,19.611215E-15,19.715310E-15,19.820436E-15,19.926566E-15,20.033674E-15,20.141733E-15,20.250715E-15,20.360591E-15,20.471334E-15,20.582915E-15,20.695303E-15,20.808470E-15,20.922386E-15,21.037021E-15,21.152345E-15,21.268328E-15,21.384939E-15,21.502147E-15,21.619924E-15,21.738237E-15,21.857058E-15,21.976355E-15,22.096100E-15,22.216261E-15,22.336809E-15,22.457716E-15,22.578951E-15,22.700485E-15,22.822291E-15,22.944340E-15,23.066604E-15,23.189056E-15,23.311668E-15,23.434414E-15,23.557267E-15,23.680202E-15,23.803193E-15,23.926216E-15,24.049246E-15,24.172259E-15,24.295233E-15,24.418144E-15,24.540971E-15,24.663691E-15,24.786284E-15,24.908729E-15,25.031007E-15,25.153098E-15,25.274983E-15,25.396643E-15,25.518063E-15,25.639223E-15
392E-3,17.125151E-15,17.192045E-15,17.260314E-15,17.329961E-15,17.400989E-15,17.473399E-15,17.547191E-15,17.622365E-15,17.698918E-15,17.776847E-15,17.856147E-15,17.936814E-15,18.018840E-15,18.102218E-15,18.186939E-15,18.272992E-15,18.360366E-15,18.449049E-15,18.539027E-15,18.630286E-15,18.722810E-15,18.816582E-15,18.911584E-15,19.007798E-15,19.105205E-15,19.203782E-15,19.303510E-15,19.404365E-15,19.506324E-15,19.609364E-15,19.713460E-15,19.818586E-15,19.924716E-15,20.031825E-15,20.139884E-15,20.248866E-15,20.358743E-15,20.469486E-15,20.581067E-15,20.693456E-15,20.806624E-15,20.920541E-15,21.035176E-15,21.150501E-15,21.266484E-15,21.383096E-15,21.500305E-15,21.618082E-15,21.736397E-15,21.855218E-15,21.974517E-15,22.094262E-15,22.214424E-15,22.334974E-15,22.455881E-15,22.577117E-15,22.698653E-15,22.820461E-15,22.942511E-15,23.064776E-15,23.187229E-15,23.309842E-15,23.432590E-15,23.555444E-15,23.678381E-15,23.801373E-15,23.924398E-15,24.047429E-15,24.170444E-15,24.293420E-15,24.416333E-15,24.539161E-15,24.661883E-15,24.784478E-15,24.906925E-15,25.029204E-15,25.151297E-15,25.273183E-15,25.394846E-15,25.516267E-15,25.637430E-15
394E-3,17.123315E-15,17.190208E-15,17.258475E-15,17.328122E-15,17.399149E-15,17.471558E-15,17.545349E-15,17.620522E-15,17.697074E-15,17.775002E-15,17.854302E-15,17.934968E-15,18.016994E-15,18.100371E-15,18.185091E-15,18.271143E-15,18.358517E-15,18.447200E-15,18.537177E-15,18.628436E-15,18.720959E-15,18.814731E-15,18.909733E-15,19.005947E-15,19.103353E-15,19.201931E-15,19.301658E-15,19.402513E-15,19.504473E-15,19.607513E-15,19.711608E-15,19.816735E-15,19.922865E-15,20.029974E-15,20.138033E-15,20.247015E-15,20.356893E-15,20.467636E-15,20.579218E-15,20.691607E-15,20.804775E-15,20.918693E-15,21.033329E-15,21.148654E-15,21.264638E-15,21.381251E-15,21.498461E-15,21.616239E-15,21.734554E-15,21.853376E-15,21.972676E-15,22.092422E-15,22.212585E-15,22.333135E-15,22.454044E-15,22.575281E-15,22.696818E-15,22.818627E-15,22.940678E-15,23.062945E-15,23.185399E-15,23.308013E-15,23.430762E-15,23.553618E-15,23.676555E-15,23.799550E-15,23.922575E-15,24.045609E-15,24.168625E-15,24.291602E-15,24.414517E-15,24.537347E-15,24.660070E-15,24.782667E-15,24.905115E-15,25.027397E-15,25.149491E-15,25.271379E-15,25.393044E-15,25.514467E-15,25.635631E-15
